$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0.0,0.0,0.0,5.0,0.516
0.0,0.0,0.1,5.1,0.47
0.0,0.0,0.2,5.2,0.482
0.0,0.0,0.3,5.3,0.486
0.0,0.0,0.4,5.4,0.45
0.0,0.0,0.5,5.5,0.44
0.0,0.0,0.6,5.6,0.468
0.0,0.0,0.7,5.7,0.428
0.0,0.0,0.8,5.8,0.434
0.0,0.0,0.9,5.9,0.444
0.0,0.0,1.0,6.0,0.438
0.0,0.0,1.1,6.1,0.404
0.0,0.0,1.2,6.2,0.43
0.0,0.0,1.3,6.3,0.414
0.0,0.0,1.4,6.4,0.412
0.0,0.0,1.5,6.5,0.336
0.0,0.0,1.6,6.6,0.37
0.0,0.0,1.7,6.7,0.344
0.0,0.0,1.8,6.8,0.356
0.0,0.0,1.9,6.9,0.326
0.0,0.0,2.0,7.0,0.306
0.0,0.0,2.1,7.1,0.306
0.0,0.0,2.2,7.2,0.286
0.0,0.0,2.3,7.3,0.278
0.0,0.0,2.4,7.4,0.236
0.0,0.0,2.5,7.5,0.266
0.0,0.0,2.6,7.6,0.308
0.0,0.0,2.7,7.7,0.278
0.0,0.0,2.8,7.8,0.25
0.0,0.0,2.9,7.9,0.202
0.0,0.0,3.0,8.0,0.234
0.0,0.0,3.1,8.1,0.22
0.0,0.0,3.2,8.2,0.24
0.0,0.0,3.3,8.3,0.204
0.0,0.0,3.4,8.4,0.198
0.0,0.0,3.5,8.5,0.236
0.0,0.0,3.6,8.6,0.232
0.0,0.0,3.7,8.7,0.198
0.0,0.0,3.8,8.8,0.198
0.0,0.0,3.9,8.9,0.202
0.0,0.0,4.0,9.0,0.204
0.0,0.0,4.1,9.1,0.176
0.0,0.0,4.2,9.2,0.218
0.0,0.0,4.3,9.3,0.172
0.0,0.0,4.4,9.4,0.214
0.0,0.0,4.5,9.5,0.222
0.0,0.0,4.6,9.6,0.204
0.0,0.0,4.7,9.7,0.188
0.0,0.0,4.8,9.8,0.224
0.0,0.0,4.9,9.9,0.214
0.0,0.0,5.0,10.0,0.218
0.0,0.0,5.1,10.1,0.17
0.0,0.0,5.2,10.2,0.206
0.0,0.0,5.3,10.3,0.188
0.0,0.0,5.4,10.4,0.166
0.0,0.0,5.5,10.5,0.192
0.0,0.0,5.6,10.6,0.19
0.0,0.0,5.7,10.7,0.22
0.0,0.0,5.8,10.8,0.196
0.0,0.0,5.9,10.9,0.212
0.0,0.0,6.0,11.0,0.196
0.0,0.0,6.1,11.1,0.202
0.0,0.0,6.2,11.2,0.18
0.0,0.0,6.3,11.3,0.228
0.0,0.0,6.4,11.4,0.198
0.0,0.0,6.5,11.5,0.198
0.0,0.0,6.6,11.6,0.212
0.0,0.0,6.7,11.7,0.208
0.0,0.0,6.8,11.8,0.178
0.0,0.0,6.9,11.9,0.202
0.0,0.0,7.0,12.0,0.21
0.0,0.0,7.1,12.1,0.178
0.0,0.0,7.2,12.2,0.206
0.0,0.0,7.3,12.3,0.184
0.0,0.0,7.4,12.4,0.206
0.0,0.0,7.5,12.5,0.204
0.0,0.0,7.6,12.6,0.184
0.0,0.0,7.7,12.7,0.2
0.0,0.0,7.8,12.8,0.194
0.0,0.0,7.9,12.9,0.204
0.0,0.0,8.0,13.0,0.19
0.0,0.0,8.1,13.1,0.242
0.0,0.0,8.2,13.2,0.188
0.0,0.0,8.3,13.3,0.19
