$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.1,0.1,0.1,0.1,0.596
0.1,0.1,0.2,0.2,0.422
0.1,0.1,0.3,0.3,0.236
0.1,0.1,0.4,0.4,0.162
0.1,0.1,0.5,0.5,0.162
0.1,0.1,0.6,0.6,0.154
0.1,0.1,0.7,0.7,0.134
0.1,0.1,0.8,0.8,0.154
0.1,0.1,0.9,0.9,0.148
0.1,0.1,1.0,1.0,0.126
0.1,0.1,1.1,1.1,0.112
0.1,0.1,1.2,1.2,0.136
0.1,0.1,1.3,1.3,0.132
0.1,0.1,1.4,1.4,0.132
0.1,0.1,1.5,1.5,0.104
0.1,0.1,1.6,1.6,0.108
0.1,0.1,1.7,1.7,0.098
0.1,0.1,1.8,1.8,0.116
0.1,0.1,1.9,1.9,0.1
0.1,0.1,2.0,2.0,0.112
0.1,0.1,2.1,2.1,0.106
0.1,0.1,2.2,2.2,0.13
0.1,0.1,2.3,2.3,0.128
0.1,0.1,2.4,2.4,0.11
0.1,0.1,2.5,2.5,0.114
0.1,0.1,2.6,2.6,0.11
0.1,0.1,2.7,2.7,0.136
0.1,0.1,2.8,2.8,0.118
0.1,0.1,2.9,2.9,0.138
0.1,0.1,3.0,3.0,0.11
0.1,0.1,3.1,3.1,0.126
0.1,0.1,3.2,3.2,0.086
0.1,0.1,3.3,3.3,0.134
0.1,0.1,3.4,3.4,0.088
0.1,0.1,3.5,3.5,0.108
0.1,0.1,3.6,3.6,0.12
0.1,0.1,3.7,3.7,0.124
0.1,0.1,3.8,3.8,0.11
0.1,0.1,3.9,3.9,0.128
0.1,0.1,4.0,4.0,0.098
0.1,0.1,4.1,4.1,0.112
0.1,0.1,4.2,4.2,0.126
0.1,0.1,4.3,4.3,0.132
0.1,0.1,4.4,4.4,0.12
0.1,0.1,4.5,4.5,0.096
0.1,0.1,4.6,4.6,0.098
0.1,0.1,4.7,4.7,0.086
0.1,0.1,4.8,4.8,0.096
0.1,0.1,4.9,4.9,0.122
0.1,0.1,5.0,5.0,0.1
0.1,0.1,5.1,5.1,0.106
0.1,0.1,5.2,5.2,0.14
0.1,0.1,5.3,5.3,0.104
0.1,0.1,5.4,5.4,0.1
0.1,0.1,5.5,5.5,0.112
0.1,0.1,5.6,5.6,0.138
0.1,0.1,5.7,5.7,0.126
0.1,0.1,5.8,5.8,0.094
0.1,0.1,5.9,5.9,0.106
0.1,0.1,6.0,6.0,0.112
0.1,0.1,6.1,6.1,0.098
0.1,0.1,6.2,6.2,0.104
0.1,0.1,6.3,6.3,0.096
0.1,0.1,6.4,6.4,0.098
0.1,0.1,6.5,6.5,0.092
0.1,0.1,6.6,6.6,0.122
0.1,0.1,6.7,6.7,0.108
0.1,0.1,6.8,6.8,0.094
0.1,0.1,6.9,6.9,0.1
0.1,0.1,7.0,7.0,0.106
0.1,0.1,7.1,7.1,0.106
0.1,0.1,7.2,7.2,0.114
0.1,0.1,7.3,7.3,0.118
0.1,0.1,7.4,7.4,0.084
0.1,0.1,7.5,7.5,0.116
0.1,0.1,7.6,7.6,0.088
0.1,0.1,7.7,7.7,0.09
0.1,0.1,7.8,7.8,0.106
0.1,0.1,7.9,7.9,0.122
0.1,0.1,8.0,8.0,0.098
0.1,0.1,8.1,8.1,0.112
0.1,0.1,8.2,8.2,0.1
0.1,0.1,8.3,8.3,0.074
0.1,0.1,8.4,8.4,0.122
0.1,0.1,8.5,8.5,0.114
0.1,0.1,8.6,8.6,0.108
0.1,0.1,8.7,8.7,0.108
0.1,0.1,8.8,8.8,0.112
0.1,0.1,8.9,8.9,0.122
0.1,0.1,9.0,9.0,0.126
0.1,0.1,9.1,9.1,0.134
0.1,0.1,9.2,9.2,0.118
0.1,0.1,9.3,9.3,0.104
0.1,0.1,9.4,9.4,0.132
0.1,0.1,9.5,9.5,0.114
0.1,0.1,9.6,9.6,0.108
0.1,0.1,9.7,9.7,0.104
0.1,0.1,9.8,9.8,0.152
0.1,0.1,9.9,9.9,0.096
0.1,0.1,10.0,10.0,0.1
0.1,0.1,10.1,10.1,0.112
0.1,0.1,10.2,10.2,0.11
0.1,0.1,10.3,10.3,0.092
0.1,0.1,10.4,10.4,0.132
0.1,0.1,10.5,10.5,0.106
0.1,0.1,10.6,10.6,0.11
0.1,0.1,10.7,10.7,0.11
0.1,0.1,10.8,10.8,0.14
0.1,0.1,10.9,10.9,0.11
0.1,0.1,11.0,11.0,0.122
0.1,0.1,11.1,11.1,0.128
0.1,0.1,11.2,11.2,0.108
0.1,0.1,11.3,11.3,0.116
0.1,0.1,11.4,11.4,0.108
0.1,0.1,11.5,11.5,0.1
