n,$\mu_{m_1}$,$\sigma_{m_1}$,$\mu_{h_1}$,$\sigma_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
3,40,0,7.656525,0.6696815869808402,2,7.555,2,7.555,815
3,40,0,7.656525,0.6696815869808402,2,7.555,0,6.75,2140
6,20,0,7.656525,0.6696815869808402,1,8.673,5,7.437,5972
6,20,0,7.656525,0.6696815869808402,1,8.673,2,7.741,2548
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,17595
6,20,0,7.656525,0.6696815869808402,1,8.673,5,7.437,16035
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,5057
6,20,0,7.656525,0.6696815869808402,1,8.673,5,7.437,8533
6,20,0,7.656525,0.6696815869808402,1,8.673,2,7.741,2227
6,20,0,7.656525,0.6696815869808402,1,8.673,5,7.437,18010
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,20600
6,20,0,7.656525,0.6696815869808402,1,8.673,5,7.437,8896
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,14314
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,6054
6,20,0,7.656525,0.6696815869808402,1,8.673,2,7.741,8836
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,14581
6,20,0,7.656525,0.6696815869808402,1,8.673,5,7.437,11426
6,20,0,7.656525,0.6696815869808402,1,8.673,0,7.045,4590
6,20,0,7.656525,0.6696815869808402,1,8.673,5,7.437,5625
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,4093
6,20,0,7.656525,0.6696815869808402,1,8.673,3,6.531,9012
6,20,0,7.656525,0.6696815869808402,1,8.673,1,8.673,12945
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,4666
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,8375
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,19005
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,4610
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,3664
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,825
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,4967
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,5632
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,2861
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,3512
4,30,0,7.656525,0.6696815869808402,2,7.582,0,6.575,28144
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,3716
4,30,0,7.656525,0.6696815869808402,2,7.582,3,6.563,7509
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,1976
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,25324
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,1083
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,11708
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,10844
4,30,0,7.656525,0.6696815869808402,2,7.582,1,7.522,1914
4,30,0,7.656525,0.6696815869808402,2,7.582,2,7.582,3908
4,30,0,7.656525,0.6696815869808402,1,8.867,0,8.465,11800
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,5893
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,3505
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,4939
4,30,0,7.656525,0.6696815869808402,1,8.867,2,7.159,3563
4,30,0,7.656525,0.6696815869808402,1,8.867,3,6.561,9547
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,11309
4,30,0,7.656525,0.6696815869808402,1,8.867,0,8.465,19751
4,30,0,7.656525,0.6696815869808402,1,8.867,0,8.465,37411
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,1445
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,6524
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,5286
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,6058
4,30,0,7.656525,0.6696815869808402,1,8.867,0,8.465,3461
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,2772
4,30,0,7.656525,0.6696815869808402,1,8.867,0,8.465,2845
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,2505
4,30,0,7.656525,0.6696815869808402,1,8.867,0,8.465,4043
4,30,0,7.656525,0.6696815869808402,1,8.867,1,8.867,8652
4,30,0,7.656525,0.6696815869808402,1,8.867,0,8.465,13577
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,5465
6,20,0,7.656525,0.6696815869808402,4,7.92,1,6.939,3753
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,6019
6,20,0,7.656525,0.6696815869808402,4,7.92,1,6.939,8161
6,20,0,7.656525,0.6696815869808402,4,7.92,1,6.939,16232
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,6580
6,20,0,7.656525,0.6696815869808402,4,7.92,3,6.7,2742
6,20,0,7.656525,0.6696815869808402,4,7.92,1,6.939,12690
6,20,0,7.656525,0.6696815869808402,4,7.92,2,7.735,2686
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,1462
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,15027
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,11700
6,20,0,7.656525,0.6696815869808402,4,7.92,2,7.735,5417
6,20,0,7.656525,0.6696815869808402,4,7.92,1,6.939,5376
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,11349
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,14510
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,10616
6,20,0,7.656525,0.6696815869808402,4,7.92,2,7.735,3876
6,20,0,7.656525,0.6696815869808402,4,7.92,4,7.92,7843
6,20,0,7.656525,0.6696815869808402,4,7.92,2,7.735,1933
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,2647
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,18296
3,40,0,7.656525,0.6696815869808402,1,8.166,2,7.595,2222
3,40,0,7.656525,0.6696815869808402,1,8.166,2,7.595,5347
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,712
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,12611
3,40,0,7.656525,0.6696815869808402,1,8.166,2,7.595,6904
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,4967
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,21822
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,7428
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,12291
3,40,0,7.656525,0.6696815869808402,1,8.166,2,7.595,18919
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,15202
3,40,0,7.656525,0.6696815869808402,1,8.166,2,7.595,9877
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,6312
3,40,0,7.656525,0.6696815869808402,1,8.166,2,7.595,3668
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,4040
3,40,0,7.656525,0.6696815869808402,1,8.166,0,6.8,22267
3,40,0,7.656525,0.6696815869808402,1,8.166,1,8.166,48770
3,40,0,7.656525,0.6696815869808402,1,8.166,2,7.595,2652
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,5869
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,711
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,1959
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,790
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,9496
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,10541
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,533
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,782
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,8473
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,756
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,1244
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,407
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,484
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,640
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,906
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,694
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,503
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,1329
3,40,0,7.656525,0.6696815869808402,2,6.953,2,6.953,965
3,40,0,7.656525,0.6696815869808402,2,6.953,0,5.606,764
2,60,0,7.656525,0.6696815869808402,0,6.967,1,6.017,15930
2,60,0,7.656525,0.6696815869808402,0,6.967,0,6.967,579
2,60,0,7.656525,0.6696815869808402,0,6.967,1,6.017,1022
2,60,0,7.656525,0.6696815869808402,0,6.967,0,6.967,795
