$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.0,0.0,0.0,0.0,0.514
0.0,0.0,0.1,0.1,0.5
0.0,0.0,0.2,0.2,0.538
0.0,0.0,0.3,0.3,0.5
0.0,0.0,0.4,0.4,0.484
0.0,0.0,0.5,0.5,0.51
0.0,0.0,0.6,0.6,0.478
0.0,0.0,0.7,0.7,0.494
0.0,0.0,0.8,0.8,0.47
0.0,0.0,0.9,0.9,0.534
0.0,0.0,1.0,1.0,0.49
0.0,0.0,1.1,1.1,0.496
0.0,0.0,1.2,1.2,0.486
0.0,0.0,1.3,1.3,0.5
0.0,0.0,1.4,1.4,0.474
0.0,0.0,1.5,1.5,0.518
0.0,0.0,1.6,1.6,0.498
0.0,0.0,1.7,1.7,0.562
0.0,0.0,1.8,1.8,0.508
0.0,0.0,1.9,1.9,0.506
0.0,0.0,2.0,2.0,0.498
0.0,0.0,2.1,2.1,0.52
0.0,0.0,2.2,2.2,0.49
0.0,0.0,2.3,2.3,0.502
0.0,0.0,2.4,2.4,0.494
0.0,0.0,2.5,2.5,0.43
0.0,0.0,2.6,2.6,0.55
0.0,0.0,2.7,2.7,0.516
0.0,0.0,2.8,2.8,0.484
0.0,0.0,2.9,2.9,0.49
0.0,0.0,3.0,3.0,0.458
0.0,0.0,3.1,3.1,0.484
0.0,0.0,3.2,3.2,0.446
0.0,0.0,3.3,3.3,0.49
0.0,0.0,3.4,3.4,0.516
0.0,0.0,3.5,3.5,0.508
0.0,0.0,3.6,3.6,0.484
0.0,0.0,3.7,3.7,0.486
0.0,0.0,3.8,3.8,0.472
0.0,0.0,3.9,3.9,0.546
0.0,0.0,4.0,4.0,0.53
0.0,0.0,4.1,4.1,0.508
0.0,0.0,4.2,4.2,0.502
0.0,0.0,4.3,4.3,0.486
0.0,0.0,4.4,4.4,0.474
0.0,0.0,4.5,4.5,0.506
0.0,0.0,4.6,4.6,0.488
0.0,0.0,4.7,4.7,0.524
0.0,0.0,4.8,4.8,0.512
0.0,0.0,4.9,4.9,0.526
0.0,0.0,5.0,5.0,0.512
0.0,0.0,5.1,5.1,0.51
0.0,0.0,5.2,5.2,0.532
0.0,0.0,5.3,5.3,0.5
0.0,0.0,5.4,5.4,0.496
0.0,0.0,5.5,5.5,0.514
0.0,0.0,5.6,5.6,0.502
0.0,0.0,5.7,5.7,0.508
0.0,0.0,5.8,5.8,0.512
0.0,0.0,5.9,5.9,0.51
0.0,0.0,6.0,6.0,0.512
0.0,0.0,6.1,6.1,0.48
0.0,0.0,6.2,6.2,0.51
0.0,0.0,6.3,6.3,0.522
0.0,0.0,6.4,6.4,0.488
0.0,0.0,6.5,6.5,0.498
0.0,0.0,6.6,6.6,0.484
0.0,0.0,6.7,6.7,0.452
0.0,0.0,6.8,6.8,0.498
0.0,0.0,6.9,6.9,0.492
0.0,0.0,7.0,7.0,0.532
0.0,0.0,7.1,7.1,0.476
0.0,0.0,7.2,7.2,0.512
0.0,0.0,7.3,7.3,0.532
0.0,0.0,7.4,7.4,0.514
0.0,0.0,7.5,7.5,0.5
0.0,0.0,7.6,7.6,0.494
0.0,0.0,7.7,7.7,0.52
0.0,0.0,7.8,7.8,0.544
0.0,0.0,7.9,7.9,0.532
0.0,0.0,8.0,8.0,0.534
0.0,0.0,8.1,8.1,0.558
0.0,0.0,8.2,8.2,0.522
0.0,0.0,8.3,8.3,0.548
0.0,0.0,8.4,8.4,0.55
0.0,0.0,8.5,8.5,0.532
0.0,0.0,8.6,8.6,0.532
0.0,0.0,8.7,8.7,0.554
0.0,0.0,8.8,8.8,0.546
0.0,0.0,8.9,8.9,0.568
0.0,0.0,9.0,9.0,0.56
