$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0.0,0.0,0.0,5.0,0.28
0.0,0.0,0.1,5.1,0.276
0.0,0.0,0.2,5.2,0.272
0.0,0.0,0.3,5.3,0.242
0.0,0.0,0.4,5.4,0.246
0.0,0.0,0.5,5.5,0.252
0.0,0.0,0.6,5.6,0.228
0.0,0.0,0.7,5.7,0.232
0.0,0.0,0.8,5.8,0.228
0.0,0.0,0.9,5.9,0.222
0.0,0.0,1.0,6.0,0.21
0.0,0.0,1.1,6.1,0.19
0.0,0.0,1.2,6.2,0.198
0.0,0.0,1.3,6.3,0.184
0.0,0.0,1.4,6.4,0.178
0.0,0.0,1.5,6.5,0.17
0.0,0.0,1.6,6.6,0.158
0.0,0.0,1.7,6.7,0.168
0.0,0.0,1.8,6.8,0.19
0.0,0.0,1.9,6.9,0.182
0.0,0.0,2.0,7.0,0.162
0.0,0.0,2.1,7.1,0.166
0.0,0.0,2.2,7.2,0.17
0.0,0.0,2.3,7.3,0.138
0.0,0.0,2.4,7.4,0.13
0.0,0.0,2.5,7.5,0.138
0.0,0.0,2.6,7.6,0.132
0.0,0.0,2.7,7.7,0.12
0.0,0.0,2.8,7.8,0.142
0.0,0.0,2.9,7.9,0.14
0.0,0.0,3.0,8.0,0.148
0.0,0.0,3.1,8.1,0.134
0.0,0.0,3.2,8.2,0.106
0.0,0.0,3.3,8.3,0.092
0.0,0.0,3.4,8.4,0.124
0.0,0.0,3.5,8.5,0.136
0.0,0.0,3.6,8.6,0.118
0.0,0.0,3.7,8.7,0.132
0.0,0.0,3.8,8.8,0.148
0.0,0.0,3.9,8.9,0.132
0.0,0.0,4.0,9.0,0.112
0.0,0.0,4.1,9.1,0.124
0.0,0.0,4.2,9.2,0.13
0.0,0.0,4.3,9.3,0.104
0.0,0.0,4.4,9.4,0.138
0.0,0.0,4.5,9.5,0.134
0.0,0.0,4.6,9.6,0.124
0.0,0.0,4.7,9.7,0.124
0.0,0.0,4.8,9.8,0.148
0.0,0.0,4.9,9.9,0.13
0.0,0.0,5.0,10.0,0.126
0.0,0.0,5.1,10.1,0.126
0.0,0.0,5.2,10.2,0.092
0.0,0.0,5.3,10.3,0.098
0.0,0.0,5.4,10.4,0.148
