$\mu_{m}$,n,z,dx,dy,Slope of bestfit,HARS
10,2,0.0,3.0,0.6,0.45492534011417785,0.4692894710115205
10,5,0.0,3.0,0.8999999999999999,0.2861930560733822,0.37661113402650237
10,10,0.0,3.0,1.5,0.8504044193606805,0.3193368304514653
10,20,0.0,3.0,3.0,0.33180424441214396,0.7139973092266496
50,2,0.0,12.0,0.6,0.6734551149196204,0.07097709552110565
50,5,0.0,12.0,0.8999999999999999,0.8472661319054665,0.8148911818762375
50,10,0.0,12.0,1.5,0.16181268961019912,0.47747980407479895
50,20,0.0,12.0,3.0,0.9934479863042174,0.8975510020980174
