$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.888,,
0.0,0.0,0.1,0.1,0.854,,
0.0,0.0,0.2,0.2,0.84,,
0.0,0.0,0.3,0.3,0.842,,
0.0,0.0,0.4,0.4,0.838,,
0.0,0.0,0.5,0.5,0.838,,
0.0,0.0,0.6,0.6,0.806,,
0.0,0.0,0.7,0.7,0.752,,
0.0,0.0,0.8,0.8,0.768,,
0.0,0.0,0.9,0.9,0.734,,
0.0,0.0,1.0,1.0,0.7,,
0.0,0.0,1.1,1.1,0.648,,
0.0,0.0,1.2,1.2,0.618,,
0.0,0.0,1.3,1.3,0.598,,
0.0,0.0,1.4,1.4,0.554,,
0.0,0.0,1.5,1.5,0.504,,
0.0,0.0,1.6,1.6,0.426,,
0.0,0.0,1.7,1.7,0.448,,
0.0,0.0,1.8,1.8,0.404,,
0.0,0.0,1.9,1.9,0.332,,
0.0,0.0,2.0,2.0,0.338,,
0.0,0.0,2.1,2.1,0.29,,
0.0,0.0,2.2,2.2,0.262,,
0.0,0.0,2.3,2.3,0.236,,
0.0,0.0,2.4,2.4,0.23,,
0.0,0.0,2.5,2.5,0.186,,
0.0,0.0,2.6,2.6,0.176,,
0.0,0.0,2.7,2.7,0.174,,
0.0,0.0,2.8,2.8,0.164,,
0.0,0.0,2.9,2.9,0.102,,
0.0,0.0,3.0,3.0,0.126,,
0.0,0.0,3.1,3.1,0.088,,
0.0,0.0,3.2,3.2,0.104,,
0.0,0.0,3.3,3.3,0.086,,
0.0,0.0,3.4,3.4,0.114,,
0.0,0.0,3.5,3.5,0.086,,
0.0,0.0,3.6,3.6,0.094,,
0.0,0.0,3.7,3.7,0.092,,
0.0,0.0,3.8,3.8,0.068,,
0.0,0.0,3.9,3.9,0.082,,
0.0,0.0,4.0,4.0,0.058,,
0.0,0.0,4.1,4.1,0.068,,
0.0,0.0,4.2,4.2,0.074,,
0.0,0.0,4.3,4.3,0.064,,
0.0,0.0,4.4,4.4,0.058,,
0.0,0.0,4.5,4.5,0.062,,
0.0,0.0,4.6,4.6,0.048,,
0.0,0.0,4.7,4.7,0.068,,
0.0,0.0,4.8,4.8,0.044,,
0.0,0.0,4.9,4.9,0.064,,
0.0,0.0,5.0,5.0,0.064,,
0.0,0.0,5.1,5.1,0.062,,
0.0,0.0,5.2,5.2,0.056,,
0.0,0.0,5.3,5.3,0.068,,
