$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.914,,
0.0,0.0,0.1,0.1,0.888,,
0.0,0.0,0.2,0.2,0.894,,
0.0,0.0,0.3,0.3,0.868,,
0.0,0.0,0.4,0.4,0.89,,
0.0,0.0,0.5,0.5,0.87,,
0.0,0.0,0.6,0.6,0.862,,
0.0,0.0,0.7,0.7,0.856,,
0.0,0.0,0.8,0.8,0.852,,
0.0,0.0,0.9,0.9,0.876,,
0.0,0.0,1.0,1.0,0.802,,
0.0,0.0,1.1,1.1,0.794,,
0.0,0.0,1.2,1.2,0.768,,
0.0,0.0,1.3,1.3,0.768,,
0.0,0.0,1.4,1.4,0.744,,
0.0,0.0,1.5,1.5,0.686,,
0.0,0.0,1.6,1.6,0.672,,
0.0,0.0,1.7,1.7,0.642,,
0.0,0.0,1.8,1.8,0.552,,
0.0,0.0,1.9,1.9,0.564,,
0.0,0.0,2.0,2.0,0.54,,
0.0,0.0,2.1,2.1,0.488,,
0.0,0.0,2.2,2.2,0.496,,
0.0,0.0,2.3,2.3,0.424,,
0.0,0.0,2.4,2.4,0.41,,
0.0,0.0,2.5,2.5,0.338,,
0.0,0.0,2.6,2.6,0.362,,
0.0,0.0,2.7,2.7,0.296,,
0.0,0.0,2.8,2.8,0.306,,
0.0,0.0,2.9,2.9,0.234,,
0.0,0.0,3.0,3.0,0.212,,
0.0,0.0,3.1,3.1,0.226,,
0.0,0.0,3.2,3.2,0.194,,
0.0,0.0,3.3,3.3,0.232,,
0.0,0.0,3.4,3.4,0.174,,
0.0,0.0,3.5,3.5,0.186,,
0.0,0.0,3.6,3.6,0.14,,
0.0,0.0,3.7,3.7,0.14,,
0.0,0.0,3.8,3.8,0.174,,
0.0,0.0,3.9,3.9,0.17,,
0.0,0.0,4.0,4.0,0.134,,
0.0,0.0,4.1,4.1,0.13,,
0.0,0.0,4.2,4.2,0.154,,
0.0,0.0,4.3,4.3,0.146,,
0.0,0.0,4.4,4.4,0.138,,
0.0,0.0,4.5,4.5,0.114,,
0.0,0.0,4.6,4.6,0.11,,
0.0,0.0,4.7,4.7,0.122,,
0.0,0.0,4.8,4.8,0.116,,
0.0,0.0,4.9,4.9,0.12,,
0.0,0.0,5.0,5.0,0.12,,
0.0,0.0,5.1,5.1,0.118,,
0.0,0.0,5.2,5.2,0.136,,
0.0,0.0,5.3,5.3,0.118,,
0.0,0.0,5.4,5.4,0.132,,
0.0,0.0,5.5,5.5,0.15,,
0.0,0.0,5.6,5.6,0.118,,
0.0,0.0,5.7,5.7,0.104,,
0.0,0.0,5.8,5.8,0.148,,
0.0,0.0,5.9,5.9,0.098,,
0.0,0.0,6.0,6.0,0.13,,
0.0,0.0,6.1,6.1,0.122,,
0.0,0.0,6.2,6.2,0.124,,
0.0,0.0,6.3,6.3,0.12,,
0.0,0.0,6.4,6.4,0.162,,
0.0,0.0,6.5,6.5,0.122,,
0.0,0.0,6.6,6.6,0.17,,
0.0,0.0,6.7,6.7,0.108,,
0.0,0.0,6.8,6.8,0.134,,
0.0,0.0,6.9,6.9,0.124,,
0.0,0.0,7.0,7.0,0.14,,
0.0,0.0,7.1,7.1,0.142,,
0.0,0.0,7.2,7.2,0.154,,
0.0,0.0,7.3,7.3,0.126,,
0.0,0.0,7.4,7.4,0.124,,
0.0,0.0,7.5,7.5,0.116,,
0.0,0.0,7.6,7.6,0.134,,
0.0,0.0,7.7,7.7,0.144,,
0.0,0.0,7.8,7.8,0.122,,
0.0,0.0,7.9,7.9,0.132,,
0.0,0.0,8.0,8.0,0.132,,
0.0,0.0,8.1,8.1,0.114,,
0.0,0.0,8.2,8.2,0.13,,
0.0,0.0,8.3,8.3,0.138,,
0.0,0.0,8.4,8.4,0.128,,
0.0,0.0,8.5,8.5,0.13,,
0.0,0.0,8.6,8.6,0.12,,
0.0,0.0,8.7,8.7,0.126,,
0.0,0.0,8.8,8.8,0.106,,
0.0,0.0,8.9,8.9,0.11,,
0.0,0.0,9.0,9.0,0.154,,
0.0,0.0,9.1,9.1,0.118,,
0.0,0.0,9.2,9.2,0.134,,
0.0,0.0,9.3,9.3,0.114,,
0.0,0.0,9.4,9.4,0.116,,
0.0,0.0,9.5,9.5,0.15,,
0.0,0.0,9.6,9.6,0.132,,
0.0,0.0,9.7,9.7,0.086,,
0.0,0.0,9.8,9.8,0.142,,
0.0,0.0,9.9,9.9,0.108,,
0.0,0.0,10.0,10.0,0.124,,
0.0,0.0,10.1,10.1,0.146,,
0.0,0.0,10.2,10.2,0.118,,
0.0,0.0,10.3,10.3,0.112,,
0.0,0.0,10.4,10.4,0.114,,
0.0,0.0,10.5,10.5,0.13,,
0.0,0.0,10.6,10.6,0.11,,
0.0,0.0,10.7,10.7,0.124,,
0.0,0.0,10.8,10.8,0.138,,
0.0,0.0,10.9,10.9,0.124,,
0.0,0.0,11.0,11.0,0.124,,
0.0,0.0,11.1,11.1,0.134,,
0.0,0.0,11.2,11.2,0.128,,
0.0,0.0,11.3,11.3,0.132,,
0.0,0.0,11.4,11.4,0.112,,
0.0,0.0,11.5,11.5,0.148,,
0.0,0.0,11.6,11.6,0.156,,
0.0,0.0,11.7,11.7,0.154,,
0.0,0.0,11.8,11.8,0.126,,
0.0,0.0,11.9,11.9,0.144,,
0.0,0.0,12.0,12.0,0.108,,
0.0,0.0,12.1,12.1,0.118,,
0.0,0.0,12.2,12.2,0.136,,
0.0,0.0,12.3,12.3,0.13,,
0.0,0.0,12.4,12.4,0.122,,
0.0,0.0,12.5,12.5,0.128,,
0.0,0.0,12.6,12.6,0.116,,
0.0,0.0,12.7,12.7,0.108,,
0.0,0.0,12.8,12.8,0.13,,
0.0,0.0,12.9,12.9,0.122,,
0.0,0.0,13.0,13.0,0.154,,
0.0,0.0,13.1,13.1,0.128,,
0.0,0.0,13.2,13.2,0.122,,
0.0,0.0,13.3,13.3,0.102,,
0.0,0.0,13.4,13.4,0.12,,
0.0,0.0,13.5,13.5,0.122,,
0.0,0.0,13.6,13.6,0.11,,
0.0,0.0,13.7,13.7,0.122,,
0.0,0.0,13.8,13.8,0.126,,
0.0,0.0,13.9,13.9,0.14,,
0.0,0.0,14.0,14.0,0.12,,
0.0,0.0,14.1,14.1,0.12,,
0.0,0.0,14.2,14.2,0.124,,
0.0,0.0,14.3,14.3,0.13,,
0.0,0.0,14.4,14.4,0.118,,
0.0,0.0,14.5,14.5,0.128,,
0.0,0.0,14.6,14.6,0.104,,
0.0,0.0,14.7,14.7,0.118,,
0.0,0.0,14.8,14.8,0.128,,
0.0,0.0,14.9,14.9,0.122,,
0.0,0.0,15.0,15.0,0.106,,
0.1,0.1,0.0,0.0,0.9,,
0.1,0.1,0.1,0.1,0.928,,
0.1,0.1,0.2,0.2,0.908,,
0.1,0.1,0.3,0.3,0.9,,
0.1,0.1,0.4,0.4,0.892,,
0.1,0.1,0.5,0.5,0.91,,
0.1,0.1,0.6,0.6,0.914,,
0.1,0.1,0.7,0.7,0.874,,
0.1,0.1,0.8,0.8,0.854,,
0.1,0.1,0.9,0.9,0.846,,
0.1,0.1,1.0,1.0,0.816,,
0.1,0.1,1.1,1.1,0.838,,
0.1,0.1,1.2,1.2,0.848,,
0.1,0.1,1.3,1.3,0.768,,
0.1,0.1,1.4,1.4,0.798,,
0.1,0.1,1.5,1.5,0.732,,
0.1,0.1,1.6,1.6,0.716,,
0.1,0.1,1.7,1.7,0.66,,
0.1,0.1,1.8,1.8,0.626,,
0.1,0.1,1.9,1.9,0.604,,
0.1,0.1,2.0,2.0,0.616,,
0.1,0.1,2.1,2.1,0.514,,
0.1,0.1,2.2,2.2,0.506,,
0.1,0.1,2.3,2.3,0.43,,
0.1,0.1,2.4,2.4,0.426,,
0.1,0.1,2.5,2.5,0.416,,
0.1,0.1,2.6,2.6,0.352,,
0.1,0.1,2.7,2.7,0.304,,
0.1,0.1,2.8,2.8,0.284,,
0.1,0.1,2.9,2.9,0.244,,
0.1,0.1,3.0,3.0,0.232,,
0.1,0.1,3.1,3.1,0.208,,
0.1,0.1,3.2,3.2,0.208,,
0.1,0.1,3.3,3.3,0.192,,
