$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0.0,0.0,0.0,0.0,0.984
0.0,0.0,0.1,0.1,0.982
0.0,0.0,0.2,0.2,0.99
0.0,0.0,0.3,0.3,0.988
0.0,0.0,0.4,0.4,0.964
0.0,0.0,0.5,0.5,0.99
0.0,0.0,0.6,0.6,0.986
0.0,0.0,0.7,0.7,0.964
0.0,0.0,0.8,0.8,0.976
0.0,0.0,0.9,0.9,0.982
0.0,0.0,1.0,1.0,0.974
0.0,0.0,1.1,1.1,0.966
0.0,0.0,1.2,1.2,0.966
0.0,0.0,1.3,1.3,0.962
0.0,0.0,1.4,1.4,0.964
0.0,0.0,1.5,1.5,0.966
0.0,0.0,1.6,1.6,0.936
0.0,0.0,1.7,1.7,0.97
0.0,0.0,1.8,1.8,0.958
0.0,0.0,1.9,1.9,0.952
0.0,0.0,2.0,2.0,0.948
0.0,0.0,2.1,2.1,0.942
0.0,0.0,2.2,2.2,0.946
0.0,0.0,2.3,2.3,0.916
0.0,0.0,2.4,2.4,0.908
0.0,0.0,2.5,2.5,0.908
0.0,0.0,2.6,2.6,0.88
0.0,0.0,2.7,2.7,0.88
0.0,0.0,2.8,2.8,0.892
0.0,0.0,2.9,2.9,0.878
0.0,0.0,3.0,3.0,0.842
0.0,0.0,3.1,3.1,0.838
0.0,0.0,3.2,3.2,0.818
0.0,0.0,3.3,3.3,0.79
0.0,0.0,3.4,3.4,0.786
0.0,0.0,3.5,3.5,0.77
0.0,0.0,3.6,3.6,0.752
0.0,0.0,3.7,3.7,0.732
0.0,0.0,3.8,3.8,0.694
0.0,0.0,3.9,3.9,0.682
0.0,0.0,4.0,4.0,0.682
0.0,0.0,4.1,4.1,0.668
0.0,0.0,4.2,4.2,0.624
0.0,0.0,4.3,4.3,0.64
0.0,0.0,4.4,4.4,0.63
0.0,0.0,4.5,4.5,0.552
0.0,0.0,4.6,4.6,0.552
0.0,0.0,4.7,4.7,0.57
0.0,0.0,4.8,4.8,0.566
0.0,0.0,4.9,4.9,0.518
0.0,0.0,5.0,5.0,0.474
0.0,0.0,5.1,5.1,0.492
0.0,0.0,5.2,5.2,0.544
0.0,0.0,5.3,5.3,0.51
0.0,0.0,5.4,5.4,0.514
0.0,0.0,5.5,5.5,0.498
0.0,0.0,5.6,5.6,0.498
0.0,0.0,5.7,5.7,0.488
0.0,0.0,5.8,5.8,0.488
0.0,0.0,5.9,5.9,0.49
0.0,0.0,6.0,6.0,0.506
0.0,0.0,6.1,6.1,0.498
0.0,0.0,6.2,6.2,0.51
0.0,0.0,6.3,6.3,0.492
0.0,0.0,6.4,6.4,0.54
0.0,0.0,6.5,6.5,0.504
0.0,0.0,6.6,6.6,0.496
0.0,0.0,6.7,6.7,0.544
0.0,0.0,6.8,6.8,0.53
0.0,0.0,6.9,6.9,0.47
0.0,0.0,7.0,7.0,0.484
0.0,0.0,7.1,7.1,0.54
0.0,0.0,7.2,7.2,0.496
0.0,0.0,7.3,7.3,0.476
0.0,0.0,7.4,7.4,0.488
0.0,0.0,7.5,7.5,0.55
0.0,0.0,7.6,7.6,0.502
0.0,0.0,7.7,7.7,0.476
0.0,0.0,7.8,7.8,0.51
0.0,0.0,7.9,7.9,0.522
0.0,0.0,8.0,8.0,0.514
0.0,0.0,8.1,8.1,0.528
