$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.876,,
0.0,0.0,0.1,0.1,0.868,,
0.0,0.0,0.2,0.2,0.842,,
0.0,0.0,0.3,0.3,0.844,,
0.0,0.0,0.4,0.4,0.822,,
0.0,0.0,0.5,0.5,0.828,,
0.0,0.0,0.6,0.6,0.834,,
0.0,0.0,0.7,0.7,0.816,,
0.0,0.0,0.8,0.8,0.81,,
0.0,0.0,0.9,0.9,0.792,,
0.0,0.0,1.0,1.0,0.796,,
0.0,0.0,1.1,1.1,0.766,,
0.0,0.0,1.2,1.2,0.772,,
0.0,0.0,1.3,1.3,0.682,,
0.0,0.0,1.4,1.4,0.722,,
0.0,0.0,1.5,1.5,0.676,,
0.0,0.0,1.6,1.6,0.65,,
0.0,0.0,1.7,1.7,0.624,,
0.0,0.0,1.8,1.8,0.548,,
0.0,0.0,1.9,1.9,0.544,,
0.0,0.0,2.0,2.0,0.494,,
0.0,0.0,2.1,2.1,0.464,,
0.0,0.0,2.2,2.2,0.456,,
0.0,0.0,2.3,2.3,0.446,,
0.0,0.0,2.4,2.4,0.368,,
0.0,0.0,2.5,2.5,0.386,,
0.0,0.0,2.6,2.6,0.366,,
0.0,0.0,2.7,2.7,0.366,,
0.0,0.0,2.8,2.8,0.34,,
0.0,0.0,2.9,2.9,0.346,,
0.0,0.0,3.0,3.0,0.296,,
0.0,0.0,3.1,3.1,0.268,,
0.0,0.0,3.2,3.2,0.264,,
0.0,0.0,3.3,3.3,0.252,,
0.0,0.0,3.4,3.4,0.24,,
0.0,0.0,3.5,3.5,0.23,,
0.0,0.0,3.6,3.6,0.244,,
0.0,0.0,3.7,3.7,0.248,,
0.0,0.0,3.8,3.8,0.222,,
0.0,0.0,3.9,3.9,0.224,,
0.0,0.0,4.0,4.0,0.208,,
0.0,0.0,4.1,4.1,0.202,,
0.0,0.0,4.2,4.2,0.208,,
0.0,0.0,4.3,4.3,0.194,,
0.0,0.0,4.4,4.4,0.196,,
0.0,0.0,4.5,4.5,0.178,,
0.0,0.0,4.6,4.6,0.216,,
0.0,0.0,4.7,4.7,0.212,,
0.0,0.0,4.8,4.8,0.208,,
0.0,0.0,4.9,4.9,0.174,,
0.0,0.0,5.0,5.0,0.192,,
0.0,0.0,5.1,5.1,0.17,,
0.0,0.0,5.2,5.2,0.212,,
0.0,0.0,5.3,5.3,0.168,,
0.0,0.0,5.4,5.4,0.208,,
0.0,0.0,5.5,5.5,0.204,,
0.0,0.0,5.6,5.6,0.208,,
0.0,0.0,5.7,5.7,0.19,,
0.0,0.0,5.8,5.8,0.186,,
0.0,0.0,5.9,5.9,0.158,,
0.0,0.0,6.0,6.0,0.204,,
0.0,0.0,6.1,6.1,0.23,,
0.0,0.0,6.2,6.2,0.212,,
0.0,0.0,6.3,6.3,0.196,,
0.0,0.0,6.4,6.4,0.194,,
