$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.788,,
0.0,0.0,0.1,0.1,0.824,,
0.0,0.0,0.2,0.2,0.782,,
0.0,0.0,0.3,0.3,0.78,,
0.0,0.0,0.4,0.4,0.812,,
0.0,0.0,0.5,0.5,0.788,,
0.0,0.0,0.6,0.6,0.762,,
0.0,0.0,0.7,0.7,0.754,,
0.0,0.0,0.8,0.8,0.688,,
0.0,0.0,0.9,0.9,0.686,,
0.0,0.0,1.0,1.0,0.676,,
0.0,0.0,1.1,1.1,0.592,,
0.0,0.0,1.2,1.2,0.614,,
0.0,0.0,1.3,1.3,0.596,,
0.0,0.0,1.4,1.4,0.546,,
0.0,0.0,1.5,1.5,0.5,,
0.0,0.0,1.6,1.6,0.494,,
0.0,0.0,1.7,1.7,0.454,,
0.0,0.0,1.8,1.8,0.414,,
0.0,0.0,1.9,1.9,0.362,,
0.0,0.0,2.0,2.0,0.322,,
0.0,0.0,2.1,2.1,0.302,,
0.0,0.0,2.2,2.2,0.292,,
0.0,0.0,2.3,2.3,0.27,,
0.0,0.0,2.4,2.4,0.25,,
0.0,0.0,2.5,2.5,0.224,,
0.0,0.0,2.6,2.6,0.196,,
0.0,0.0,2.7,2.7,0.21,,
0.0,0.0,2.8,2.8,0.202,,
0.0,0.0,2.9,2.9,0.202,,
0.0,0.0,3.0,3.0,0.15,,
0.0,0.0,3.1,3.1,0.142,,
0.0,0.0,3.2,3.2,0.176,,
0.0,0.0,3.3,3.3,0.172,,
0.0,0.0,3.4,3.4,0.168,,
0.0,0.0,3.5,3.5,0.15,,
0.0,0.0,3.6,3.6,0.136,,
0.0,0.0,3.7,3.7,0.148,,
0.0,0.0,3.8,3.8,0.144,,
0.0,0.0,3.9,3.9,0.116,,
0.0,0.0,4.0,4.0,0.146,,
0.0,0.0,4.1,4.1,0.134,,
0.0,0.0,4.2,4.2,0.148,,
0.0,0.0,4.3,4.3,0.136,,
0.0,0.0,4.4,4.4,0.128,,
0.0,0.0,4.5,4.5,0.116,,
0.0,0.0,4.6,4.6,0.132,,
0.0,0.0,4.7,4.7,0.122,,
0.0,0.0,4.8,4.8,0.12,,
0.0,0.0,4.9,4.9,0.112,,
0.0,0.0,5.0,5.0,0.122,,
0.0,0.0,5.1,5.1,0.128,,
0.0,0.0,5.2,5.2,0.136,,
0.0,0.0,5.3,5.3,0.094,,
0.0,0.0,5.4,5.4,0.108,,
0.0,0.0,5.5,5.5,0.116,,
0.0,0.0,5.6,5.6,0.12,,
0.0,0.0,5.7,5.7,0.13,,
0.0,0.0,5.8,5.8,0.132,,
0.0,0.0,5.9,5.9,0.128,,
0.0,0.0,6.0,6.0,0.114,,
0.0,0.0,6.1,6.1,0.11,,
0.0,0.0,6.2,6.2,0.106,,
0.0,0.0,6.3,6.3,0.114,,
0.0,0.0,6.4,6.4,0.124,,
0.0,0.0,6.5,6.5,0.112,,
0.0,0.0,6.6,6.6,0.108,,
0.0,0.0,6.7,6.7,0.114,,
0.0,0.0,6.8,6.8,0.112,,
0.0,0.0,6.9,6.9,0.116,,
0.0,0.0,7.0,7.0,0.122,,
0.0,0.0,7.1,7.1,0.136,,
0.0,0.0,7.2,7.2,0.136,,
0.0,0.0,7.3,7.3,0.122,,
0.0,0.0,7.4,7.4,0.126,,
0.0,0.0,7.5,7.5,0.118,,
0.0,0.0,7.6,7.6,0.124,,
0.0,0.0,7.7,7.7,0.122,,
0.0,0.0,7.8,7.8,0.112,,
0.0,0.0,7.9,7.9,0.142,,
0.0,0.0,8.0,8.0,0.122,,
0.0,0.0,8.1,8.1,0.108,,
0.0,0.0,8.2,8.2,0.12,,
0.0,0.0,8.3,8.3,0.12,,
0.0,0.0,8.4,8.4,0.12,,
0.0,0.0,8.5,8.5,0.148,,
0.0,0.0,8.6,8.6,0.122,,
0.0,0.0,8.7,8.7,0.128,,
0.0,0.0,8.8,8.8,0.128,,
0.0,0.0,8.9,8.9,0.112,,
0.0,0.0,9.0,9.0,0.126,,
