$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.868,,
0.0,0.0,0.1,0.1,0.888,,
0.0,0.0,0.2,0.2,0.868,,
0.0,0.0,0.3,0.3,0.848,,
0.0,0.0,0.4,0.4,0.84,,
0.0,0.0,0.5,0.5,0.854,,
0.0,0.0,0.6,0.6,0.81,,
0.0,0.0,0.7,0.7,0.798,,
0.0,0.0,0.8,0.8,0.766,,
0.0,0.0,0.9,0.9,0.732,,
0.0,0.0,1.0,1.0,0.676,,
0.0,0.0,1.1,1.1,0.59,,
0.0,0.0,1.2,1.2,0.59,,
0.0,0.0,1.3,1.3,0.558,,
0.0,0.0,1.4,1.4,0.5,,
0.0,0.0,1.5,1.5,0.484,,
0.0,0.0,1.6,1.6,0.38,,
0.0,0.0,1.7,1.7,0.35,,
0.0,0.0,1.8,1.8,0.264,,
0.0,0.0,1.9,1.9,0.264,,
0.0,0.0,2.0,2.0,0.236,,
0.0,0.0,2.1,2.1,0.226,,
0.0,0.0,2.2,2.2,0.136,,
0.0,0.0,2.3,2.3,0.15,,
0.0,0.0,2.4,2.4,0.12,,
0.0,0.0,2.5,2.5,0.114,,
0.0,0.0,2.6,2.6,0.076,,
0.0,0.0,2.7,2.7,0.104,,
0.0,0.0,2.8,2.8,0.064,,
0.0,0.0,2.9,2.9,0.082,,
0.0,0.0,3.0,3.0,0.074,,
0.0,0.0,3.1,3.1,0.056,,
0.0,0.0,3.2,3.2,0.064,,
0.0,0.0,3.3,3.3,0.038,,
0.0,0.0,3.4,3.4,0.04,,
0.0,0.0,3.5,3.5,0.05,,
0.0,0.0,3.6,3.6,0.038,,
0.0,0.0,3.7,3.7,0.046,,
0.0,0.0,3.8,3.8,0.038,,
0.0,0.0,3.9,3.9,0.032,,
0.0,0.0,4.0,4.0,0.044,,
0.0,0.0,4.1,4.1,0.05,,
