$\mu_{m}$,n,z,dx,dy,Slope of bestfit,HARS
10,2,0.0,3.0,0.6,0.18149928029613716,0.9557374299343828
10,5,0.0,3.0,0.8999999999999999,0.7523767252391426,0.4205299290006832
10,10,0.0,3.0,1.5,0.7369190293684481,0.9589256537167992
10,20,0.0,3.0,3.0,0.9921080564890615,0.7258691153128517
50,2,0.0,12.0,0.6,0.8907126663219213,0.02261019453670765
50,5,0.0,12.0,0.8999999999999999,0.9740353072355403,0.36258098152012597
50,10,0.0,12.0,1.5,0.42245643503925756,0.9584108062826654
50,20,0.0,12.0,3.0,0.7930564936532851,0.38078795798251
