n,$D_{m}$,$\mu_{m_{1}}$,$\mu_{m_{2}}$,$\sigma_{m_{1}}$,$\sigma_{m_{2}}$,$D_{x}$,$\mu_{x_{1}}$,$\mu_{x_{2}}$,$\sigma_{x_{1}}$,$\sigma_{x_{2}}$,$D_{h}$,$\mu_{h_{1}}$,$\mu_{h_{2}}$,$\sigma_{h_{1}}$,$\sigma_{h_{2}}$,$\delta_{\mu_{h}}$
5,G,50,50,0,0,G,7.0,7.0,1.0,1.0,G,,,1.0,1.0,0
