$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
2.7,2,7.276,3,6.564,32408
2.7,4,8.344,4,8.344,39933
2.7,0,9.56,3,6.745,33652
2.7,2,7.809,3,6.542,74092
2.7,0,7.989,0,7.989,35338
2.7,2,7.61,0,5.942,49824
2.7,1,9.29,4,9.151,60180
2.7,0,8.397,0,8.397,30380
2.7,4,9.019,0,6.162,43038
2.7,3,6.541,2,5.77,21376
2.7,2,9.339,2,9.339,36919
2.7,2,7.513,2,7.513,49744
2.7,0,9.565,1,8.202,48539
2.7,2,7.903,4,6.952,26542
2.7,2,8.396,1,7.582,39263
2.7,1,7.725,4,7.163,60213
2.7,0,8.972,1,6.83,67631
2.7,0,8.376,0,8.376,59363
2.7,3,7.61,3,7.61,104235
2.7,3,7.816,3,7.816,32939
2.7,2,8.942,4,7.201,25246
2.7,1,7.936,3,7.025,15506
2.7,2,8.587,2,8.587,45781
2.7,4,7.506,1,7.299,35041
2.7,4,8.771,4,8.771,41623
2.7,2,8.722,1,7.604,32289
2.7,4,7.155,2,6.435,39420
2.7,0,7.635,0,7.635,123555
2.7,2,9.63,4,6.197,61731
2.7,4,7.689,1,6.971,42976
2.7,1,7.549,4,7.399,30015
2.7,3,8.656,3,8.656,17784
2.7,4,9.532,1,7.725,30141
2.7,4,9.035,4,9.035,78020
2.7,3,8.412,4,7.627,86468
2.7,4,9.783,0,6.275,25720
2.7,3,7.884,1,7.203,46779
2.7,3,8.748,4,6.666,48053
2.7,3,7.788,0,6.924,60842
2.7,0,7.817,4,7.792,43485
2.7,3,9.007,4,6.835,25336
2.7,2,7.346,3,5.044,74703
2.7,2,8.465,2,8.465,66876
2.7,1,7.819,4,7.517,140002
2.7,2,7.622,4,4.226,20000
2.7,3,8.006,4,7.507,24008
2.7,4,8.529,3,7.214,153423
2.7,0,8.828,2,6.287,41836
2.7,4,9.064,2,5.592,23326
2.7,4,7.686,3,6.662,79166
2.7,2,8.445,3,5.588,20162
2.7,3,7.391,3,7.391,24231
2.7,4,7.836,0,7.384,56606
2.7,1,7.423,2,7.01,68439
2.7,4,9.242,3,8.394,39948
2.7,4,7.72,4,7.72,42846
2.7,0,7.494,3,7.2,100087
2.7,1,7.511,3,4.756,26524
2.7,4,7.321,4,7.321,32514
2.7,3,9.627,3,9.627,62721
2.7,2,6.908,3,6.148,24114
2.7,4,9.584,1,6.643,33520
2.7,2,9.626,3,7.099,70172
2.7,4,8.28,4,8.28,35596
2.7,1,9.637,1,9.637,58751
2.7,3,6.924,0,6.848,77075
2.7,2,7.922,2,7.922,44232
2.7,1,8.54,4,6.229,18933
2.7,1,8.481,3,5.683,17930
2.7,1,7.937,0,6.948,53587
2.7,0,7.571,4,7.306,100003
2.7,0,7.684,0,7.684,21122
2.7,0,8.158,1,7.465,64021
2.7,3,7.411,4,7.185,45019
2.7,0,8.29,1,7.928,38129
2.7,0,8.216,3,7.628,82906
2.7,1,9.818,4,7.279,47232
2.7,2,7.67,2,7.67,37881
2.7,0,8.737,2,6.744,18917
2.7,3,8.105,2,5.317,174247
2.7,4,7.067,0,5.248,41128
2.7,0,8.107,1,6.501,47034
2.7,4,7.746,0,5.971,34687
2.7,1,7.453,0,7.426,45365
2.7,3,7.232,4,5.875,34285
2.7,1,8.661,2,5.738,64406
2.7,4,8.359,4,8.359,65897
2.7,2,10.299,4,5.049,79854
2.7,3,8.906,3,8.906,11986
2.7,4,7.58,4,7.58,19213
2.7,3,8.206,2,8.009,27112
2.7,0,8.553,1,8.212,45239
2.7,0,9.021,0,9.021,37775
2.7,0,8.85,0,8.85,56849
2.7,3,7.899,2,4.904,44977
2.7,3,7.511,0,7.101,59144
2.7,3,9.818,3,9.818,69176
2.7,4,8.998,1,7.67,16447
2.7,1,8.129,0,5.24,18725
2.7,3,8.339,4,6.287,66181
