$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
1.5000000000000002,8,8.38,9,7.501,449641
1.5000000000000002,9,8.385,2,7.434,246024
1.5000000000000002,0,7.988,9,7.734,278487
1.5000000000000002,7,8.287,1,7.753,697733
1.5000000000000002,8,8.559,1,8.114,141327
1.5000000000000002,3,9.573,3,9.573,95499
1.5000000000000002,9,9.101,6,6.674,337249
1.5000000000000002,7,10.014,6,6.18,133300
1.5000000000000002,2,9.777,5,6.205,439136
1.5000000000000002,5,8.859,6,6.679,299640
1.5000000000000002,2,9.599,3,7.684,504221
1.5000000000000002,9,9.762,0,8.629,396873
1.5000000000000002,4,10.161,7,7.406,90373
1.5000000000000002,8,8.954,8,8.954,341892
1.5000000000000002,1,8.89,7,3.883,238217
1.5000000000000002,9,9.181,5,6.235,813069
1.5000000000000002,6,9.192,7,7.724,276596
1.5000000000000002,7,9.385,2,7.025,113323
1.5000000000000002,2,9.996,6,6.166,99045
1.5000000000000002,3,8.083,7,5.261,230628
1.5000000000000002,7,9.263,8,6.543,522909
1.5000000000000002,2,8.862,7,6.156,203677
1.5000000000000002,5,8.219,8,6.788,276455
1.5000000000000002,3,8.537,4,7.241,161110
1.5000000000000002,4,10.267,3,6.01,280499
1.5000000000000002,9,8.181,1,6.15,113686
1.5000000000000002,2,9.95,4,6.868,162974
1.5000000000000002,3,9.266,1,6.098,304379
1.5000000000000002,4,8.243,2,5.753,133398
1.5000000000000002,6,9.034,8,7.643,65958
1.5000000000000002,2,8.679,0,8.064,214832
1.5000000000000002,0,8.402,5,4.746,324840
1.5000000000000002,0,8.021,6,5.635,202318
1.5000000000000002,1,8.471,8,6.354,144069
1.5000000000000002,3,9.686,8,5.272,123611
1.5000000000000002,5,8.979,9,4.607,340839
1.5000000000000002,6,8.705,7,8.108,144997
1.5000000000000002,2,9.739,1,8.639,250977
1.5000000000000002,4,8.984,9,8.247,171111
1.5000000000000002,6,8.545,0,7.373,300536
1.5000000000000002,7,8.937,3,8.473,174108
1.5000000000000002,3,9.655,3,9.655,123265
1.5000000000000002,6,8.292,9,5.238,106484
1.5000000000000002,5,8.489,3,7.542,1229659
1.5000000000000002,3,8.76,8,5.422,62927
1.5000000000000002,5,7.772,9,6.993,143778
1.5000000000000002,7,8.072,7,8.072,148305
1.5000000000000002,8,9.568,8,9.568,150778
1.5000000000000002,9,9.315,7,7.379,219084
1.5000000000000002,5,9.108,5,9.108,230400
1.5000000000000002,8,9.404,1,6.974,139606
1.5000000000000002,3,8.313,2,5.558,253207
1.5000000000000002,5,8.201,9,6.93,97028
1.5000000000000002,5,8.191,8,7.87,150609
1.5000000000000002,5,9.658,2,6.537,126462
1.5000000000000002,0,8.597,2,5.619,161410
1.5000000000000002,2,8.419,4,4.949,241606
1.5000000000000002,5,8.095,9,6.165,80956
1.5000000000000002,8,8.2,9,5.99,363622
1.5000000000000002,8,8.108,7,6.846,308882
1.5000000000000002,9,7.663,3,6.609,179950
1.5000000000000002,8,8.235,8,8.235,251178
1.5000000000000002,7,8.172,3,6.67,206078
1.5000000000000002,3,8.477,8,7.362,98177
1.5000000000000002,1,8.844,1,8.844,131201
1.5000000000000002,8,8.462,0,7.299,151913
1.5000000000000002,4,9.446,3,7.667,235532
1.5000000000000002,9,9.527,4,8.489,126148
1.5000000000000002,0,8.204,6,7.685,134321
1.5000000000000002,6,9.046,0,7.535,262991
1.5000000000000002,0,8.461,6,7.102,114608
1.5000000000000002,8,9.492,0,6.831,183637
1.5000000000000002,2,7.704,6,5.674,202095
1.5000000000000002,9,7.174,1,5.229,145910
1.5000000000000002,9,10.096,3,7.143,319905
1.5000000000000002,7,8.413,9,6.345,252793
1.5000000000000002,2,8.806,7,7.551,250049
1.5000000000000002,5,8.289,4,6.487,239988
1.5000000000000002,6,8.392,8,6.793,378552
1.5000000000000002,2,9.473,8,7.034,149384
1.5000000000000002,0,8.74,1,4.991,362895
1.5000000000000002,6,8.25,8,3.858,93745
1.5000000000000002,0,10.639,3,6.659,284106
1.5000000000000002,0,8.139,3,6.897,375114
1.5000000000000002,5,8.671,3,5.421,855021
1.5000000000000002,5,8.974,2,7.245,122755
1.5000000000000002,6,9.194,9,7.681,157564
1.5000000000000002,9,8.412,6,5.983,199940
1.5000000000000002,9,8.805,2,7.808,158494
1.5000000000000002,9,8.998,6,6.325,202629
1.5000000000000002,7,8.659,2,7.928,181227
1.5000000000000002,4,8.85,9,8.761,275798
1.5000000000000002,8,8.327,4,5.04,83357
1.5000000000000002,3,9.115,3,9.115,139017
1.5000000000000002,8,9.573,7,7.77,269622
1.5000000000000002,4,8.64,6,6.631,49976
1.5000000000000002,2,8.351,7,5.556,86003
1.5000000000000002,9,9.456,1,6.587,127463
1.5000000000000002,5,8.702,1,8.338,81850
1.5000000000000002,3,9.494,0,6.437,135300
