$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
10.3,4,,,,0
10.3,0,,,,0
10.3,1,9.547,3,9.227,28589
10.3,2,,,,0
10.3,0,,,,0
10.3,2,7.998,2,7.998,802
10.3,4,,,,0
10.3,3,8.183,1,8.171,944
10.3,0,,,,0
10.3,4,8.398,4,8.398,39849
10.3,4,8.454,4,8.454,6795
10.3,1,8.878,1,8.878,967
10.3,3,8.775,3,8.775,14666
10.3,2,8.936,2,8.936,6872
10.3,3,9.076,3,9.076,72819
10.3,1,9.783,1,9.783,2809
10.3,1,8.635,1,8.635,57055
10.3,0,,,,0
10.3,4,8.463,4,8.463,13386
10.3,4,,,,0
10.3,4,7.98,4,7.98,134680
10.3,2,8.91,2,8.91,1366
10.3,2,9.28,2,9.28,25223
10.3,2,8.196,3,7.677,881
10.3,2,,,,0
10.3,4,7.334,4,7.334,1069
10.3,1,,,,0
10.3,0,8.161,0,8.161,917
10.3,0,7.788,0,7.788,832
10.3,0,8.489,0,8.489,1318
10.3,3,,,,0
10.3,4,,,,0
10.3,3,7.746,3,7.746,1072
10.3,3,8.977,1,8.645,57952
10.3,4,,,,0
10.3,4,8.166,4,8.166,1166
10.3,0,8.012,0,8.012,975
10.3,0,,,,0
10.3,2,7.93,0,7.778,1661
10.3,0,7.969,0,7.969,1135
10.3,4,8.253,4,8.253,50030
10.3,0,8.73,0,8.73,7614
10.3,4,8.474,2,8.22,93288
10.3,0,8.453,3,7.225,52364
10.3,3,8.332,4,7.391,1047
10.3,4,8.911,4,8.911,957
10.3,4,10.104,4,10.104,1450
10.3,3,8.83,3,8.83,980
10.3,0,7.967,2,7.505,36969
10.3,4,9.961,4,9.961,1004
10.3,2,8.12,2,8.12,918
10.3,4,,,,0
10.3,1,,,,0
10.3,3,9.195,3,9.195,22826
10.3,3,,,,0
10.3,2,8.427,2,8.427,973
10.3,0,8.32,0,8.32,2531
10.3,2,9.67,2,9.67,33359
10.3,0,8.719,1,8.517,8115
10.3,4,8.724,4,8.724,1048
10.3,0,9.553,3,8.11,16361
10.3,2,9.469,2,9.469,23950
10.3,2,7.794,0,6.783,1107
10.3,3,,,,0
10.3,2,8.562,1,6.515,64037
10.3,4,8.841,4,8.841,1152
10.3,2,9.508,2,9.508,1012
10.3,0,8.063,1,7.499,1967
10.3,3,9.502,4,8.112,39291
10.3,3,9.842,3,9.842,1322
10.3,2,8.682,2,8.682,19665
10.3,2,,,,0
10.3,1,9.335,1,9.335,1075
10.3,0,,,,0
10.3,1,8.625,0,8.093,1428
10.3,4,9.519,1,7.308,28586
10.3,2,8.804,2,8.804,1186
10.3,4,8.826,4,8.826,16805
10.3,0,9.474,0,9.474,1133
10.3,3,7.494,3,7.494,1129
10.3,0,8.382,0,8.382,1012
10.3,2,8.249,2,8.249,36497
10.3,1,8.188,1,8.188,1063
10.3,3,8.255,3,8.255,1123
10.3,3,9.607,3,9.607,11052
10.3,3,,,,0
10.3,2,9.732,2,9.732,13616
10.3,1,9.016,1,9.016,13218
10.3,2,9.406,2,9.406,1146
10.3,2,,,,0
10.3,0,8.77,0,8.77,28988
10.3,3,,,,0
10.3,4,7.871,3,7.839,1009
10.3,2,7.992,2,7.992,1193
10.3,2,8.372,4,7.984,14087
10.3,1,8.79,1,8.79,1089
10.3,1,8.876,1,8.876,7146
10.3,4,7.866,2,7.689,853
10.3,2,7.69,2,7.69,13336
10.3,3,8.307,3,8.307,1236
