$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
8.1,2,7.944,0,7.713,8239
8.1,1,8.062,1,8.062,1332
8.1,0,9.133,0,9.133,32118
8.1,1,6.635,1,6.635,1238
8.1,1,7.392,1,7.392,693
8.1,0,7.081,0,7.081,6526
8.1,2,8.547,2,8.547,1737
8.1,2,6.939,2,6.939,18005
8.1,0,8.321,0,8.321,15101
8.1,2,7.976,0,6.561,10672
8.1,0,8.67,0,8.67,10769
8.1,1,7.619,1,7.619,21750
8.1,0,8.549,0,8.549,590
8.1,1,7.28,2,7.146,7664
8.1,1,7.739,1,7.739,7990
8.1,1,7.654,0,7.336,8593
8.1,0,9.235,0,9.235,5543
8.1,2,7.194,0,6.632,12038
8.1,1,7.844,0,7.326,6393
8.1,1,8.582,1,8.582,2242
8.1,1,7.265,2,7.256,10820
8.1,0,8.272,0,8.272,7931
8.1,1,7.27,1,7.27,537
8.1,2,7.701,2,7.701,7593
8.1,0,7.398,0,7.398,1631
8.1,0,8.537,0,8.537,5841
8.1,1,6.647,0,6.6,4940
8.1,1,8.266,1,8.266,3219
8.1,1,6.856,1,6.856,17266
8.1,2,7.721,2,7.721,2145
8.1,0,8.666,0,8.666,457
8.1,0,7.034,1,6.079,21509
8.1,2,8.728,2,8.728,25753
8.1,0,7.396,0,7.396,4460
8.1,1,8.222,0,7.04,9580
8.1,2,7.249,1,6.355,8838
8.1,0,7.949,2,7.596,8072
8.1,1,9.109,2,8.358,7726
8.1,2,7.536,0,6.524,24192
8.1,0,8.844,0,8.844,8192
8.1,0,7.684,1,6.681,15939
8.1,0,8.093,0,8.093,3156
8.1,1,8.33,1,8.33,4409
8.1,1,8.494,2,7.423,46876
8.1,2,7.275,2,7.275,525
8.1,1,9.165,1,9.165,6403
8.1,1,8.956,1,8.956,15477
8.1,1,7.097,2,7.095,23597
8.1,2,6.16,1,6.111,537
8.1,0,7.56,2,7.089,20508
8.1,1,7.718,1,7.718,5294
8.1,0,7.815,0,7.815,2736
8.1,1,9.613,1,9.613,1848
8.1,0,9.872,0,9.872,10336
8.1,2,8.286,1,8.017,7138
8.1,1,8.188,1,8.188,890
8.1,2,6.18,2,6.18,9573
8.1,1,6.59,1,6.59,668
8.1,2,7.219,2,7.219,9208
8.1,0,7.653,0,7.653,5394
8.1,0,7.252,0,7.252,561
8.1,0,7.094,0,7.094,710
8.1,1,8.223,1,8.223,15179
8.1,0,8.09,2,7.106,16295
8.1,2,7.704,2,7.704,7733
8.1,2,8.81,0,8.033,6683
8.1,0,7.54,0,7.54,13738
8.1,1,7.415,0,6.468,34972
8.1,0,8.73,0,8.73,16875
8.1,1,7.695,0,7.34,19763
8.1,1,8.588,0,6.504,21731
8.1,2,7.52,0,7.369,25880
8.1,2,6.969,1,6.57,4469
8.1,1,8.23,1,8.23,34981
8.1,0,8.108,0,8.108,15704
8.1,0,7.241,0,7.241,5620
8.1,2,6.782,0,5.821,31306
8.1,2,8.203,2,8.203,4268
8.1,2,8.402,2,8.402,15760
8.1,0,8.402,2,7.04,4289
8.1,1,8.788,0,7.202,5494
8.1,2,7.993,2,7.993,6012
8.1,0,8.435,0,8.435,20354
8.1,0,7.673,2,7.323,12836
8.1,2,9.233,0,8.252,14066
8.1,2,7.121,0,6.51,13325
8.1,1,7.808,0,7.558,6055
8.1,0,8.844,0,8.844,18164
8.1,1,7.939,1,7.939,3985
8.1,1,7.847,0,7.752,5482
8.1,2,6.871,1,6.554,31965
8.1,0,7.789,0,7.789,10523
8.1,2,7.478,2,7.478,52902
8.1,2,10.59,1,8.22,7810
8.1,1,8.918,1,8.918,7261
8.1,1,7.994,2,7.194,20250
8.1,2,7.691,2,7.691,944
8.1,2,8.247,1,7.572,30616
8.1,1,8.406,0,6.886,14568
8.1,1,,,,0
