$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.962,0.0886763162869515,"[[0.    0.018 0.    0.016 0.    0.008]
 [0.016 0.    0.018 0.    0.008 0.   ]]"
0.0,0.0,0.1,0.1,0.968,0.07749576369980216,"[[0.    0.02  0.    0.006 0.    0.012]
 [0.006 0.    0.02  0.    0.012 0.   ]]"
0.0,0.0,0.2,0.2,0.958,0.08049202870721364,"[[0.    0.018 0.    0.02  0.    0.004]
 [0.02  0.    0.018 0.    0.004 0.   ]]"
0.0,0.0,0.3,0.3,0.944,0.1063111169067104,"[[0.    0.026 0.    0.026 0.    0.008]
 [0.026 0.    0.026 0.    0.008 0.   ]]"
0.0,0.0,0.4,0.4,0.938,0.10600813331213704,"[[0.    0.028 0.    0.03  0.    0.006]
 [0.03  0.    0.028 0.    0.006 0.   ]]"
0.0,0.0,0.5,0.5,0.96,0.08204577963894799,"[[0.    0.016 0.    0.02  0.    0.006]
 [0.02  0.    0.016 0.    0.006 0.   ]]"
0.0,0.0,0.6,0.6,0.96,0.1026336539192832,"[[0.    0.012 0.    0.02  0.    0.022]
 [0.02  0.    0.012 0.    0.022 0.   ]]"
0.0,0.0,0.7,0.7,0.97,0.09415830425932052,"[[0.    0.004 0.    0.02  0.    0.016]
 [0.02  0.    0.004 0.    0.016 0.   ]]"
0.0,0.0,0.8,0.8,0.956,0.12268803192728867,"[[0.    0.022 0.    0.016 0.    0.022]
 [0.016 0.    0.022 0.    0.022 0.   ]]"
0.0,0.0,0.9,0.9,0.966,0.09065189570911866,"[[0.    0.01  0.    0.014 0.    0.016]
 [0.014 0.    0.01  0.    0.016 0.   ]]"
0.0,0.0,1.0,1.0,0.952,0.10126838947362479,"[[0.    0.02  0.    0.012 0.    0.028]
 [0.012 0.    0.02  0.    0.028 0.   ]]"
0.0,0.0,1.1,1.1,0.966,0.09496228866831463,"[[0.    0.008 0.    0.022 0.    0.018]
 [0.022 0.    0.008 0.    0.018 0.   ]]"
0.0,0.0,1.2,1.2,0.924,0.13722040248839518,"[[0.    0.032 0.    0.036 0.    0.034]
 [0.036 0.    0.032 0.    0.034 0.   ]]"
0.0,0.0,1.3,1.3,0.944,0.12929279591771142,"[[0.    0.018 0.    0.024 0.    0.034]
 [0.024 0.    0.018 0.    0.034 0.   ]]"
0.0,0.0,1.4,1.4,0.92,0.1356560618443736,"[[0.    0.034 0.    0.022 0.    0.05 ]
 [0.022 0.    0.034 0.    0.05  0.   ]]"
0.0,0.0,1.5,1.5,0.932,0.15500607465137128,"[[0.    0.024 0.    0.016 0.    0.062]
 [0.016 0.    0.024 0.    0.062 0.   ]]"
0.0,0.0,1.6,1.6,0.932,0.18471856411414136,"[[0.    0.016 0.    0.012 0.    0.078]
 [0.012 0.    0.016 0.    0.078 0.   ]]"
0.0,0.0,1.7,1.7,0.902,0.2095755316346336,"[[0.    0.026 0.    0.026 0.    0.102]
 [0.026 0.    0.026 0.    0.102 0.   ]]"
0.0,0.0,1.8,1.8,0.908,0.19303071633881044,"[[0.    0.01  0.    0.026 0.    0.104]
 [0.026 0.    0.01  0.    0.104 0.   ]]"
0.0,0.0,1.9,1.9,0.902,0.22345644044554833,"[[0.    0.028 0.    0.022 0.    0.124]
 [0.022 0.    0.028 0.    0.124 0.   ]]"
0.0,0.0,2.0,2.0,0.878,0.23867663339671322,"[[0.    0.016 0.    0.034 0.    0.14 ]
 [0.034 0.    0.016 0.    0.14  0.   ]]"
0.0,0.0,2.1,2.1,0.848,0.2840545190305856,"[[0.    0.024 0.    0.032 0.    0.18 ]
 [0.032 0.    0.024 0.    0.18  0.   ]]"
0.0,0.0,2.2,2.2,0.848,0.3102235250830663,"[[0.    0.034 0.    0.032 0.    0.202]
 [0.032 0.    0.034 0.    0.202 0.   ]]"
0.0,0.0,2.3,2.3,0.848,0.33806584293710823,"[[0.    0.018 0.    0.024 0.    0.222]
 [0.024 0.    0.018 0.    0.222 0.   ]]"
0.0,0.0,2.4,2.4,0.834,0.3492663601100079,"[[0.    0.026 0.    0.012 0.    0.244]
 [0.012 0.    0.026 0.    0.244 0.   ]]"
0.0,0.0,2.5,2.5,0.85,0.3670128890879265,"[[0.    0.014 0.    0.014 0.    0.278]
 [0.014 0.    0.014 0.    0.278 0.   ]]"
0.0,0.0,2.6,2.6,0.8,0.42978628602409336,"[[0.    0.024 0.    0.02  0.    0.316]
 [0.02  0.    0.024 0.    0.316 0.   ]]"
0.0,0.0,2.7,2.7,0.804,0.4384235800619389,"[[0.    0.02  0.    0.018 0.    0.338]
 [0.018 0.    0.02  0.    0.338 0.   ]]"
0.0,0.0,2.8,2.8,0.762,0.4596475109763682,"[[0.    0.018 0.    0.022 0.    0.374]
 [0.022 0.    0.018 0.    0.374 0.   ]]"
0.0,0.0,2.9,2.9,0.728,0.536969472348372,"[[0.    0.012 0.    0.02  0.    0.45 ]
 [0.02  0.    0.012 0.    0.45  0.   ]]"
0.0,0.0,3.0,3.0,0.738,0.5892919494651854,"[[0.    0.016 0.    0.022 0.    0.51 ]
 [0.022 0.    0.016 0.    0.51  0.   ]]"
0.0,0.0,3.1,3.1,0.73,0.5837052247574301,"[[0.    0.014 0.    0.012 0.    0.494]
 [0.012 0.    0.014 0.    0.494 0.   ]]"
0.0,0.0,3.2,3.2,0.692,0.6266326924783967,"[[0.    0.008 0.    0.008 0.    0.556]
 [0.008 0.    0.008 0.    0.556 0.   ]]"
0.0,0.0,3.3,3.3,0.656,0.6983630276098245,"[[0.    0.01  0.    0.01  0.    0.622]
 [0.01  0.    0.01  0.    0.622 0.   ]]"
0.0,0.0,3.4,3.4,0.69,0.7023532824574658,"[[0.    0.006 0.    0.01  0.    0.642]
 [0.01  0.    0.006 0.    0.642 0.   ]]"
0.0,0.0,3.5,3.5,0.65,0.7421997061945392,"[[0.    0.008 0.    0.02  0.    0.678]
 [0.02  0.    0.008 0.    0.678 0.   ]]"
0.0,0.0,3.6,3.6,0.6,0.7817303650021993,"[[0.    0.01  0.    0.012 0.    0.726]
 [0.012 0.    0.01  0.    0.726 0.   ]]"
0.0,0.0,3.7,3.7,0.624,0.8269275059768574,"[[0.    0.016 0.    0.002 0.    0.776]
 [0.002 0.    0.016 0.    0.776 0.   ]]"
0.0,0.0,3.8,3.8,0.592,0.8204826630593075,"[[0.    0.008 0.    0.    0.    0.774]
 [0.    0.    0.008 0.    0.774 0.   ]]"
0.0,0.0,3.9,3.9,0.624,0.8362641713264977,"[[0.    0.002 0.    0.004 0.    0.794]
 [0.004 0.    0.002 0.    0.794 0.   ]]"
0.0,0.0,4.0,4.0,0.568,0.8876059782954315,"[[0.    0.002 0.    0.    0.    0.856]
 [0.    0.    0.002 0.    0.856 0.   ]]"
0.0,0.0,4.1,4.1,0.546,0.9074144991772056,"[[0.    0.006 0.    0.002 0.    0.88 ]
 [0.002 0.    0.006 0.    0.88  0.   ]]"
0.0,0.0,4.2,4.2,0.524,0.9248614444151181,"[[0.    0.002 0.    0.008 0.    0.904]
 [0.008 0.    0.002 0.    0.904 0.   ]]"
0.0,0.0,4.3,4.3,0.564,0.9356555138765581,"[[0.    0.    0.    0.    0.    0.918]
 [0.    0.    0.    0.    0.918 0.   ]]"
0.0,0.0,4.4,4.4,0.54,0.930168672409684,"[[0.   0.   0.   0.   0.   0.91]
 [0.   0.   0.   0.   0.91 0.  ]]"
0.0,0.0,4.5,4.5,0.508,0.9524207447013293,"[[0.    0.    0.    0.004 0.    0.936]
 [0.004 0.    0.    0.    0.936 0.   ]]"
0.0,0.0,4.6,4.6,0.506,0.9735469895927507,"[[0.    0.    0.    0.    0.    0.964]
 [0.    0.    0.    0.    0.964 0.   ]]"
0.0,0.0,4.7,4.7,0.528,0.9627903094862382,"[[0.    0.    0.    0.    0.    0.952]
 [0.    0.    0.    0.    0.952 0.   ]]"
0.0,0.0,4.8,4.8,0.542,0.9717964823549031,"[[0.   0.   0.   0.   0.   0.96]
 [0.   0.   0.   0.   0.96 0.  ]]"
0.0,0.0,4.9,4.9,0.526,0.9851187916181138,"[[0.   0.   0.   0.   0.   0.98]
 [0.   0.   0.   0.   0.98 0.  ]]"
0.0,0.0,5.0,5.0,0.506,0.9817512753130285,"[[0.    0.    0.    0.    0.    0.976]
 [0.    0.    0.    0.    0.976 0.   ]]"
0.0,0.0,5.1,5.1,0.524,0.9746795578460431,"[[0.    0.    0.    0.    0.    0.966]
 [0.    0.    0.    0.    0.966 0.   ]]"
0.0,0.0,5.2,5.2,0.512,0.9914714131996584,"[[0.    0.    0.    0.    0.    0.988]
 [0.    0.    0.    0.    0.988 0.   ]]"
0.0,0.0,5.3,5.3,0.502,0.9945287809762312,"[[0.    0.    0.    0.    0.    0.992]
 [0.    0.    0.    0.    0.992 0.   ]]"
0.0,0.0,5.4,5.4,0.504,0.99114965493497,"[[0.    0.    0.    0.    0.    0.986]
 [0.    0.    0.    0.    0.986 0.   ]]"
0.0,0.0,5.5,5.5,0.492,0.9940584896197282,"[[0.    0.    0.    0.    0.    0.992]
 [0.    0.    0.    0.    0.992 0.   ]]"
0.0,0.0,5.6,5.6,0.54,0.9986321952440578,"[[0.    0.    0.    0.    0.    0.998]
 [0.    0.    0.    0.    0.998 0.   ]]"
0.0,0.0,5.7,5.7,0.494,0.9969426322234272,"[[0.    0.    0.    0.    0.    0.996]
 [0.    0.    0.    0.    0.996 0.   ]]"
0.0,0.0,5.8,5.8,0.518,0.9972643904881157,"[[0.    0.    0.    0.    0.    0.996]
 [0.    0.    0.    0.    0.996 0.   ]]"
