n,$\mu_{m_1}$,$\sigma_{m_1}$,$\mu_{h_{pred}}$,$\sigma_{h_{pred}}$,$\mu_{h_1}$,$\sigma_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,no:yes
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,0,9.964,0,9.964,9737,1.2219959266802445
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,0,7.842,1,7.31,15757,1.9263594245306024
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,7.56,2,6.977,5028,3.443169196593854
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,0,8.35,2,7.392,23379,0.7909267273541262
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,0,7.976,0,7.976,490,2.4278777492145105
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,8.246,1,8.246,468,2.6355649803089976
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,2,7.66,1,7.067,9532,2.6355649803089976
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,9.645,0,7.2,5815,1.2639124693454065
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,2,7.251,2,7.251,455,6.0552616108171655
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,6.552,1,6.552,415,28.92768079800499
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,0,8.761,0,8.761,5694,0.8460236886632825
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,1,7.216,3,7.039,10476,2.7491408934707904
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,0,8.736,0,8.736,3888,0.4457294301891338
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,2,8.261,0,7.608,8392,0.714183688044565
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,0,8.692,0,8.692,5686,2.8700419219606577
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,1,8.493,3,8.118,5363,0.5189216554866473
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,0,9.586,0,9.586,4138,0.7909267273541262
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,2,6.639,2,6.639,411,58.70646766169155
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,0,8.221,2,7.963,5126,1.3074408767544703
4,30,0,7.8384999999982785,0.6954719188552911,7.484408333333332,0.7061680293274806,0,10.204,3,7.174,7962,0.7909267273541262
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,0,10.191,1,7.964,5301,0.4117162686742736
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,0,8.021,4,7.666,20606,0.9046183145532456
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,3,9.439,3,9.439,10040,1.0687812446129978
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,0,7.869,0,7.869,7010,1.8567007855272555
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,3,8.469,3,8.469,5341,1.1816033448463916
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,0,9.525,4,9.353,17450,0.714183688044565
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,0,8.073,0,8.073,10194,1.4486839420526423
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,2,8.396,4,8.372,9031,0.3332963004110654
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,4,8.666,1,7.483,19407,1.142653097661132
5,24,0,8.021899999997851,0.7082640405723547,7.465241666666669,0.6899519895102347,0,7.494,3,7.257,3106,2.7491408934707904
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,2,8.516,1,7.664,9278,0.18810018810018808
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,2,8.245,2,8.245,7369,1.7902813299232738
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,1,8.011,1,8.011,33639,1.3997200559888023
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,4,8.978,1,8.56,5632,0.9670545812161941
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,0,8.888,0,8.888,4769,1.9263594245306024
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,0,7.775,4,6.933,6169,3.136849362288866
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,4,8.447,4,8.447,823,2.528668038812114
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,3,8.617,2,7.285,7786,2.6355649803089976
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,2,8.662,4,8.183,11738,0.34827547466576786
5,24,0,8.021899999997851,0.7082640405723547,7.448575000000001,0.6753246920599613,0,9.595,1,7.611,9292,0.714183688044565
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,1,9.979,1,9.979,6582,0.4285204142364004
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,1,8.397,3,6.92,7687,3.798480607756897
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,0,10.373,4,8.245,9570,1.3997200559888023
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,1,9.358,1,9.358,9858,1.499687565090606
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,0,8.636,5,8.348,6102,1.1050692860901596
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,1,8.094,0,7.034,5491,3.798480607756897
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,5,8.83,5,8.83,5271,2.7491408934707904
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,5,9.092,5,9.092,4137,3.2845412352731165
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,5,9.073,1,6.877,6867,1.3997200559888023
6,20,0,8.15979999999753,0.7187159650506411,7.432741666666667,0.6651868442363372,3,8.87,5,6.689,4668,0.9998333611064822
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,5,8.78,0,7.832,19432,1.6662963785825373
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,4,8.563,4,8.563,11245,1.142653097661132
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,3,9.242,2,6.651,11855,2.9990003332222592
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,5,8.285,5,8.285,5896,1.8567007855272555
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,3,7.541,0,7.248,4979,1.3997200559888023
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,4,9.056,4,9.056,25935,0.8748633026089673
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,2,8.729,2,8.729,6030,0.9670545812161941
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,4,8.554,2,7.838,8651,1.608346011736579
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,3,8.457,1,8.358,10072,1.2639124693454065
6,20,0,8.15979999999753,0.7187159650506411,7.4194083333333305,0.6609382876623492,4,7.965,4,7.965,27768,2.528668038812114
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,5,7.891,0,6.701,3273,3.9983340274885464
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,2,9.261,2,9.261,11182,0.8180578700196939
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,5,8.066,2,7.34,14079,0.714183688044565
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,2,8.008,2,8.008,7772,1.2219959266802445
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,3,9.034,2,7.289,19396,0.4117162686742736
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,5,8.327,5,8.327,8693,0.7390233299521808
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,3,9.136,2,8.094,8989,0.6437474318586495
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,0,8.785,4,8.072,12780,0.7390233299521808
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,3,8.862,3,8.862,4312,0.9998333611064822
6,20,0,8.15979999999753,0.7187159650506411,7.4060749999999995,0.660989609022179,2,8.179,2,8.179,5805,1.8567007855272555
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,2,7.959,4,7.48,7107,1.3074408767544703
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,2,8.339,5,7.199,8955,1.2219959266802445
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,0,9.201,0,9.201,12150,0.9046183145532456
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,1,7.307,5,6.443,15856,8.992506244796003
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,0,7.966,0,7.966,20834,1.9263594245306024
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,4,9.02,4,9.02,3469,0.5999200106652446
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,5,8.654,3,7.581,19291,1.2219959266802445
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,0,9.743,0,9.743,9103,1.0687812446129978
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,0,9.934,3,7.82,8415,1.1816033448463916
6,20,0,8.15979999999753,0.7187159650506411,7.3927416666666685,0.6630802262807968,0,9.679,1,8.276,9185,1.142653097661132
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,3,7.943,3,7.943,31842,1.5528610933843863
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,3,8.946,3,8.946,6414,0.558369042981431
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,3,10.111,3,10.111,1602,0.6665740869323704
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,2,9.078,2,9.078,8342,0.6665740869323704
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,0,8.79,0,8.79,25952,0.4999375078115235
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,3,9.391,3,9.391,11648,1.3074408767544703
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,2,8.155,2,8.155,1932,0.8748633026089673
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,3,8.443,1,8.08,5726,0.7909267273541262
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,4,8.342,1,7.758,5489,0.9046183145532456
5,24,0,8.021899999997851,0.7082640405723547,7.378575,0.6681311533113904,3,7.205,3,7.205,455,18.96838602329451
6,20,0,8.15979999999753,0.7187159650506411,7.366908333333334,0.67489112717787,3,8.768,1,7.383,12745,1.1050692860901596
6,20,0,8.15979999999753,0.7187159650506411,7.366908333333334,0.67489112717787,1,7.552,5,7.329,13562,1.8567007855272555
6,20,0,8.15979999999753,0.7187159650506411,7.366908333333334,0.67489112717787,0,8.659,0,8.659,9731,0.5999200106652446
6,20,0,8.15979999999753,0.7187159650506411,7.366908333333334,0.67489112717787,3,7.447,3,7.447,6164,6.495940037476577
