n,$\mu_{m_1}$,$\sigma_{m_1}$,$\mu_{h_{pred}}$,$\sigma_{h_{pred}}$,$\mu_{h_1}$,$\sigma_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,no:yes
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,2,7.838,2,7.838,4138,1.142653097661132
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,8.944,1,8.944,9551,1.6662963785825373
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,0,6.255,0,6.255,3020,58.70646766169155
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,2,8.111,2,8.111,6356,0.6900436558231234
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,7.639,0,7.374,7585,1.3074408767544703
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,2,8.118,2,8.118,1312,1.1816033448463916
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,7.088,1,7.088,706,8.224442736356648
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,9.442,0,7.926,4900,0.6665740869323704
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,9.3,1,9.3,3786,0.6900436558231234
3,40,0,7.570799999998902,0.6789800056229955,7.570799999998902,0.6789800056229955,1,8.091,2,7.936,11461,0.6215376300499932
2,60,0,7.1,0.6557359594276456,7.411585333972265,0.612802208424225,0,7.62,0,7.62,3048,1.2639124693454065
2,60,0,7.1,0.6557359594276456,7.411585333972265,0.612802208424225,1,7.278,1,7.278,6212,3.9983340274885464
2,60,0,7.1,0.6557359594276456,7.411585333972265,0.612802208424225,0,7.578,0,7.578,3877,1.3997200559888023
2,60,0,7.1,0.6557359594276456,7.411585333972265,0.612802208424225,1,7.794,1,7.794,15073,0.935333010804709
2,60,0,7.1,0.6557359594276456,7.411585333972265,0.612802208424225,0,9.06,0,9.06,367,0.9998333611064822
2,60,0,7.1,0.6557359594276456,7.411585333972265,0.612802208424225,0,8.419,0,8.419,5817,0.34827547466576786
