$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,No_units
2,7.585,2,7.585,9324,0
1,7.476,1,7.476,3127,0
0,7.377,2,7.106,14003,0
1,8.049,1,8.049,4165,0
4,9.144,4,9.144,15268,0
3,7.866,3,7.866,6774,0
4,8.728,2,7.928,2739,0
4,7.135,0,6.179,11382,0
3,8.186,0,7.625,4821,0
4,7.789,4,7.789,5216,0
