$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,No_units
2,8.116,1,7.13,514973,445.0
3,7.53,0,6.872,203557,445.0
4,5.964,0,5.78,157346,445.0
1,7.898,1,7.898,324860,445.0
2,8.08,2,8.08,227705,445.0
0,8.498,2,7.626,266653,445.0
2,8.298,4,6.05,277259,445.0
4,8.233,2,6.421,135063,445.0
3,8.055,2,6.922,450807,445.0
4,7.725,3,6.446,352061,445.0
3,9.229,2,5.588,417963,445.0
2,8.635,4,8.399,872369,445.0
3,7.52,2,7.466,227391,445.0
2,7.546,2,7.546,162513,445.0
3,8.393,1,6.323,671944,445.0
2,9.011,4,8.106,127279,445.0
0,7.039,0,7.039,211388,445.0
0,9.309,2,8.561,469737,445.0
0,8.226,3,8.158,130506,445.0
2,9.562,0,6.944,323756,445.0
2,8.243,3,6.596,622746,445.0
3,7.713,3,7.713,130076,445.0
2,7.001,4,5.041,398564,445.0
0,7.822,1,7.33,333256,445.0
0,7.916,4,6.762,171447,445.0
2,8.675,2,8.675,235666,445.0
2,7.979,2,7.979,122922,445.0
4,8.226,3,7.94,449287,445.0
2,7.729,4,7.288,373489,445.0
2,7.428,0,6.117,187350,445.0
4,9.27,4,9.27,157429,445.0
3,8.593,3,8.593,134658,445.0
1,6.985,1,6.985,311083,445.0
1,8.894,4,7.809,351722,445.0
4,8.566,0,7.968,170988,445.0
4,8.925,4,8.925,294951,445.0
2,7.857,4,7.649,164462,445.0
0,8.898,3,7.518,163659,445.0
1,7.653,4,7.172,165680,445.0
3,8.441,1,5.363,887696,445.0
4,7.123,3,6.372,172858,445.0
1,8.646,3,7.329,183975,445.0
0,7.796,2,7.794,340995,445.0
3,9.494,4,8.52,244663,445.0
1,8.361,2,4.962,469003,445.0
3,7.495,0,6.898,120597,445.0
2,7.359,3,7.23,203508,445.0
0,7.968,0,7.968,175449,445.0
4,8.009,4,8.009,159939,445.0
4,7.601,0,4.647,94636,445.0
0,7.838,2,7.456,371896,445.0
4,9.967,0,7.705,662507,445.0
3,7.62,2,6.212,266325,445.0
0,7.798,0,7.798,236131,445.0
2,7.823,4,7.477,376477,445.0
1,7.835,1,7.835,363652,445.0
2,7.586,2,7.586,196395,445.0
3,9.218,3,9.218,345354,445.0
2,7.683,4,7.109,319022,445.0
3,8.219,3,8.219,170837,445.0
2,7.256,2,7.256,319882,445.0
3,7.913,4,5.633,308458,445.0
4,8.12,3,6.61,441119,445.0
4,7.853,3,7.288,129341,445.0
3,6.759,4,6.583,81790,445.0
2,8.518,1,8.302,327020,445.0
2,7.774,4,6.941,240825,445.0
0,7.973,0,7.973,445705,445.0
0,7.409,1,6.777,603318,445.0
2,8.356,1,6.589,717791,495.0
3,7.784,1,5.786,241681,495.0
2,8.862,1,6.972,471145,495.0
4,6.944,1,6.752,563343,495.0
0,7.427,2,7.34,221613,495.0
4,7.864,4,7.864,361845,495.0
4,7.531,0,6.917,432575,495.0
4,7.799,0,7.5,860469,495.0
4,8.226,3,6.839,555789,495.0
4,8.302,3,5.983,359544,495.0
4,8.785,1,6.209,333790,495.0
1,8.463,4,6.651,302194,495.0
4,8.627,4,8.627,236830,495.0
4,8.946,0,8.587,215736,495.0
1,7.389,2,6.449,324587,495.0
4,7.739,2,6.863,413979,495.0
4,7.24,0,7.009,732841,495.0
0,8.032,0,8.032,165270,495.0
4,7.841,2,4.92,398231,495.0
3,8.019,0,7.073,374176,495.0
3,7.731,0,6.815,204794,495.0
1,7.546,2,7.197,377176,495.0
1,8.667,2,4.868,236706,495.0
2,6.983,0,5.722,402244,495.0
4,8.263,4,8.263,207656,495.0
2,9.045,1,6.204,360506,495.0
4,7.821,0,6.888,206210,495.0
0,7.802,1,6.76,136900,495.0
2,7.48,4,6.586,387621,495.0
3,7.99,4,7.478,252785,495.0
4,7.755,1,7.407,94944,495.0
1,7.544,0,7.377,379239,495.0
3,7.933,2,7.347,899743,495.0
2,8.272,4,7.862,129859,495.0
2,7.999,0,7.755,137725,495.0
4,7.112,2,6.926,190267,495.0
0,7.894,0,7.894,316701,495.0
0,8.784,4,8.288,192281,495.0
0,8.172,3,6.645,390645,495.0
1,8.722,1,8.722,559205,495.0
1,8.376,2,7.609,185463,495.0
3,6.946,0,6.379,202555,495.0
3,8.767,1,7.168,160824,495.0
0,6.993,3,5.696,192053,495.0
1,8.084,4,6.88,300648,495.0
3,8.302,1,7.609,239290,495.0
0,8.282,2,7.198,305072,495.0
3,8.713,3,8.713,232613,495.0
1,7.854,4,7.28,359482,495.0
3,8.18,2,7.248,675732,495.0
3,7.936,4,7.198,201451,495.0
1,8.408,2,8.276,232921,495.0
2,9.511,0,6.863,499828,495.0
3,7.084,3,7.084,348039,495.0
4,7.686,4,7.686,420322,495.0
0,8.52,2,7.215,143253,495.0
0,8.541,0,8.541,429264,495.0
1,8.444,1,8.444,899973,495.0
3,9.664,1,8.783,183919,495.0
2,8.333,2,8.333,229974,495.0
0,8.321,1,6.934,75197,495.0
0,7.802,1,7.132,378887,495.0
3,7.966,1,6.566,243704,495.0
0,8.604,4,5.593,693743,495.0
1,9.385,1,9.385,239732,495.0
0,7.357,1,6.498,224927,495.0
4,7.33,1,5.004,261817,495.0
3,8.248,3,8.248,477533,495.0
3,9.143,2,7.714,93021,495.0
4,7.539,0,6.375,495230,495.0
1,8.793,1,8.793,509873,495.0
0,8.459,0,8.459,191364,495.0
4,8.172,0,7.182,233043,495.0
0,7.654,3,7.443,909681,495.0
4,7.888,4,7.888,476555,495.0
1,7.327,0,6.654,107890,495.0
2,8.286,0,8.274,282676,495.0
4,8.351,4,8.351,459447,495.0
0,8.914,4,7.735,670451,495.0
2,8.184,0,7.59,511798,495.0
4,9.961,2,8.461,210117,495.0
3,8.69,3,8.69,87298,495.0
0,8.779,0,8.779,434505,495.0
2,7.686,2,7.686,347280,495.0
1,8.625,0,7.063,193435,495.0
0,8.416,4,6.827,184493,495.0
3,8.674,0,7.71,1010498,495.0
3,8.115,2,6.826,314338,495.0
3,7.437,1,6.337,193500,495.0
4,8.756,2,7.457,509336,495.0
4,7.52,4,7.52,473238,495.0
1,7.615,4,6.697,865803,495.0
1,8.085,2,6.503,308328,495.0
1,9.499,3,7.225,118351,495.0
4,8.259,4,8.259,287454,495.0
2,7.565,4,7.51,1045175,495.0
1,8.398,1,8.398,780597,495.0
2,8.212,3,6.676,681872,495.0
4,8.232,1,8.121,154527,495.0
2,7.872,0,7.055,1096514,495.0
0,8.294,3,8.169,387903,545.0
4,7.71,1,7.432,187144,545.0
4,9.397,2,6.062,308424,545.0
1,7.735,1,7.735,1058473,545.0
0,7.167,0,7.167,259946,545.0
2,8.54,0,7.625,443442,545.0
2,8.13,0,5.943,141020,545.0
1,8.177,3,7.491,159342,545.0
1,7.193,2,7.008,470347,545.0
4,7.175,1,6.445,662009,545.0
4,8.315,3,7.639,266051,545.0
1,7.572,4,6.629,527073,545.0
1,7.936,3,7.188,304764,545.0
3,10.047,1,8.097,170921,545.0
0,7.877,3,6.546,316611,545.0
2,6.719,3,6.597,176742,545.0
4,8.987,1,7.185,321534,545.0
0,8.201,1,7.567,243986,545.0
4,8.789,2,6.412,275142,545.0
2,7.757,4,6.636,363699,545.0
1,9.77,2,6.292,321936,545.0
3,8.21,3,8.21,293583,545.0
3,8.279,0,8.006,633578,545.0
0,8.827,2,6.737,896614,545.0
2,7.453,4,6.503,570109,545.0
4,7.767,1,6.612,167507,545.0
1,7.77,0,7.295,104080,545.0
4,7.738,0,6.628,759223,545.0
2,7.955,4,6.081,124076,545.0
4,8.743,0,6.197,333834,545.0
0,8.485,0,8.485,652719,545.0
0,8.819,3,7.637,433033,545.0
4,8.145,2,5.776,298886,545.0
1,8.528,3,7.605,468985,545.0
1,8.069,1,8.069,872148,545.0
1,8.251,2,5.321,312651,545.0
1,7.608,1,7.608,371580,545.0
2,7.479,0,6.384,398499,545.0
3,7.865,2,6.858,649589,545.0
2,7.658,4,6.035,870983,545.0
0,8.216,1,5.327,734162,545.0
4,7.67,1,6.52,346735,545.0
1,8.965,1,8.965,245552,545.0
4,8.508,4,8.508,740024,545.0
2,9.388,0,8.516,134084,545.0
4,8.861,4,8.861,243670,545.0
3,7.687,2,7.197,307773,545.0
4,7.35,2,7.177,402987,545.0
1,10.618,4,6.596,150211,545.0
0,7.837,1,7.704,900833,545.0
0,7.942,0,7.942,498846,545.0
1,7.854,4,7.807,231970,545.0
0,7.109,2,6.131,363884,545.0
3,8.267,4,7.706,271664,545.0
3,7.558,0,3.556,391619,545.0
4,8.618,0,8.439,406342,545.0
4,7.522,4,7.522,870078,545.0
3,9.068,1,6.594,326030,545.0
1,7.745,1,7.745,300684,545.0
1,8.048,0,6.651,307064,545.0
3,7.632,3,7.632,333771,545.0
3,8.42,3,8.42,269835,545.0
0,8.399,4,7.591,677462,545.0
3,8.016,4,6.233,535192,545.0
2,7.182,3,6.325,249837,545.0
0,7.159,2,6.935,651678,545.0
0,8.532,4,7.406,436173,545.0
0,9.358,2,7.11,352177,545.0
4,7.703,2,6.448,237799,545.0
0,8.887,1,6.857,144086,545.0
3,7.859,1,6.686,425222,545.0
3,7.888,4,5.192,685908,545.0
4,9.4,4,9.4,724978,545.0
1,7.993,2,6.452,714841,545.0
3,8.19,0,5.177,235945,545.0
3,8.658,0,5.648,842488,545.0
4,8.501,0,7.891,127355,545.0
4,7.313,0,6.696,481087,545.0
1,9.965,3,6.581,321700,545.0
2,8.93,0,7.132,952920,545.0
0,8.548,1,6.331,574755,545.0
0,8.149,0,8.149,226066,545.0
0,8.694,2,7.809,533577,545.0
2,8.321,1,6.515,264450,545.0
3,7.445,1,6.03,875158,545.0
1,8.283,1,8.283,141732,545.0
3,8.346,2,7.059,431988,545.0
0,8.377,1,7.652,563725,545.0
2,8.814,3,7.023,177032,545.0
1,8.855,0,8.44,149802,545.0
3,7.945,3,7.945,369390,545.0
0,7.551,0,7.551,567433,545.0
2,7.173,0,6.995,454803,545.0
3,8.777,1,7.728,424956,545.0
0,8.317,4,8.061,95422,545.0
2,8.863,0,6.272,355530,545.0
1,8.144,3,7.342,141115,545.0
2,8.486,0,6.081,532854,545.0
1,8.519,2,7.766,256952,545.0
2,6.852,3,6.046,401091,545.0
4,8.059,0,5.978,564280,595.0
4,7.672,3,6.218,640877,595.0
2,8.581,0,7.438,525571,595.0
4,7.652,1,7.018,259618,595.0
3,7.682,1,7.331,533172,595.0
4,7.825,0,5.419,1337753,595.0
2,7.605,2,7.605,640954,595.0
0,8.27,0,8.27,220077,595.0
3,8.163,4,7.962,1118772,595.0
4,8.284,1,5.669,374705,595.0
0,7.375,2,7.346,591817,595.0
3,8.203,2,7.073,87731,595.0
1,7.715,4,7.615,334810,595.0
0,8.013,3,7.894,807737,595.0
4,8.808,3,7.535,405527,595.0
0,7.608,4,6.082,402459,595.0
4,8.262,3,6.376,219636,595.0
3,8.501,2,7.869,106255,595.0
3,8.571,2,8.395,250727,595.0
1,7.611,4,7.097,416474,595.0
0,9.32,3,5.501,212616,595.0
4,9.391,1,8.686,278047,595.0
4,8.524,4,8.524,282182,595.0
3,7.255,4,7.205,140847,595.0
0,7.06,1,6.601,493762,595.0
3,8.325,3,8.325,417369,595.0
1,8.723,3,6.458,489406,595.0
2,9.019,3,6.895,584895,595.0
0,7.845,2,7.127,325435,595.0
3,9.809,1,8.197,166768,595.0
3,9.26,0,6.781,323240,595.0
4,8.465,3,8.26,498442,595.0
4,7.973,1,6.041,752620,595.0
1,8.173,1,8.173,161718,595.0
1,8.403,2,6.479,496588,595.0
3,8.721,2,6.921,318866,595.0
4,8.488,4,8.488,265351,595.0
0,8.588,3,6.674,240932,595.0
2,6.76,4,6.329,768522,595.0
2,7.982,3,7.722,267952,595.0
2,8.277,2,8.277,392452,595.0
4,8.28,1,5.571,175383,595.0
0,9.128,0,9.128,430292,595.0
4,7.53,1,5.479,1031885,595.0
2,8.39,1,7.903,459180,595.0
2,8.079,4,7.778,760043,595.0
3,8.184,3,8.184,953143,595.0
1,8.069,0,5.367,324328,595.0
2,7.799,0,6.739,406561,595.0
3,7.714,2,6.839,908007,595.0
3,7.665,3,7.665,95027,595.0
4,6.965,1,5.203,591097,595.0
3,8.166,3,8.166,472650,595.0
1,7.119,1,7.119,640200,595.0
0,7.128,4,6.882,132465,595.0
0,7.092,4,6.822,155352,595.0
2,8.551,4,5.81,781932,595.0
2,9.419,4,7.944,477588,595.0
0,8.444,4,6.209,209265,595.0
1,7.79,4,5.274,650713,595.0
1,8.843,2,7.738,318460,595.0
3,8.525,0,4.969,586327,595.0
0,8.779,0,8.779,352117,595.0
1,9.165,4,7.323,226970,595.0
2,8.147,1,7.046,507664,595.0
2,9.9,3,6.679,177186,595.0
3,9.02,0,7.156,703611,595.0
2,9.65,1,5.769,279392,595.0
2,8.236,3,7.952,346249,595.0
2,8.023,4,7.45,374802,595.0
0,8.621,2,7.098,456687,595.0
2,8.041,0,6.476,196538,595.0
4,8.116,2,7.387,393142,595.0
3,8.064,0,6.998,381105,595.0
2,9.179,0,6.486,605021,595.0
0,8.991,2,7.231,206541,595.0
4,7.283,3,6.63,408325,595.0
3,8.606,3,8.606,539710,595.0
0,7.622,2,7.441,476926,595.0
1,8.463,2,7.915,500852,595.0
4,7.624,4,7.624,468392,595.0
1,8.384,2,7.348,1413413,595.0
3,7.124,3,7.124,188665,595.0
3,7.529,2,6.935,686229,595.0
0,7.524,0,7.524,129704,595.0
3,7.351,4,6.863,309094,595.0
1,7.216,0,6.827,496604,595.0
2,7.97,3,6.611,425316,595.0
1,9.708,4,6.497,1302232,595.0
2,9.468,0,6.878,684939,595.0
1,7.948,2,7.466,774435,595.0
2,7.287,1,4.714,227684,595.0
2,7.801,3,7.383,303460,595.0
3,8.08,0,5.763,849233,595.0
2,8.144,4,5.941,708394,595.0
1,7.535,1,7.535,375221,595.0
1,8.985,3,7.301,313459,595.0
0,7.75,0,7.75,532874,595.0
4,8.106,0,6.582,870824,595.0
4,7.346,2,6.348,834241,595.0
2,8.595,0,7.756,154151,645.0
2,8.583,3,6.231,339537,645.0
1,7.411,2,7.186,822615,645.0
4,8.189,2,6.602,786654,645.0
1,6.976,0,6.504,194228,645.0
4,7.855,2,7.588,395322,645.0
3,7.494,2,4.545,158363,645.0
0,7.654,3,6.534,574828,645.0
3,8.427,4,8.176,553828,645.0
1,9.946,3,7.304,193149,645.0
1,8.329,3,7.048,255173,645.0
4,7.359,2,6.619,1038999,645.0
0,8.009,0,8.009,371669,645.0
0,9.169,0,9.169,423031,645.0
3,8.321,2,8.048,997622,645.0
1,7.72,4,6.95,271183,645.0
0,8.614,1,6.814,556732,645.0
4,8.715,0,6.504,498640,645.0
3,7.382,0,5.445,398775,645.0
4,8.126,1,6.301,161731,645.0
2,8.247,0,6.631,713560,645.0
3,8.497,1,8.362,277351,645.0
3,7.85,3,7.85,1805034,645.0
0,8.957,3,7.112,304713,645.0
3,7.471,1,7.216,840125,645.0
4,8.452,2,7.352,312569,645.0
3,7.754,3,7.754,281228,645.0
1,8.038,3,6.459,485774,645.0
1,9.485,3,8.725,762643,645.0
4,8.895,4,8.895,556504,645.0
0,9.18,2,6.575,863651,645.0
4,7.84,3,6.967,508798,645.0
3,7.522,1,6.463,626254,645.0
3,7.302,4,6.725,406820,645.0
1,8.987,1,8.987,1017483,645.0
4,8.621,0,6.592,141940,645.0
2,7.642,3,6.525,742962,645.0
2,8.595,2,8.595,314452,645.0
3,8.17,0,5.632,176724,645.0
3,8.025,4,7.881,262265,645.0
1,7.116,1,7.116,722618,645.0
0,9.688,3,6.744,248178,645.0
1,8.6,4,8.561,752047,645.0
2,9.589,4,8.961,558110,645.0
1,7.448,4,6.105,643384,645.0
4,7.593,4,7.593,184696,645.0
1,7.676,1,7.676,183023,645.0
2,8.29,1,7.885,324003,645.0
4,8.31,4,8.31,213234,645.0
3,8.527,1,7.679,1092750,645.0
1,7.743,3,6.968,400816,645.0
2,7.846,2,7.846,589739,645.0
2,7.712,0,6.884,309628,645.0
0,9.225,3,7.02,331871,645.0
3,8.757,3,8.757,664947,645.0
3,9.228,0,6.855,483886,645.0
0,9.695,1,6.714,532251,645.0
3,7.672,2,7.599,231780,645.0
0,8.426,4,6.256,179070,645.0
0,7.939,0,7.939,235681,645.0
3,8.793,3,8.793,528221,645.0
2,8.573,0,7.622,506158,645.0
2,8.08,4,7.111,284592,645.0
2,7.995,4,7.825,952943,645.0
4,7.502,3,6.839,621040,645.0
1,8.921,0,8.368,438265,645.0
4,8.08,4,8.08,312732,645.0
0,8.538,4,7.695,449103,645.0
0,8.843,3,7.856,992758,645.0
3,8.376,2,6.581,352831,645.0
0,8.313,3,7.081,427358,645.0
1,7.76,4,5.233,710157,645.0
2,8.559,4,6.382,949342,645.0
4,6.942,0,6.937,572567,645.0
3,8.443,4,6.489,254554,645.0
4,7.04,0,6.066,341143,645.0
0,8.4,0,8.4,1026917,645.0
4,7.243,4,7.243,816252,645.0
4,7.551,0,6.339,814746,645.0
0,8.468,3,6.387,373989,645.0
0,7.508,2,6.72,226243,645.0
4,9.883,1,8.621,406426,645.0
0,8.661,1,6.574,1060952,645.0
0,8.213,3,7.414,484819,645.0
4,9.288,4,9.288,321101,645.0
1,9.558,0,8.057,391677,645.0
4,7.337,2,5.763,183733,645.0
2,8.602,0,7.334,469419,645.0
0,7.751,1,6.436,934575,645.0
1,8.412,1,8.412,244604,645.0
2,8.278,2,8.278,281392,645.0
2,8.788,1,5.432,541968,645.0
2,8.604,3,6.578,904568,645.0
1,7.358,2,6.146,510995,645.0
0,8.004,2,7.185,583099,645.0
4,9.343,1,7.373,555646,645.0
2,8.144,2,8.144,317368,645.0
3,9.644,3,9.644,688775,645.0
2,7.502,0,4.434,440752,645.0
1,9.341,2,7.905,656446,645.0
2,7.848,4,7.223,698844,695.0
3,8.039,4,7.771,419117,695.0
3,8.47,1,7.651,711752,695.0
1,9.047,2,7.206,379825,695.0
1,9.438,4,7.233,347795,695.0
4,7.497,0,6.1,745503,695.0
0,7.746,2,6.198,441112,695.0
2,7.307,0,6.975,299924,695.0
4,7.749,1,6.19,275332,695.0
0,7.461,2,7.199,322461,695.0
3,7.712,2,7.036,488886,695.0
0,9.571,0,9.571,377203,695.0
0,8.093,4,6.616,664810,695.0
4,9.196,2,7.289,593101,695.0
3,8.003,0,6.914,993854,695.0
1,8.103,1,8.103,629296,695.0
0,7.235,3,6.523,640717,695.0
3,7.553,4,6.523,1686183,695.0
4,7.67,4,7.67,827471,695.0
3,8.228,1,5.613,248211,695.0
0,8.865,3,6.436,549869,695.0
3,9.052,4,6.043,463310,695.0
0,8.259,3,6.93,530531,695.0
4,9.153,1,7.588,1299902,695.0
1,8.427,1,8.427,1373057,695.0
4,7.071,1,6.446,665819,695.0
3,7.496,2,6.201,298734,695.0
3,8.998,3,8.998,770509,695.0
1,7.814,4,6.921,583092,695.0
1,8.633,0,6.941,1012665,695.0
3,7.954,4,6.86,2104204,695.0
3,8.004,4,7.739,263490,695.0
2,7.576,0,7.511,865671,695.0
1,7.213,3,6.116,721679,695.0
0,8.297,4,7.205,286664,695.0
0,7.065,0,7.065,706350,695.0
1,8.873,3,6.508,209385,695.0
3,7.482,2,7.161,1109129,695.0
1,9.101,4,8.346,276656,695.0
2,8.587,2,8.587,970183,695.0
3,8.323,2,7.755,318408,695.0
2,8.78,4,7.007,801118,695.0
3,8.028,4,4.703,516557,695.0
4,7.575,1,6.213,134820,695.0
0,7.501,0,7.501,218555,695.0
1,9.01,1,9.01,633631,695.0
3,7.286,1,6.959,404223,695.0
3,7.873,2,7.181,683222,695.0
3,7.258,0,5.722,990288,695.0
0,8.916,0,8.916,1120155,695.0
0,7.381,4,6.949,808166,695.0
2,8.14,3,6.306,858739,695.0
2,8.987,4,8.123,382786,695.0
2,8.266,4,5.023,321544,695.0
0,7.759,0,7.759,1392363,695.0
3,7.697,3,7.697,272983,695.0
0,7.316,3,7.281,364053,695.0
1,8.792,1,8.792,947962,695.0
2,7.08,4,6.626,338216,695.0
3,8.136,3,8.136,578866,695.0
3,7.592,3,7.592,783996,695.0
0,8.887,1,6.176,527119,695.0
1,8.332,4,8.128,402059,695.0
0,7.706,4,6.465,269629,695.0
4,8.257,1,7.365,505385,695.0
1,8.15,0,7.014,1659448,695.0
4,8.218,4,8.218,499907,695.0
1,6.954,0,6.689,802228,695.0
0,8.29,4,7.29,948614,695.0
3,7.241,2,7.126,532341,695.0
3,6.602,3,6.602,214931,695.0
3,8.535,4,7.709,330318,695.0
1,7.969,3,7.787,772300,695.0
0,7.793,4,6.466,415681,695.0
0,7.693,0,7.693,396589,695.0
0,8.04,3,7.076,1697043,695.0
4,6.709,0,6.327,1086568,695.0
1,8.108,1,8.108,656582,695.0
4,8.309,2,6.11,768572,695.0
4,7.96,0,7.194,126559,695.0
2,8.12,4,5.262,446526,695.0
1,8.482,4,6.68,1734838,695.0
4,9.507,3,7.769,472450,695.0
1,8.226,2,7.627,316158,695.0
2,8.054,1,6.58,721068,695.0
4,8.405,1,6.695,500637,695.0
0,8.451,1,8.148,356026,695.0
1,8.576,2,6.092,461812,695.0
1,8.318,4,7.39,447629,695.0
3,8.219,1,7.36,343848,695.0
4,8.691,3,6.904,470757,695.0
3,7.707,1,4.231,265924,695.0
1,8.046,2,6.971,371959,695.0
0,7.767,3,4.083,1491866,695.0
4,9.5,1,7.932,779948,695.0
4,7.922,1,7.188,536165,695.0
0,8.188,3,6.252,793471,695.0
2,7.094,1,6.934,762070,695.0
1,7.211,2,6.51,483338,695.0
0,7.327,1,7.062,1458528,695.0
2,7.808,4,6.734,647386,745.0
4,9.583,4,9.583,571151,745.0
3,9.2,1,5.429,449023,745.0
1,8.486,4,7.641,455323,745.0
3,8.672,2,7.606,1384448,745.0
0,7.912,4,6.817,543869,745.0
0,7.635,4,7.56,523024,745.0
3,7.595,3,7.595,290509,745.0
3,8.348,3,8.348,511222,745.0
4,7.671,4,7.671,234784,745.0
2,7.878,3,6.469,660962,745.0
3,9.113,3,9.113,844814,745.0
0,7.329,2,6.798,473156,745.0
1,9.789,0,8.19,610467,745.0
2,7.265,0,6.579,1212608,745.0
0,7.92,0,7.92,238306,745.0
3,8.511,3,8.511,862651,745.0
4,7.98,4,7.98,716838,745.0
3,9.653,2,7.92,1579715,745.0
1,7.794,2,7.148,543786,745.0
2,8.53,4,5.965,2446786,745.0
1,7.875,4,5.763,247309,745.0
4,7.595,4,7.595,869243,745.0
0,8.494,3,6.663,274667,745.0
3,7.376,4,6.232,1040048,745.0
2,8.538,4,7.986,470660,745.0
4,7.856,1,6.753,704226,745.0
1,8.633,3,8.125,596256,745.0
3,7.412,1,7.144,406466,745.0
3,7.967,0,5.05,618678,745.0
3,8.641,3,8.641,504904,745.0
3,8.26,0,7.4,487152,745.0
2,8.397,4,5.725,601487,745.0
1,8.239,4,6.232,1122788,745.0
0,6.459,0,6.459,874958,745.0
2,8.224,2,8.224,423151,745.0
2,8.272,1,7.435,844043,745.0
2,7.767,1,5.941,515065,745.0
0,8.33,4,7.107,922836,745.0
2,8.542,4,6.8,667449,745.0
1,9.251,3,6.379,1480928,745.0
4,7.779,0,7.069,194649,745.0
4,8.544,3,7.371,407922,745.0
3,7.58,0,6.209,912833,745.0
1,7.646,2,7.371,1410263,745.0
2,7.733,4,6.379,819855,745.0
1,8.768,4,8.471,706530,745.0
4,8.032,1,5.91,1030535,745.0
3,8.382,1,5.419,1121799,745.0
1,8.655,1,8.655,1297891,745.0
2,9.299,2,9.299,187887,745.0
2,7.426,3,6.325,429722,745.0
0,9.007,3,6.558,596842,745.0
0,8.4,4,4.583,504338,745.0
0,8.487,0,8.487,1453746,745.0
4,8.728,2,5.042,398604,745.0
3,8.51,4,7.701,847904,745.0
3,9.246,3,9.246,644041,745.0
0,7.772,0,7.772,968834,745.0
1,8.442,0,6.629,308615,745.0
2,8.841,1,8.461,1066623,745.0
1,7.41,4,5.748,756201,745.0
3,7.533,0,6.721,879911,745.0
3,8.474,4,7.904,798253,745.0
4,8.106,4,8.106,627541,745.0
3,7.591,4,6.748,603906,745.0
4,8.986,4,8.986,570196,745.0
1,8.096,3,6.282,275112,745.0
0,9.037,3,5.856,658868,745.0
4,8.381,4,8.381,967887,745.0
1,7.68,0,6.53,268351,745.0
2,7.434,3,6.339,532777,745.0
4,9.057,2,6.219,2083886,745.0
1,7.769,2,6.538,1042013,745.0
3,8.563,2,8.402,245350,745.0
1,7.566,3,6.608,630862,745.0
0,9.634,0,9.634,298204,745.0
3,7.836,2,7.749,182096,745.0
3,7.069,1,6.827,545132,745.0
2,8.493,0,4.621,367641,745.0
2,8.326,4,7.96,1626972,745.0
0,7.394,1,6.903,1803572,745.0
4,7.528,1,7.018,442035,745.0
2,8.438,4,7.081,855188,745.0
1,7.563,0,5.899,3081974,745.0
4,8.582,4,8.582,811668,745.0
4,7.451,3,7.372,548026,745.0
4,8.946,3,6.469,188997,745.0
4,8.935,3,7.953,253468,745.0
1,7.914,3,6.413,1508666,745.0
3,8.347,3,8.347,357058,745.0
2,8.198,0,6.905,497932,745.0
1,8.256,0,7.389,725626,745.0
4,9.205,4,9.205,858981,745.0
3,8.163,1,6.358,520149,745.0
0,8.321,1,6.174,1008997,745.0
2,7.809,0,5.835,423084,745.0
2,6.701,3,4.285,227667,745.0
4,7.71,4,7.71,649002,745.0
2,8.144,4,7.334,318086,745.0
4,7.981,1,7.347,318265,795.0
1,8.771,1,8.771,293825,795.0
2,7.993,2,7.993,581308,795.0
3,7.576,4,6.353,660779,795.0
2,8.256,1,7.78,645944,795.0
2,7.309,0,6.719,186012,795.0
0,7.411,1,6.425,332471,795.0
1,8.238,1,8.238,900838,795.0
3,7.597,3,7.597,477625,795.0
0,8.274,4,7.98,687972,795.0
0,7.983,4,5.613,618702,795.0
3,8.826,0,7.998,393201,795.0
4,7.834,4,7.834,408893,795.0
1,7.439,1,7.439,589821,795.0
3,6.673,4,6.478,1359151,795.0
4,7.853,3,5.618,437170,795.0
4,9.28,4,9.28,167025,795.0
2,9.181,2,9.181,470602,795.0
0,7.456,1,6.609,318917,795.0
1,8.701,1,8.701,258567,795.0
0,8.304,1,7.613,1036824,795.0
3,9.512,3,9.512,377003,795.0
2,9.193,4,6.44,894672,795.0
0,8.758,3,5.944,827807,795.0
0,7.345,3,6.414,367009,795.0
4,7.638,0,6.572,583790,795.0
4,7.87,3,7.361,586671,795.0
2,8.049,1,7.568,403624,795.0
2,9.146,2,9.146,573291,795.0
1,7.499,3,7.211,592581,795.0
1,8.347,2,5.861,304562,795.0
0,8.608,1,7.432,241551,795.0
2,7.771,4,7.539,463040,795.0
4,8.877,0,5.923,1744907,795.0
1,8.794,1,8.794,1094529,795.0
0,8.652,0,8.652,517868,795.0
4,8.512,3,8.189,761021,795.0
4,6.662,1,6.132,489061,795.0
4,8.031,0,4.911,1259586,795.0
4,7.605,4,7.605,329594,795.0
0,8.783,1,8.641,247098,795.0
3,7.409,0,6.241,339310,795.0
4,8.261,2,7.351,496621,795.0
1,8.538,0,5.053,519885,795.0
2,7.971,0,6.677,1088574,795.0
4,8.189,2,6.084,1733287,795.0
1,8.28,0,6.021,731531,795.0
2,7.443,3,6.074,203213,795.0
3,6.56,1,6.297,1336035,795.0
3,8.633,1,6.962,652522,795.0
3,7.904,0,7.102,529006,795.0
3,7.323,2,6.656,221339,795.0
0,7.936,0,7.936,520120,795.0
4,8.881,0,6.483,263000,795.0
1,8.523,1,8.523,607948,795.0
0,8.147,2,7.718,616971,795.0
4,7.867,4,7.867,344996,795.0
3,8.936,0,5.902,805024,795.0
4,9.2,3,8.396,721631,795.0
4,7.328,3,7.056,519945,795.0
2,9.322,3,6.587,1910897,795.0
3,7.673,3,7.673,387167,795.0
