$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,No_units
3,8.215,0,5.403,39965,95.0
2,8.153,0,6.954,30274,95.0
3,8.611,4,8.333,61195,95.0
3,7.729,3,7.729,110010,95.0
4,9.619,4,9.619,15535,95.0
0,8.939,3,7.274,48820,95.0
2,8.294,4,5.967,149119,95.0
3,7.063,4,7.042,38686,95.0
1,7.765,4,7.753,60332,95.0
1,8.525,3,6.883,34397,95.0
