$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
6.0,1,8.202,6,6.538,72094
6.0,9,8.116,5,6.593,244525
6.0,3,10.45,6,6.04,135351
6.0,3,8.639,5,8.112,52957
6.0,7,9.72,9,6.334,410139
6.0,6,8.806,5,7.483,259565
6.0,8,7.663,9,6.259,120069
6.0,7,9.808,5,8.081,212612
6.0,7,8.479,1,7.678,256293
6.0,3,8.814,5,6.522,174884
6.0,9,9.608,0,7.197,313452
6.0,7,7.757,7,7.757,184698
6.0,5,8.408,3,6.233,141183
6.0,2,9.486,5,7.542,150857
6.0,2,8.113,0,7.705,99463
6.0,7,8.492,5,7.927,145622
6.0,6,9.036,6,9.036,209620
6.0,8,10.346,7,6.532,302177
6.0,5,8.882,8,6.324,226771
6.0,0,10.479,4,5.969,56149
6.0,4,8.659,5,6.058,260233
6.0,0,8.566,7,6.233,174161
6.0,4,8.784,8,5.246,152131
6.0,5,9.466,1,7.927,170210
6.0,1,9.279,7,7.253,82398
6.0,3,8.064,5,6.743,174685
6.0,7,8.658,2,7.814,69743
6.0,9,8.447,6,8.034,166507
6.0,2,8.616,3,6.598,385414
6.0,2,9.265,3,6.473,142216
6.0,6,7.459,1,6.9,164341
6.0,5,8.978,6,8.316,132879
6.0,3,7.401,2,5.784,152036
6.0,8,8.623,8,8.623,113719
6.0,1,9.45,1,9.45,121001
6.0,4,8.306,4,8.306,252143
6.0,0,9.47,4,5.798,319184
6.0,5,8.191,7,7.854,397547
6.0,7,8.981,6,7.727,150993
6.0,0,8.282,1,8.015,143260
6.0,3,9.517,7,7.537,449206
6.0,4,8.501,6,7.178,215391
6.0,6,7.612,5,6.224,125247
6.0,7,8.855,1,6.772,179413
6.0,2,8.935,2,8.935,161910
6.0,3,9.096,3,9.096,127231
6.0,2,9.018,5,8.289,439393
6.0,8,9.032,8,9.032,107507
6.0,5,8.938,4,7.825,222336
6.0,7,8.948,8,7.033,219334
6.0,8,8.598,2,6.233,186509
6.0,9,8.5,5,6.321,122167
6.0,6,10.259,5,6.236,230077
6.0,7,8.543,1,5.489,472334
6.0,1,9.185,3,8.106,98250
6.0,3,9.554,4,7.428,543311
6.0,6,8.641,4,5.801,147215
6.0,3,9.48,5,7.509,220988
6.0,8,7.876,2,7.187,270929
6.0,0,9.043,9,7.655,107040
6.0,7,8.57,7,8.57,67482
6.0,6,9.034,1,7.434,212858
6.0,2,9.778,9,8.536,401945
6.0,5,8.476,2,7.509,76080
6.0,2,10.093,5,7.176,188056
6.0,9,8.653,5,8.478,170524
6.0,3,8.325,4,6.758,104306
6.0,6,8.29,2,6.454,369454
6.0,3,7.909,4,7.399,210780
6.0,2,8.373,1,7.723,178664
6.0,9,8.937,0,6.824,181461
6.0,5,8.272,5,8.272,543667
6.0,1,9.311,3,7.485,155836
6.0,9,8.479,5,8.477,350936
6.0,9,10.647,4,7.161,875491
6.0,9,9.532,3,7.628,217152
6.0,0,8.274,3,7.645,101566
6.0,7,8.693,8,7.651,214572
6.0,4,8.601,5,7.711,378647
6.0,4,8.347,2,7.379,164908
6.0,9,9.062,9,9.062,68072
6.0,6,9.447,2,6.83,134333
6.0,4,7.735,4,7.735,101010
6.0,9,8.087,6,7.899,294570
6.0,5,8.428,0,7.59,425500
6.0,1,9.258,8,6.672,269561
6.0,7,7.344,7,7.344,219616
6.0,2,8.489,1,6.772,229620
6.0,2,8.3,4,7.094,302326
6.0,8,8.947,9,7.072,370023
6.0,6,8.473,7,6.414,220527
6.0,2,8.889,4,7.224,308416
6.0,0,9.107,0,9.107,280081
6.0,4,8.768,9,7.576,167151
6.0,0,8.55,3,5.578,189945
6.0,1,7.94,1,7.94,196940
6.0,6,9.141,8,7.285,280069
6.0,2,8.661,0,6.872,247257
6.0,7,8.204,8,7.98,84845
6.0,8,8.907,4,5.754,112257
