$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
5.8,1,7.473,2,6.355,9308
5.8,1,7.533,0,5.903,17788
5.8,2,8.519,0,8.074,42875
5.8,2,7.328,1,6.865,47005
5.8,2,7.057,0,5.681,21521
5.8,2,8.865,2,8.865,9512
5.8,0,7.589,0,7.589,16968
5.8,0,9.434,1,7.213,16366
5.8,0,8.097,0,8.097,7100
5.8,0,7.47,2,7.204,18251
5.8,2,8.508,1,5.169,6146
5.8,1,9.045,1,9.045,1538
5.8,2,7.893,0,7.093,25185
5.8,0,8.284,2,7.82,12077
5.8,1,7.37,2,6.491,14983
5.8,2,8.362,1,7.357,7269
5.8,1,7.172,0,6.645,16328
5.8,2,8.029,0,7.266,32133
5.8,0,8.576,0,8.576,20328
5.8,1,7.308,0,6.941,4025
5.8,2,8.595,2,8.595,31590
5.8,1,6.889,1,6.889,21915
5.8,2,6.846,0,6.843,12718
5.8,0,7.809,0,7.809,8986
5.8,2,7.497,2,7.497,12353
5.8,1,8.283,1,8.283,5578
5.8,0,8.506,1,8.324,23763
5.8,1,7.371,2,5.755,7019
5.8,1,7.747,1,7.747,9112
5.8,0,10.974,2,7.399,4641
5.8,1,8.179,2,5.921,9268
5.8,0,6.557,2,6.274,10712
5.8,1,7.221,1,7.221,18496
5.8,2,6.537,2,6.537,30836
5.8,0,8.622,2,7.498,17906
5.8,1,7.962,1,7.962,25354
5.8,1,7.471,1,7.471,3679
5.8,1,8.555,0,7.422,9632
5.8,0,8.373,2,7.814,12126
5.8,0,8.807,1,7.932,6114
5.8,2,8.89,2,8.89,7366
5.8,0,7.583,2,6.957,16801
5.8,0,9.409,0,9.409,17645
5.8,1,7.878,0,7.427,7929
5.8,2,8.864,0,7.786,26839
5.8,1,8.97,2,7.464,5878
5.8,2,7.949,1,5.446,22776
5.8,2,8.779,2,8.779,18148
5.8,0,8.585,2,6.408,29130
5.8,0,7.753,2,7.356,7144
5.8,0,8.076,1,7.33,7253
5.8,0,7.538,2,6.505,10070
5.8,0,7.457,2,7.3,9926
5.8,2,6.824,2,6.824,32600
5.8,2,6.774,2,6.774,14838
5.8,1,7.712,2,6.53,20604
5.8,0,6.541,0,6.541,29700
5.8,1,6.705,0,5.572,45208
5.8,2,7.163,0,6.682,30220
5.8,2,8.246,0,7.817,9106
5.8,1,8.354,1,8.354,21400
5.8,2,7.25,0,6.15,17634
5.8,1,8.305,1,8.305,27116
5.8,1,8.124,2,6.155,28202
5.8,1,7.968,2,6.437,18131
5.8,1,7.125,2,6.409,14934
5.8,2,6.379,2,6.379,5558
5.8,0,9.456,2,7.382,20156
5.8,0,8.409,0,8.409,13500
5.8,0,9.343,0,9.343,8963
5.8,0,8.864,1,6.242,11350
5.8,2,7.51,2,7.51,27079
5.8,0,7.545,0,7.545,16619
5.8,0,7.295,1,6.603,35015
5.8,1,7.855,0,7.098,33511
5.8,2,7.878,0,7.856,16305
5.8,2,7.689,1,7.35,13259
5.8,2,6.989,2,6.989,28388
5.8,2,7.175,0,6.498,15000
5.8,2,7.639,2,7.639,50707
5.8,2,8.604,2,8.604,8934
5.8,1,7.274,1,7.274,2839
5.8,1,7.045,1,7.045,12437
5.8,1,6.999,1,6.999,21558
5.8,2,7.123,2,7.123,4424
5.8,2,9.008,0,8.027,40586
5.8,2,8.282,2,8.282,19940
5.8,0,7.824,0,7.824,2765
5.8,2,8.006,2,8.006,7517
5.8,1,8.261,0,7.194,4155
5.8,0,5.996,1,4.819,11968
5.8,2,8.043,2,8.043,11160
5.8,0,7.673,0,7.673,4589
5.8,0,7.579,2,7.465,13523
5.8,1,7.496,1,7.496,15603
5.8,1,7.965,1,7.965,49860
5.8,0,6.654,0,6.654,3186
5.8,2,9.316,2,9.316,7125
5.8,0,8.405,0,8.405,2040
5.8,1,8.08,2,7.545,30856
