$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
6.9,3,8.988,4,6.33,156029
6.9,3,9.097,3,9.097,31094
6.9,3,8.773,3,8.773,30395
6.9,3,7.804,4,6.123,46703
6.9,4,8.121,2,6.889,101344
6.9,4,7.928,3,7.309,47554
6.9,2,9.967,4,8.755,21207
6.9,0,10.175,2,7.216,188240
6.9,4,8.044,3,6.968,17013
6.9,0,8.455,4,7.921,25402
6.9,4,7.538,2,6.568,56577
6.9,3,8.513,0,6.541,94021
6.9,0,7.922,3,7.586,44936
6.9,1,7.885,0,7.547,14875
6.9,2,8.698,0,6.71,59655
6.9,3,6.475,4,5.782,56967
6.9,2,7.809,2,7.809,36923
6.9,2,7.842,0,6.524,21524
6.9,1,8.731,1,8.731,85548
6.9,1,8.892,0,6.401,18037
6.9,0,8.436,0,8.436,138888
6.9,1,8.264,0,7.445,31006
6.9,1,8.727,3,7.964,17241
6.9,4,8.41,1,6.564,77791
6.9,3,8.869,4,8.614,47748
6.9,3,9.884,1,7.112,52319
6.9,1,8.205,1,8.205,32566
6.9,1,7.841,3,6.515,74243
6.9,2,8.027,0,6.493,17640
6.9,0,7.718,0,7.718,76723
6.9,2,7.38,2,7.38,61696
6.9,3,8.141,4,6.17,67190
6.9,3,9.235,4,6.846,64956
6.9,1,8.563,3,8.367,22013
6.9,3,8.291,2,6.513,29267
6.9,2,9.104,4,7.667,27565
6.9,3,7.824,1,7.112,55661
6.9,0,8.459,0,8.459,42802
6.9,1,8.613,0,7.846,30699
6.9,3,7.894,3,7.894,52254
6.9,0,8.658,4,4.977,91386
6.9,3,7.802,3,7.802,32601
6.9,3,8.314,3,8.314,67029
6.9,0,7.365,3,6.557,58806
6.9,0,9.145,2,9.133,46355
6.9,3,8.424,3,8.424,35362
6.9,4,7.856,1,7.05,41018
6.9,0,8.336,2,6.603,67212
6.9,3,8.08,0,8.019,50687
6.9,3,9.662,1,7.553,17577
6.9,0,9.35,1,7.867,35494
6.9,3,9.309,1,7.449,58655
6.9,1,7.891,2,5.968,52296
6.9,0,8.403,2,7.918,48940
6.9,4,8.304,3,7.074,39194
6.9,3,7.827,4,6.938,21241
6.9,2,7.528,0,7.305,35667
6.9,3,8.824,3,8.824,31330
6.9,4,8.229,0,7.781,57519
6.9,0,7.735,0,7.735,79584
6.9,4,8.595,3,7.97,59665
6.9,4,8.889,0,8.254,23240
6.9,2,9.09,2,9.09,62621
6.9,2,7.203,3,6.981,63584
6.9,0,8.628,0,8.628,25679
6.9,4,9.097,1,7.746,53977
6.9,1,8.428,4,7.83,28681
6.9,4,7.553,4,7.553,79827
6.9,2,8.837,2,8.837,73502
6.9,1,7.433,4,7.391,37172
6.9,3,7.931,3,7.931,15347
6.9,2,10.068,1,9.125,25434
6.9,1,8.407,1,8.407,43709
6.9,1,8.869,4,7.169,43808
6.9,2,8.148,2,8.148,54421
6.9,2,8.48,4,6.235,48942
6.9,1,7.313,3,7.299,64111
6.9,3,8.523,0,7.482,55186
6.9,3,8.191,4,6.417,57738
6.9,1,8.166,1,8.166,79342
6.9,3,7.165,2,6.932,32292
6.9,2,8.181,3,5.627,57492
6.9,3,8.947,1,6.298,33709
6.9,0,9.382,0,9.382,56471
6.9,0,8.516,0,8.516,8267
6.9,0,10.953,2,7.124,20707
6.9,3,7.55,3,7.55,62541
6.9,4,10.333,1,8.562,14145
6.9,2,6.982,4,6.97,53658
6.9,2,8.337,2,8.337,42508
6.9,2,8.302,4,7.305,43558
6.9,4,8.307,2,7.996,16653
6.9,3,9.302,0,5.939,35109
6.9,1,8.334,3,6.143,35849
6.9,1,8.139,0,7.353,12477
6.9,0,8.333,0,8.333,20425
6.9,4,7.244,3,7.07,72119
6.9,2,8.428,2,8.428,51314
6.9,3,8.428,4,8.133,17624
6.9,0,7.629,0,7.629,145362
