$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
4.5,3,7.57,4,5.975,34362
4.5,1,8.818,4,7.111,64675
4.5,1,8.608,4,5.094,32630
4.5,0,6.815,2,4.943,45005
4.5,1,8.078,2,7.545,34126
4.5,3,8.169,1,7.018,39785
4.5,0,8.905,0,8.905,79561
4.5,2,7.726,1,5.698,55358
4.5,3,8.289,0,7.937,42570
4.5,1,8.174,1,8.174,103445
4.5,1,8.738,4,6.218,79283
4.5,0,8.11,1,6.388,40916
4.5,4,8.267,1,6.45,20120
4.5,3,8.626,4,7.804,27084
4.5,3,8.84,4,6.357,45631
4.5,3,7.433,0,6.343,57053
4.5,2,7.195,4,7.151,29115
4.5,1,7.977,1,7.977,52770
4.5,1,8.725,1,8.725,85357
4.5,1,8.207,0,6.241,14795
4.5,0,7.669,3,5.714,77460
4.5,0,7.806,3,7.54,17412
4.5,0,8.176,2,6.707,57752
4.5,2,9.191,1,6.759,29688
4.5,4,8.942,1,6.232,107190
4.5,1,8.626,2,6.794,46016
4.5,1,8.562,4,8.34,64510
4.5,3,7.757,0,7.072,24585
4.5,0,8.326,1,6.671,22739
4.5,4,8.419,1,6.407,22703
4.5,4,8.49,2,5.715,32005
4.5,2,8.362,4,6.566,24043
4.5,2,8.779,1,7.355,35010
4.5,3,8.163,1,6.562,34284
4.5,1,8.355,0,7.148,26591
4.5,4,8.683,1,7.414,53153
4.5,3,8.288,4,6.042,162443
4.5,0,7.68,0,7.68,34762
4.5,3,8.181,2,6.64,56262
4.5,4,7.629,1,7.59,55925
4.5,2,8.593,4,7.22,14985
4.5,3,8.942,3,8.942,22217
4.5,3,8.604,0,6.896,38899
4.5,4,8.423,2,6.919,48210
4.5,1,7.929,3,6.28,82454
4.5,0,7.926,2,5.896,36347
4.5,3,8.332,0,5.811,32787
4.5,3,8.543,0,8.072,83296
4.5,0,6.768,1,6.19,36933
4.5,3,8.393,2,6.096,50150
4.5,4,7.523,3,6.491,39573
4.5,0,8.317,0,8.317,33915
4.5,0,8.345,0,8.345,34774
4.5,2,7.385,0,6.912,37163
4.5,2,8.784,2,8.784,18393
4.5,4,8.099,4,8.099,25066
4.5,0,7.43,3,5.591,43590
4.5,0,7.499,0,7.499,52825
4.5,0,7.52,3,6.14,34398
4.5,4,7.606,4,7.606,37030
4.5,2,9.824,0,6.386,30798
4.5,2,8.747,2,8.747,21338
4.5,1,7.782,3,6.541,50304
4.5,3,7.554,2,6.851,36875
4.5,3,8.707,4,8.32,124244
4.5,0,8.272,4,4.755,31156
4.5,4,8.119,1,8.105,67506
4.5,3,7.557,4,5.708,23368
4.5,2,8.931,3,6.542,30757
4.5,1,7.344,1,7.344,10374
4.5,2,7.879,1,6.799,42668
4.5,0,8.145,0,8.145,95184
4.5,2,8.386,3,6.846,87104
4.5,1,7.85,0,7.351,19230
4.5,0,9.3,0,9.3,29408
4.5,4,8.415,2,6.393,202811
4.5,2,8.794,3,7.266,59530
4.5,2,8.275,4,7.275,46614
4.5,4,7.558,4,7.558,80549
4.5,2,7.707,0,7.298,28944
4.5,2,7.942,2,7.942,73459
4.5,0,9.395,1,4.541,48045
4.5,3,8.842,3,8.842,72778
4.5,2,8.072,0,6.949,107356
4.5,1,7.594,0,7.527,85625
4.5,4,8.767,3,5.836,41873
4.5,2,8.075,0,6.974,67694
4.5,2,7.593,1,5.924,36249
4.5,0,6.938,1,6.613,18561
4.5,1,8.418,0,6.18,21304
4.5,4,8.424,4,8.424,71396
4.5,4,7.364,2,7.058,28633
4.5,2,9.032,1,7.233,54582
4.5,1,7.503,2,7.173,45061
4.5,1,8.284,2,5.174,40409
4.5,3,7.577,1,5.038,67339
4.5,3,7.782,0,6.585,61805
4.5,2,8.162,4,7.008,51288
4.5,1,7.955,2,6.209,34422
4.5,4,8.788,4,8.788,60335
