$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
3.2,1,9.064,2,6.654,6897
3.2,2,7.625,0,6.34,26782
3.2,2,8.516,2,8.516,14254
3.2,2,8.856,0,5.937,18168
3.2,1,7.526,0,4.773,37404
3.2,2,9.879,1,5.818,28446
3.2,1,6.712,1,6.712,13673
3.2,1,7.751,0,7.149,21793
3.2,2,8.387,1,7.494,6882
3.2,2,7.483,2,7.483,17568
3.2,1,7.51,1,7.51,29565
3.2,1,8.511,1,8.511,26048
3.2,1,9.243,2,7.575,25092
3.2,1,6.411,2,4.055,11388
3.2,0,6.618,0,6.618,10389
3.2,2,8.716,2,8.716,35873
3.2,0,7.64,1,5.82,12898
3.2,0,7.596,2,6.43,5480
3.2,1,7.147,1,7.147,3677
3.2,2,6.656,2,6.656,30528
3.2,2,7.85,0,5.383,6100
3.2,2,8.25,2,8.25,11593
3.2,0,7.0,2,6.44,37149
3.2,0,9.272,0,9.272,6033
3.2,1,6.831,0,6.509,28097
3.2,0,7.181,0,7.181,5933
3.2,0,7.325,1,5.987,23934
3.2,2,8.039,1,7.787,11047
3.2,2,8.997,0,8.061,44363
3.2,2,8.658,0,7.446,44982
3.2,0,7.245,0,7.245,9953
3.2,2,8.588,1,7.09,5365
3.2,0,8.851,1,7.606,9369
3.2,0,8.536,2,5.785,14522
3.2,0,7.187,2,6.949,24681
3.2,1,8.397,1,8.397,21859
3.2,2,8.102,0,6.253,15945
3.2,2,8.496,0,7.361,13220
3.2,2,7.992,1,6.196,8947
3.2,1,7.597,1,7.597,14790
3.2,0,9.127,2,7.723,17418
3.2,2,8.352,2,8.352,11552
3.2,1,6.71,1,6.71,13303
3.2,0,7.004,1,6.69,64956
3.2,1,6.907,1,6.907,21112
3.2,0,7.957,0,7.957,8596
3.2,2,7.986,0,6.736,22518
3.2,2,7.604,0,7.582,46990
3.2,2,7.02,2,7.02,15454
3.2,1,8.907,0,8.31,45069
3.2,0,8.283,2,8.119,18905
3.2,0,9.137,1,6.389,8780
3.2,2,8.277,0,5.772,10985
3.2,0,7.614,0,7.614,13292
3.2,1,7.199,1,7.199,15585
3.2,0,7.749,2,6.161,13257
3.2,2,8.348,0,7.07,12015
3.2,0,7.894,0,7.894,18902
3.2,1,8.882,2,6.87,6281
3.2,1,8.002,1,8.002,20252
3.2,0,9.418,2,6.348,16984
3.2,0,8.302,2,7.314,8080
3.2,0,7.697,1,7.164,12474
3.2,0,7.499,0,7.499,12892
3.2,1,6.841,0,6.459,21599
3.2,1,8.5,0,7.857,9665
3.2,2,7.644,0,6.597,14523
3.2,2,8.054,1,5.987,6405
3.2,1,8.399,1,8.399,13972
3.2,1,8.226,1,8.226,11725
3.2,1,8.238,0,6.459,10134
3.2,1,8.135,1,8.135,10406
3.2,0,7.685,1,6.302,30310
3.2,1,10.409,1,10.409,5199
3.2,1,7.455,2,6.75,5150
3.2,1,8.399,0,8.078,4396
3.2,0,6.539,0,6.539,12835
3.2,0,8.032,2,7.773,23114
3.2,1,7.869,0,7.264,4645
3.2,0,7.438,2,6.312,11531
3.2,1,7.852,2,7.314,12190
3.2,0,7.691,2,6.585,21738
3.2,1,6.593,2,5.574,23015
3.2,2,7.557,1,6.299,32621
3.2,2,8.985,1,7.93,32507
3.2,1,9.632,0,4.876,7901
3.2,0,8.238,2,7.819,21735
3.2,1,8.449,2,6.214,7631
3.2,2,7.078,1,5.712,41752
3.2,1,7.359,1,7.359,8639
3.2,0,7.56,0,7.56,15565
3.2,0,8.129,2,5.77,25027
3.2,0,8.994,1,7.073,11833
3.2,0,6.351,2,5.317,28577
3.2,1,7.981,0,6.611,11566
3.2,2,7.092,0,6.203,9412
3.2,1,7.932,2,6.957,25267
3.2,2,7.101,1,7.04,3489
3.2,2,7.263,0,6.705,9858
3.2,2,7.812,0,6.139,18997
