$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
7.2,0,7.684,2,7.556,19103
7.2,2,8.495,0,7.354,6700
7.2,1,7.937,2,7.296,23611
7.2,0,8.589,2,7.868,23585
7.2,2,8.323,0,7.652,7903
7.2,1,7.971,1,7.971,26458
7.2,0,6.773,1,6.408,23755
7.2,1,7.089,1,7.089,7490
7.2,0,8.54,0,8.54,5120
7.2,0,7.311,2,6.922,34141
7.2,2,7.292,0,7.066,2848
7.2,1,9.349,2,7.039,25282
7.2,2,7.989,2,7.989,41237
7.2,1,7.377,1,7.377,7406
7.2,0,9.644,0,9.644,18600
7.2,2,7.612,2,7.612,6891
7.2,0,8.987,0,8.987,29122
7.2,2,8.355,2,8.355,1773
7.2,2,9.571,0,7.33,5924
7.2,1,6.725,0,6.417,17402
7.2,1,9.141,0,6.501,10697
7.2,1,8.537,1,8.537,4872
7.2,1,7.708,2,5.942,7724
7.2,2,8.606,1,6.567,23462
7.2,0,7.207,0,7.207,13437
7.2,2,6.307,2,6.307,45416
7.2,2,7.182,2,7.182,6120
7.2,2,8.606,2,8.606,10489
7.2,1,8.573,1,8.573,1851
7.2,2,8.088,2,8.088,513
7.2,1,8.819,2,6.737,13973
7.2,1,7.53,0,5.637,10620
7.2,0,8.068,0,8.068,3671
7.2,1,9.593,1,9.593,14055
7.2,2,8.622,0,5.999,43043
7.2,2,8.642,0,6.845,4639
7.2,0,8.169,0,8.169,17329
7.2,1,7.434,1,7.434,13157
7.2,2,8.425,2,8.425,7138
7.2,2,7.37,2,7.37,45605
7.2,1,7.835,2,6.174,18754
7.2,1,10.337,2,6.364,29578
7.2,1,8.854,1,8.854,2075
7.2,0,7.623,0,7.623,7459
7.2,0,8.748,0,8.748,3047
7.2,1,7.007,1,7.007,17556
7.2,1,9.457,0,6.93,10292
7.2,2,7.049,0,6.805,2625
7.2,1,8.635,2,8.09,31253
7.2,0,9.395,1,6.548,32272
7.2,1,8.398,2,6.579,22611
7.2,2,7.089,0,7.084,12781
7.2,1,7.616,0,6.832,4630
7.2,0,8.639,0,8.639,5751
7.2,0,7.651,1,6.81,9908
7.2,0,8.141,0,8.141,6354
7.2,0,6.967,0,6.967,9805
7.2,2,8.079,1,7.386,12896
7.2,2,9.21,0,7.999,37402
7.2,2,7.45,2,7.45,2989
7.2,1,8.617,0,7.369,21895
7.2,1,9.787,1,9.787,14070
7.2,2,7.401,1,7.201,5374
7.2,1,7.863,2,7.206,2743
7.2,2,7.605,0,7.327,18790
7.2,2,9.044,2,9.044,3311
7.2,2,7.654,2,7.654,6394
7.2,0,7.396,2,6.678,5659
7.2,2,7.923,2,7.923,11400
7.2,1,9.082,0,7.189,6106
7.2,1,8.924,0,7.889,21491
7.2,2,8.095,1,7.132,10428
7.2,2,9.656,1,7.756,16247
7.2,1,7.811,1,7.811,3265
7.2,1,7.283,1,7.283,9111
7.2,1,7.442,2,6.732,17778
7.2,1,9.297,2,7.54,5369
7.2,0,7.615,0,7.615,20070
7.2,2,7.417,0,6.572,26766
7.2,0,9.179,0,9.179,6804
7.2,0,9.552,0,9.552,3006
7.2,1,9.183,0,7.848,10459
7.2,0,7.208,0,7.208,1008
7.2,1,8.384,1,8.384,17259
7.2,0,7.634,1,7.213,15001
7.2,1,8.419,1,8.419,13059
7.2,0,8.567,0,8.567,7963
7.2,2,9.899,2,9.899,2142
7.2,0,9.006,1,6.639,13732
7.2,0,7.041,2,5.795,51165
7.2,0,7.066,2,6.402,10487
7.2,1,7.739,1,7.739,6282
7.2,1,7.838,1,7.838,10351
7.2,0,7.194,0,7.194,6711
7.2,2,8.342,1,6.745,8757
7.2,0,7.734,0,7.734,13153
7.2,2,8.571,1,7.842,10573
7.2,1,8.636,2,8.252,13768
7.2,0,8.496,0,8.496,13423
7.2,1,7.606,0,6.651,9092
