$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0.0,0.0,0.0,0.0,0.924
0.0,0.0,0.1,0.1,0.908
0.0,0.0,0.2,0.2,0.912
0.0,0.0,0.3,0.3,0.874
0.0,0.0,0.4,0.4,0.898
0.0,0.0,0.5,0.5,0.872
0.0,0.0,0.6,0.6,0.89
0.0,0.0,0.7,0.7,0.852
0.0,0.0,0.8,0.8,0.882
0.0,0.0,0.9,0.9,0.858
0.0,0.0,1.0,1.0,0.838
0.0,0.0,1.1,1.1,0.826
0.0,0.0,1.2,1.2,0.828
0.0,0.0,1.3,1.3,0.83
0.0,0.0,1.4,1.4,0.782
0.0,0.0,1.5,1.5,0.796
0.0,0.0,1.6,1.6,0.756
0.0,0.0,1.7,1.7,0.734
0.0,0.0,1.8,1.8,0.72
0.0,0.0,1.9,1.9,0.658
0.0,0.0,2.0,2.0,0.684
0.0,0.0,2.1,2.1,0.636
0.0,0.0,2.2,2.2,0.624
0.0,0.0,2.3,2.3,0.574
0.0,0.0,2.4,2.4,0.562
0.0,0.0,2.5,2.5,0.534
0.0,0.0,2.6,2.6,0.516
0.0,0.0,2.7,2.7,0.476
0.0,0.0,2.8,2.8,0.478
0.0,0.0,2.9,2.9,0.422
0.0,0.0,3.0,3.0,0.402
0.0,0.0,3.1,3.1,0.422
0.0,0.0,3.2,3.2,0.342
0.0,0.0,3.3,3.3,0.352
0.0,0.0,3.4,3.4,0.318
0.0,0.0,3.5,3.5,0.312
0.0,0.0,3.6,3.6,0.292
0.0,0.0,3.7,3.7,0.24
0.0,0.0,3.8,3.8,0.258
0.0,0.0,3.9,3.9,0.238
0.0,0.0,4.0,4.0,0.238
0.0,0.0,4.1,4.1,0.27
0.0,0.0,4.2,4.2,0.242
0.0,0.0,4.3,4.3,0.234
0.0,0.0,4.4,4.4,0.22
0.0,0.0,4.5,4.5,0.214
0.0,0.0,4.6,4.6,0.218
0.0,0.0,4.7,4.7,0.22
0.0,0.0,4.8,4.8,0.204
0.0,0.0,4.9,4.9,0.228
0.0,0.0,5.0,5.0,0.194
0.0,0.0,5.1,5.1,0.188
0.0,0.0,5.2,5.2,0.22
0.0,0.0,5.3,5.3,0.184
0.0,0.0,5.4,5.4,0.182
0.0,0.0,5.5,5.5,0.24
0.0,0.0,5.6,5.6,0.226
0.0,0.0,5.7,5.7,0.2
0.0,0.0,5.8,5.8,0.224
0.0,0.0,5.9,5.9,0.18
0.0,0.0,6.0,6.0,0.224
0.0,0.0,6.1,6.1,0.218
0.0,0.0,6.2,6.2,0.21
0.0,0.0,6.3,6.3,0.192
0.0,0.0,6.4,6.4,0.236
0.0,0.0,6.5,6.5,0.186
0.0,0.0,6.6,6.6,0.182
0.0,0.0,6.7,6.7,0.182
0.0,0.0,6.8,6.8,0.176
0.0,0.0,6.9,6.9,0.224
0.0,0.0,7.0,7.0,0.192
0.0,0.0,7.1,7.1,0.198
0.0,0.0,7.2,7.2,0.21
0.0,0.0,7.3,7.3,0.212
0.0,0.0,7.4,7.4,0.218
0.0,0.0,7.5,7.5,0.202
0.0,0.0,7.6,7.6,0.212
0.0,0.0,7.7,7.7,0.2
0.0,0.0,7.8,7.8,0.196
0.0,0.0,7.9,7.9,0.208
0.0,0.0,8.0,8.0,0.196
0.0,0.0,8.1,8.1,0.204
0.0,0.0,8.2,8.2,0.192
0.0,0.0,8.3,8.3,0.19
0.0,0.0,8.4,8.4,0.202
0.0,0.0,8.5,8.5,0.214
0.0,0.0,8.6,8.6,0.162
0.0,0.0,8.7,8.7,0.176
0.0,0.0,8.8,8.8,0.202
0.0,0.0,8.9,8.9,0.186
0.0,0.0,9.0,9.0,0.216
0.0,0.0,9.1,9.1,0.206
0.0,0.0,9.2,9.2,0.156
0.0,0.0,9.3,9.3,0.206
0.0,0.0,9.4,9.4,0.218
0.0,0.0,9.5,9.5,0.2
0.0,0.0,9.6,9.6,0.206
0.0,0.0,9.7,9.7,0.202
0.0,0.0,9.8,9.8,0.198
0.0,0.0,9.9,9.9,0.188
0.0,0.0,10.0,10.0,0.18
0.0,0.0,10.1,10.1,0.21
0.0,0.0,10.2,10.2,0.196
0.0,0.0,10.3,10.3,0.196
0.0,0.0,10.4,10.4,0.218
0.0,0.0,10.5,10.5,0.196
0.0,0.0,10.6,10.6,0.178
0.0,0.0,10.7,10.7,0.204
0.0,0.0,10.8,10.8,0.196
0.0,0.0,10.9,10.9,0.198
0.0,0.0,11.0,11.0,0.226
0.0,0.0,11.1,11.1,0.208
0.0,0.0,11.2,11.2,0.206
0.0,0.0,11.3,11.3,0.2
0.0,0.0,11.4,11.4,0.19
0.0,0.0,11.5,11.5,0.216
0.0,0.0,11.6,11.6,0.224
0.0,0.0,11.7,11.7,0.178
0.0,0.0,11.8,11.8,0.204
0.0,0.0,11.9,11.9,0.196
