$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.88,0.18913013321927766,1.012
0.0,0.0,0.1,0.1,0.918,0.18020287412606992,1.024
0.0,0.0,0.2,0.2,0.892,0.17433058036048718,1.052
0.0,0.0,0.3,0.3,0.904,0.1886639202537836,1.036
0.0,0.0,0.4,0.4,0.894,0.18620708412105236,1.064
0.0,0.0,0.5,0.5,0.862,0.19698302433875842,1.14
0.0,0.0,0.6,0.6,0.884,0.1898158191598203,0.964
0.0,0.0,0.7,0.7,0.87,0.22561640036126493,1.18
0.0,0.0,0.8,0.8,0.864,0.2351611722101876,1.132
0.0,0.0,0.9,0.9,0.846,0.2523986455002078,1.212
0.1,0.1,0.0,0.0,0.916,0.14758435651736795,1.044
0.1,0.1,0.1,0.1,0.9,0.17168413780636801,1.012
0.1,0.1,0.2,0.2,0.918,0.17018867513391803,0.944
0.1,0.1,0.3,0.3,0.892,0.1573785645432341,0.988
0.1,0.1,0.4,0.4,0.89,0.1766631873604434,0.956
0.1,0.1,0.5,0.5,0.888,0.171465633362506,1.148
0.1,0.1,0.6,0.6,0.874,0.18416365189954276,1.056
0.1,0.1,0.7,0.7,0.876,0.19795585950353767,1.14
0.1,0.1,0.8,0.8,0.83,0.24906150299739127,1.176
0.1,0.1,0.9,0.9,0.882,0.22328215829633163,1.092
0.2,0.2,0.0,0.0,0.92,0.14443090331478797,0.868
0.2,0.2,0.1,0.1,0.92,0.14234572009312454,0.812
0.2,0.2,0.2,0.2,0.902,0.16594590419832736,1.008
0.2,0.2,0.3,0.3,0.904,0.1674866494222769,0.952
0.2,0.2,0.4,0.4,0.916,0.16296224413131577,0.984
0.2,0.2,0.5,0.5,0.902,0.1664780669250297,1.012
0.2,0.2,0.6,0.6,0.886,0.1989318767920847,1.004
0.2,0.2,0.7,0.7,0.89,0.1926278058931111,1.06
0.2,0.2,0.8,0.8,0.86,0.20868880563531675,1.036
0.2,0.2,0.9,0.9,0.886,0.208357045212721,1.0
0.3,0.3,0.0,0.0,0.904,0.14968384711686708,0.896
0.3,0.3,0.1,0.1,0.914,0.15187672388230336,0.976
0.3,0.3,0.2,0.2,0.888,0.16944919238959397,1.028
0.3,0.3,0.3,0.3,0.892,0.19492682270893114,0.992
0.3,0.3,0.4,0.4,0.9,0.16339210267359633,0.988
0.3,0.3,0.5,0.5,0.88,0.20176765973997232,1.036
0.3,0.3,0.6,0.6,0.87,0.18554002020663982,1.028
0.3,0.3,0.7,0.7,0.874,0.20280592303796793,1.044
0.3,0.3,0.8,0.8,0.878,0.18457310615030695,1.036
0.3,0.3,0.9,0.9,0.854,0.23401532210453507,1.136
0.4,0.4,0.0,0.0,0.902,0.16040594970876845,1.136
0.4,0.4,0.1,0.1,0.926,0.14483926133757682,1.012
0.4,0.4,0.2,0.2,0.896,0.15789454938744749,1.156
0.4,0.4,0.3,0.3,0.888,0.17386484802087201,0.996
0.4,0.4,0.4,0.4,0.868,0.1962471030182784,1.008
0.4,0.4,0.5,0.5,0.926,0.16185576973802915,0.952
0.4,0.4,0.6,0.6,0.89,0.1792064981529129,1.032
0.4,0.4,0.7,0.7,0.91,0.1967950523162549,0.932
0.4,0.4,0.8,0.8,0.886,0.19933202509594555,1.092
0.4,0.4,0.9,0.9,0.876,0.18617211929432792,1.028
