$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.952,0.08895370052710984,0.108
0.0,0.0,0.1,0.1,0.96,0.08779512077164253,0.084
0.0,0.0,0.2,0.2,0.97,0.07319916716929538,0.068
0.0,0.0,0.3,0.3,0.96,0.09061273855809102,0.108
0.0,0.0,0.4,0.4,0.952,0.07786439031514755,0.104
0.0,0.0,0.5,0.5,0.968,0.08480015270709139,0.072
0.0,0.0,0.6,0.6,0.946,0.12024345501485477,0.14
0.0,0.0,0.7,0.7,0.954,0.08633899535514769,0.116
0.0,0.0,0.8,0.8,0.95,0.09192780809655542,0.136
0.0,0.0,0.9,0.9,0.95,0.08882376201799462,0.12
0.1,0.1,0.0,0.0,0.962,0.0765161375844397,0.084
0.1,0.1,0.1,0.1,0.952,0.09053583162464562,0.104
0.1,0.1,0.2,0.2,0.958,0.08520825902407342,0.088
0.1,0.1,0.3,0.3,0.968,0.07676439080635018,0.072
0.1,0.1,0.4,0.4,0.95,0.08584881818647948,0.108
0.1,0.1,0.5,0.5,0.96,0.08287700819897093,0.096
0.1,0.1,0.6,0.6,0.952,0.09639501432830269,0.104
0.1,0.1,0.7,0.7,0.966,0.09255073517767752,0.084
0.1,0.1,0.8,0.8,0.946,0.10826631613028904,0.12
0.1,0.1,0.9,0.9,0.956,0.09809608453540047,0.116
0.2,0.2,0.0,0.0,0.974,0.06699575212698658,0.06
0.2,0.2,0.1,0.1,0.958,0.09002591893463813,0.084
0.2,0.2,0.2,0.2,0.95,0.11129827187712134,0.12
0.2,0.2,0.3,0.3,0.958,0.07404797555275812,0.084
0.2,0.2,0.4,0.4,0.958,0.08709325990247486,0.092
0.2,0.2,0.5,0.5,0.948,0.08653732305737381,0.12
0.2,0.2,0.6,0.6,0.94,0.11320768692543166,0.132
0.2,0.2,0.7,0.7,0.946,0.08807962654861672,0.124
0.2,0.2,0.8,0.8,0.97,0.08752703113552866,0.084
0.2,0.2,0.9,0.9,0.956,0.09765638050660139,0.1
0.3,0.3,0.0,0.0,0.95,0.09339351219460532,0.112
0.3,0.3,0.1,0.1,0.962,0.0910294106166907,0.084
0.3,0.3,0.2,0.2,0.962,0.07848273137452,0.084
0.3,0.3,0.3,0.3,0.948,0.0886110138167107,0.112
0.3,0.3,0.4,0.4,0.964,0.08107958336440035,0.084
0.3,0.3,0.5,0.5,0.946,0.08939803618100221,0.12
0.3,0.3,0.6,0.6,0.966,0.08185884622887955,0.072
0.3,0.3,0.7,0.7,0.97,0.06953398771360811,0.068
0.3,0.3,0.8,0.8,0.946,0.09867643505187945,0.112
0.3,0.3,0.9,0.9,0.928,0.10506978910352756,0.148
0.4,0.4,0.0,0.0,0.96,0.10061201070217467,0.092
0.4,0.4,0.1,0.1,0.95,0.09168899272675524,0.104
0.4,0.4,0.2,0.2,0.962,0.08938957274240451,0.08
0.4,0.4,0.3,0.3,0.952,0.0854031913627901,0.1
0.4,0.4,0.4,0.4,0.934,0.09755267970528687,0.144
0.4,0.4,0.5,0.5,0.946,0.09370702583241008,0.12
0.4,0.4,0.6,0.6,0.954,0.0854860858616911,0.1
0.4,0.4,0.7,0.7,0.942,0.09605517637641435,0.128
0.4,0.4,0.8,0.8,0.956,0.08269207052768433,0.096
0.4,0.4,0.9,0.9,0.956,0.10233303575852407,0.096
