$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.852,0.23249375172804082,4.344
0.0,0.0,0.1,0.1,0.856,0.23353177966672767,4.428
0.0,0.0,0.2,0.2,0.83,0.26330387039032394,4.412
0.0,0.0,0.3,0.3,0.818,0.2552316382248436,4.76
0.0,0.0,0.4,0.4,0.826,0.27097227135052954,4.628
0.0,0.0,0.5,0.5,0.824,0.27506070975845215,4.572
0.0,0.0,0.6,0.6,0.79,0.3249193254222054,5.116
0.0,0.0,0.7,0.7,0.76,0.35653405777608094,5.228
0.0,0.0,0.8,0.8,0.722,0.39112201942949615,5.716
0.0,0.0,0.9,0.9,0.734,0.39360192933413485,5.764
0.1,0.1,0.0,0.0,0.88,0.23021092259933254,4.244
0.1,0.1,0.1,0.1,0.86,0.21922378146972663,4.036
0.1,0.1,0.2,0.2,0.856,0.21213181983927978,4.612
0.1,0.1,0.3,0.3,0.844,0.2532737977048076,4.624
0.1,0.1,0.4,0.4,0.826,0.258917316968341,4.808
0.1,0.1,0.5,0.5,0.81,0.279843664401809,4.832
0.1,0.1,0.6,0.6,0.826,0.27370941327959325,4.844
0.1,0.1,0.7,0.7,0.802,0.3152036150870705,4.964
0.1,0.1,0.8,0.8,0.752,0.3573370480941913,5.38
0.1,0.1,0.9,0.9,0.732,0.3622892741444412,5.516
0.2,0.2,0.0,0.0,0.84,0.23112379175189868,4.6
0.2,0.2,0.1,0.1,0.866,0.21624024343539405,4.5
0.2,0.2,0.2,0.2,0.846,0.2495786007831684,4.424
0.2,0.2,0.3,0.3,0.84,0.2314416849747734,4.516
0.2,0.2,0.4,0.4,0.84,0.2589338704211233,4.364
0.2,0.2,0.5,0.5,0.822,0.2513905355289445,4.56
0.2,0.2,0.6,0.6,0.82,0.3095775809390289,4.624
0.2,0.2,0.7,0.7,0.788,0.2796699734883933,4.808
0.2,0.2,0.8,0.8,0.786,0.34216492508724755,5.056
0.2,0.2,0.9,0.9,0.796,0.3169148952817386,5.148
0.3,0.3,0.0,0.0,0.85,0.22199783192435515,4.676
0.3,0.3,0.1,0.1,0.86,0.22556971045290541,4.584
0.3,0.3,0.2,0.2,0.87,0.22258136494600378,4.356
0.3,0.3,0.3,0.3,0.86,0.2334570112532087,4.448
0.3,0.3,0.4,0.4,0.844,0.22833946361031363,4.42
0.3,0.3,0.5,0.5,0.864,0.23207451298055948,4.636
0.3,0.3,0.6,0.6,0.834,0.2626223205360658,4.672
0.3,0.3,0.7,0.7,0.81,0.27800916198352565,4.76
0.3,0.3,0.8,0.8,0.836,0.2724006681569764,4.628
0.3,0.3,0.9,0.9,0.816,0.306810958155836,5.104
0.4,0.4,0.0,0.0,0.872,0.1894768326830703,4.648
0.4,0.4,0.1,0.1,0.886,0.1976840673156982,4.464
0.4,0.4,0.2,0.2,0.866,0.20737835606847316,4.82
0.4,0.4,0.3,0.3,0.884,0.2032464105785461,4.352
0.4,0.4,0.4,0.4,0.854,0.2186276320455962,4.416
0.4,0.4,0.5,0.5,0.848,0.24919909900399076,4.436
0.4,0.4,0.6,0.6,0.822,0.25562701918503744,4.496
0.4,0.4,0.7,0.7,0.804,0.28988226504774794,4.644
0.4,0.4,0.8,0.8,0.816,0.285320421866123,4.652
0.4,0.4,0.9,0.9,0.828,0.284100307806614,4.76
