$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.1,0.1,0.1,0.1,0.924
0.1,0.1,0.2,0.2,0.926
0.1,0.1,0.3,0.3,0.88
0.1,0.1,0.4,0.4,0.752
0.1,0.1,0.5,0.5,0.674
0.1,0.1,0.6,0.6,0.636
0.1,0.1,0.7,0.7,0.566
0.1,0.1,0.8,0.8,0.556
0.1,0.1,0.9,0.9,0.52
0.1,0.1,1.0,1.0,0.488
0.1,0.1,1.1,1.1,0.462
0.1,0.1,1.2,1.2,0.436
0.1,0.1,1.3,1.3,0.46
0.1,0.1,1.4,1.4,0.43
0.1,0.1,1.5,1.5,0.432
0.1,0.1,1.6,1.6,0.432
0.1,0.1,1.7,1.7,0.456
0.1,0.1,1.8,1.8,0.43
0.1,0.1,1.9,1.9,0.402
0.1,0.1,2.0,2.0,0.388
0.1,0.1,2.1,2.1,0.352
0.1,0.1,2.2,2.2,0.388
0.1,0.1,2.3,2.3,0.372
0.1,0.1,2.4,2.4,0.338
0.1,0.1,2.5,2.5,0.366
0.1,0.1,2.6,2.6,0.364
0.1,0.1,2.7,2.7,0.372
0.1,0.1,2.8,2.8,0.352
0.1,0.1,2.9,2.9,0.366
0.1,0.1,3.0,3.0,0.322
0.1,0.1,3.1,3.1,0.358
0.1,0.1,3.2,3.2,0.332
0.1,0.1,3.3,3.3,0.356
0.1,0.1,3.4,3.4,0.324
0.1,0.1,3.5,3.5,0.348
0.1,0.1,3.6,3.6,0.288
0.1,0.1,3.7,3.7,0.3
0.1,0.1,3.8,3.8,0.304
0.1,0.1,3.9,3.9,0.322
0.1,0.1,4.0,4.0,0.254
0.1,0.1,4.1,4.1,0.302
0.1,0.1,4.2,4.2,0.262
0.1,0.1,4.3,4.3,0.304
0.1,0.1,4.4,4.4,0.274
0.1,0.1,4.5,4.5,0.282
0.1,0.1,4.6,4.6,0.288
0.1,0.1,4.7,4.7,0.28
0.1,0.1,4.8,4.8,0.292
0.1,0.1,4.9,4.9,0.3
0.1,0.1,5.0,5.0,0.286
0.1,0.1,5.1,5.1,0.25
0.1,0.1,5.2,5.2,0.286
0.1,0.1,5.3,5.3,0.252
0.1,0.1,5.4,5.4,0.24
0.1,0.1,5.5,5.5,0.268
