$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.996,0.02704885689875405,0.004
0.0,0.0,0.1,0.1,0.984,0.04098587087369562,0.016
0.0,0.0,0.2,0.2,0.972,0.03492746797275835,0.027
0.0,0.0,0.3,0.3,0.986,0.030863544501723992,0.014
0.0,0.0,0.4,0.4,0.99,0.02776992221590689,0.01
0.0,0.0,0.5,0.5,0.982,0.029839247661861454,0.019
0.0,0.0,0.6,0.6,0.982,0.020824273363916367,0.018
0.0,0.0,0.7,0.7,0.978,0.03787767086895737,0.022
0.0,0.0,0.8,0.8,0.982,0.03872736431443783,0.017
0.0,0.0,0.9,0.9,0.99,0.01944970300542568,0.01
0.0,0.0,1.0,1.0,0.974,0.048903843785741814,0.027
0.0,0.0,1.1,1.1,0.978,0.03984065329589317,0.023
0.0,0.0,1.2,1.2,0.964,0.05438242064510818,0.038
0.0,0.0,1.3,1.3,0.974,0.0444486729398942,0.026
0.0,0.0,1.4,1.4,0.982,0.044019647239593444,0.021
0.0,0.0,1.5,1.5,0.974,0.05939885226705961,0.027
0.0,0.0,1.6,1.6,0.976,0.05451656688444376,0.022
0.0,0.0,1.7,1.7,0.962,0.0656770376983144,0.033
0.0,0.0,1.8,1.8,0.966,0.06167154762385979,0.036
0.0,0.0,1.9,1.9,0.952,0.0766985504832085,0.048
0.0,0.0,2.0,2.0,0.964,0.08773860162799524,0.035
0.0,0.0,2.1,2.1,0.958,0.08166720519653736,0.044
0.0,0.0,2.2,2.2,0.946,0.12005237622728082,0.054
0.0,0.0,2.3,2.3,0.952,0.12115988336213025,0.062
0.0,0.0,2.4,2.4,0.944,0.11121280100264527,0.056
0.0,0.0,2.5,2.5,0.942,0.13717793407998471,0.062
0.0,0.0,2.6,2.6,0.948,0.15802429721047515,0.064
0.0,0.0,2.7,2.7,0.918,0.18492919985813333,0.089
