$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.0,0.0,0.0,0.0,0.116
0.0,0.0,0.1,0.1,0.236
0.0,0.0,0.2,0.2,0.188
0.0,0.0,0.3,0.3,0.226
0.0,0.0,0.4,0.4,0.206
0.0,0.0,0.5,0.5,0.256
0.0,0.0,0.6,0.6,0.216
0.0,0.0,0.7,0.7,0.23
0.0,0.0,0.8,0.8,0.216
0.0,0.0,0.9,0.9,0.216
0.0,0.0,1.0,1.0,0.238
0.0,0.0,1.1,1.1,0.212
0.0,0.0,1.2,1.2,0.288
0.0,0.0,1.3,1.3,0.198
0.0,0.0,1.4,1.4,0.228
0.0,0.0,1.5,1.5,0.244
0.0,0.0,1.6,1.6,0.214
0.0,0.0,1.7,1.7,0.224
0.0,0.0,1.8,1.8,0.236
0.0,0.0,1.9,1.9,0.236
0.0,0.0,2.0,2.0,0.226
0.0,0.0,2.1,2.1,0.192
0.0,0.0,2.2,2.2,0.222
0.0,0.0,2.3,2.3,0.234
0.0,0.0,2.4,2.4,0.246
0.0,0.0,2.5,2.5,0.254
0.0,0.0,2.6,2.6,0.226
0.0,0.0,2.7,2.7,0.226
0.0,0.0,2.8,2.8,0.232
0.0,0.0,2.9,2.9,0.234
0.0,0.0,3.0,3.0,0.24
0.0,0.0,3.1,3.1,0.242
0.0,0.0,3.2,3.2,0.216
0.0,0.0,3.3,3.3,0.238
0.0,0.0,3.4,3.4,0.222
0.0,0.0,3.5,3.5,0.224
0.0,0.0,3.6,3.6,0.196
0.0,0.0,3.7,3.7,0.218
0.0,0.0,3.8,3.8,0.216
0.0,0.0,3.9,3.9,0.238
0.0,0.0,4.0,4.0,0.248
0.0,0.0,4.1,4.1,0.256
0.0,0.0,4.2,4.2,0.202
0.0,0.0,4.3,4.3,0.242
0.0,0.0,4.4,4.4,0.244
0.0,0.0,4.5,4.5,0.234
0.0,0.0,4.6,4.6,0.238
0.0,0.0,4.7,4.7,0.21
0.0,0.0,4.8,4.8,0.226
0.0,0.0,4.9,4.9,0.244
0.0,0.0,5.0,5.0,0.212
0.0,0.0,5.1,5.1,0.238
