$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.832,,
0.0,0.0,0.1,0.1,0.844,,
0.0,0.0,0.2,0.2,0.862,,
0.0,0.0,0.3,0.3,0.838,,
0.0,0.0,0.4,0.4,0.836,,
0.0,0.0,0.5,0.5,0.784,,
0.0,0.0,0.6,0.6,0.734,,
0.0,0.0,0.7,0.7,0.752,,
0.0,0.0,0.8,0.8,0.736,,
0.0,0.0,0.9,0.9,0.652,,
0.0,0.0,1.0,1.0,0.652,,
0.0,0.0,1.1,1.1,0.554,,
0.0,0.0,1.2,1.2,0.514,,
0.0,0.0,1.3,1.3,0.492,,
0.0,0.0,1.4,1.4,0.396,,
0.0,0.0,1.5,1.5,0.38,,
0.0,0.0,1.6,1.6,0.274,,
0.0,0.0,1.7,1.7,0.266,,
0.0,0.0,1.8,1.8,0.246,,
0.0,0.0,1.9,1.9,0.138,,
0.0,0.0,2.0,2.0,0.15,,
0.0,0.0,2.1,2.1,0.156,,
0.0,0.0,2.2,2.2,0.132,,
0.0,0.0,2.3,2.3,0.098,,
0.0,0.0,2.4,2.4,0.13,,
0.0,0.0,2.5,2.5,0.094,,
0.0,0.0,2.6,2.6,0.074,,
0.0,0.0,2.7,2.7,0.066,,
0.0,0.0,2.8,2.8,0.078,,
0.0,0.0,2.9,2.9,0.07,,
0.0,0.0,3.0,3.0,0.052,,
0.0,0.0,3.1,3.1,0.048,,
0.0,0.0,3.2,3.2,0.038,,
0.0,0.0,3.3,3.3,0.048,,
0.0,0.0,3.4,3.4,0.042,,
0.0,0.0,3.5,3.5,0.052,,
0.0,0.0,3.6,3.6,0.034,,
0.0,0.0,3.7,3.7,0.028,,
0.0,0.0,3.8,3.8,0.02,,
0.0,0.0,3.9,3.9,0.04,,
0.0,0.0,4.0,4.0,0.022,,
0.0,0.0,4.1,4.1,0.048,,
0.0,0.0,4.2,4.2,0.042,,
0.0,0.0,4.3,4.3,0.032,,
0.0,0.0,4.4,4.4,0.02,,
0.0,0.0,4.5,4.5,0.016,,
0.0,0.0,4.6,4.6,0.034,,
0.0,0.0,4.7,4.7,0.03,,
