$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.602,,
0.0,0.0,0.1,0.1,0.592,,
0.0,0.0,0.2,0.2,0.518,,
0.0,0.0,0.3,0.3,0.48,,
0.0,0.0,0.4,0.4,0.414,,
0.0,0.0,0.5,0.5,0.448,,
0.0,0.0,0.6,0.6,0.37,,
0.0,0.0,0.7,0.7,0.32,,
0.0,0.0,0.8,0.8,0.254,,
0.0,0.0,0.9,0.9,0.23,,
0.0,0.0,1.0,1.0,0.23,,
0.0,0.0,1.1,1.1,0.158,,
0.0,0.0,1.2,1.2,0.176,,
0.0,0.0,1.3,1.3,0.14,,
0.0,0.0,1.4,1.4,0.116,,
0.0,0.0,1.5,1.5,0.078,,
0.0,0.0,1.6,1.6,0.11,,
0.0,0.0,1.7,1.7,0.092,,
0.0,0.0,1.8,1.8,0.062,,
0.0,0.0,1.9,1.9,0.07,,
0.0,0.0,2.0,2.0,0.06,,
0.0,0.0,2.1,2.1,0.068,,
0.0,0.0,2.2,2.2,0.062,,
0.0,0.0,2.3,2.3,0.044,,
0.0,0.0,2.4,2.4,0.052,,
0.0,0.0,2.5,2.5,0.026,,
0.0,0.0,2.6,2.6,0.032,,
0.0,0.0,2.7,2.7,0.03,,
0.0,0.0,2.8,2.8,0.062,,
0.0,0.0,2.9,2.9,0.048,,
0.0,0.0,3.0,3.0,0.038,,
0.0,0.0,3.1,3.1,0.028,,
0.0,0.0,3.2,3.2,0.026,,
0.0,0.0,3.3,3.3,0.026,,
0.0,0.0,3.4,3.4,0.034,,
0.0,0.0,3.5,3.5,0.034,,
0.0,0.0,3.6,3.6,0.026,,
0.0,0.0,3.7,3.7,0.022,,
0.0,0.0,3.8,3.8,0.034,,
0.0,0.0,3.9,3.9,0.024,,
0.0,0.0,4.0,4.0,0.026,,
0.0,0.0,4.1,4.1,0.02,,
0.0,0.0,4.2,4.2,0.02,,
0.0,0.0,4.3,4.3,0.022,,
0.0,0.0,4.4,4.4,0.028,,
0.0,0.0,4.5,4.5,0.03,,
0.0,0.0,4.6,4.6,0.028,,
0.0,0.0,4.7,4.7,0.032,,
0.0,0.0,4.8,4.8,0.036,,
0.0,0.0,4.9,4.9,0.028,,
