$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
8.4,3,8.881,4,7.281,31211
8.4,1,6.577,1,6.577,54109
8.4,0,7.902,0,7.902,19062
8.4,3,7.0,3,7.0,25079
8.4,2,6.977,0,6.264,33860
8.4,1,7.96,2,7.265,24951
8.4,3,7.203,4,7.16,59392
8.4,0,8.449,0,8.449,6724
8.4,4,8.357,3,7.416,8897
8.4,4,7.819,0,7.763,13115
8.4,3,8.01,1,6.144,24360
8.4,3,6.954,2,6.384,6872
8.4,2,7.011,1,6.6,26836
8.4,4,7.552,2,6.786,17459
8.4,4,7.598,0,6.85,22241
8.4,3,7.931,3,7.931,28996
8.4,0,7.86,1,6.718,21128
8.4,4,7.965,2,6.966,26741
8.4,1,7.396,4,7.369,18091
8.4,4,8.419,3,6.911,43822
8.4,3,8.186,4,7.884,55057
8.4,1,8.123,0,7.673,16609
8.4,2,8.071,4,7.578,11163
8.4,3,9.406,3,9.406,8300
8.4,2,7.979,1,7.712,41382
8.4,2,8.066,4,7.877,45364
8.4,4,7.431,4,7.431,11069
8.4,3,8.157,1,6.993,32221
8.4,2,8.312,2,8.312,28626
8.4,3,9.058,4,8.11,9285
8.4,4,8.63,4,8.63,28252
8.4,2,8.904,0,8.423,20360
8.4,1,6.992,4,6.025,30423
8.4,1,7.899,1,7.899,21596
8.4,3,8.877,2,7.359,24644
8.4,3,7.975,3,7.975,28237
8.4,3,8.006,2,6.659,43803
8.4,0,8.311,2,7.014,28157
8.4,1,9.307,2,9.049,95737
8.4,3,8.142,2,8.023,22674
8.4,2,7.947,1,7.759,25478
8.4,1,7.473,3,6.814,11436
8.4,0,8.236,3,4.582,13662
8.4,0,9.188,2,8.382,18958
8.4,0,7.592,0,7.592,20318
8.4,3,7.408,3,7.408,14822
8.4,4,7.062,0,6.644,19191
8.4,2,7.908,2,7.908,17799
8.4,1,8.352,1,8.352,26882
8.4,2,7.446,1,7.378,41600
8.4,0,7.998,0,7.998,19179
8.4,1,8.2,3,6.397,20714
8.4,3,7.466,0,6.311,38604
8.4,3,8.783,1,8.443,56315
8.4,4,7.853,4,7.853,23117
8.4,1,9.01,1,9.01,29182
8.4,0,8.412,4,6.732,17651
8.4,4,7.649,0,7.341,11584
8.4,1,8.754,3,7.566,56741
8.4,0,8.243,0,8.243,41104
8.4,1,8.945,1,8.945,5631
8.4,2,8.809,2,8.809,32534
8.4,2,8.3,4,7.469,6426
8.4,0,9.222,4,8.923,26671
8.4,0,8.24,3,7.725,24164
8.4,1,7.179,3,6.677,27740
8.4,3,7.139,3,7.139,48571
8.4,1,8.695,1,8.695,25991
8.4,0,8.334,0,8.334,27856
8.4,1,8.77,3,6.876,17440
8.4,0,7.906,2,7.61,13999
8.4,0,7.903,2,7.63,32835
8.4,3,8.94,4,7.395,26360
8.4,4,8.887,3,8.611,52380
8.4,2,7.591,2,7.591,47443
8.4,3,8.21,1,7.09,42025
8.4,4,7.791,4,7.791,19931
8.4,2,8.248,3,7.762,16892
8.4,0,7.082,2,6.919,27118
8.4,3,7.009,3,7.009,68982
8.4,2,8.306,3,8.194,47725
8.4,2,8.934,2,8.934,24160
8.4,0,7.304,1,6.208,17627
8.4,0,8.322,0,8.322,17279
8.4,1,9.455,4,8.182,14869
8.4,0,9.768,3,7.222,32080
8.4,4,6.218,4,6.218,70793
8.4,1,7.812,1,7.812,21119
8.4,4,8.229,4,8.229,40601
8.4,1,7.201,1,7.201,16286
8.4,2,7.884,1,6.961,13149
8.4,3,6.849,0,6.827,23844
8.4,2,8.121,0,7.834,9469
8.4,0,8.164,0,8.164,21401
8.4,1,8.421,4,8.303,41859
8.4,4,7.781,2,7.689,20895
8.4,1,8.59,1,8.59,55726
8.4,4,9.352,2,6.389,26735
8.4,0,6.972,2,6.513,11871
8.4,2,7.881,2,7.881,14887
