$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
13.5,0,7.706,0,7.706,12069
13.5,1,7.698,1,7.698,66281
13.5,1,7.178,0,7.07,67270
13.5,4,7.167,4,7.167,38541
13.5,4,8.356,0,8.312,14354
13.5,2,7.485,3,7.477,27602
13.5,0,7.901,0,7.901,32897
13.5,3,9.678,1,7.804,20233
13.5,1,7.262,1,7.262,18743
13.5,0,7.578,2,6.654,51282
13.5,1,7.245,4,6.692,39577
13.5,2,7.708,2,7.708,19371
13.5,3,9.306,0,8.215,45833
13.5,3,7.999,3,7.999,34729
13.5,2,8.065,3,7.273,10879
13.5,4,8.097,1,6.608,14549
13.5,4,7.45,2,6.463,63559
13.5,1,8.717,0,7.839,53973
13.5,2,7.168,2,7.168,80348
13.5,4,7.623,3,6.638,22830
13.5,0,8.779,2,7.161,31248
13.5,2,8.218,2,8.218,12424
13.5,0,10.137,3,7.86,22396
13.5,4,8.454,1,7.899,80000
13.5,1,7.991,1,7.991,15331
13.5,0,8.439,2,6.948,36849
13.5,0,8.476,1,7.002,46583
13.5,0,7.772,0,7.772,19998
13.5,3,9.04,3,9.04,19488
13.5,3,7.569,1,6.915,11826
13.5,1,8.956,4,5.728,18521
13.5,0,7.925,3,7.862,33093
13.5,2,7.252,4,5.888,77986
13.5,0,8.745,3,8.603,62200
13.5,2,8.282,3,7.199,48991
13.5,1,8.288,0,7.707,54742
13.5,4,8.075,4,8.075,39557
13.5,2,8.342,2,8.342,25378
13.5,4,8.95,4,8.95,13730
13.5,0,9.426,0,9.426,14443
13.5,2,8.672,0,7.056,30687
13.5,2,6.778,3,6.212,50092
13.5,1,7.556,1,7.556,15586
13.5,1,8.537,3,7.623,72755
13.5,3,9.03,1,8.677,18718
13.5,4,9.146,4,9.146,23853
13.5,1,8.702,0,8.276,34536
13.5,1,7.485,2,6.933,18793
13.5,0,8.007,1,7.685,41584
13.5,1,8.48,1,8.48,32613
13.5,1,7.244,1,7.244,15616
13.5,3,8.081,3,8.081,8677
13.5,1,8.407,4,7.041,38305
13.5,3,8.175,4,7.524,28374
13.5,1,8.157,4,7.213,53225
13.5,2,9.276,0,7.162,36639
13.5,0,5.846,3,5.686,15349
13.5,2,7.057,2,7.057,40465
13.5,4,8.845,1,8.105,14186
13.5,4,7.847,4,7.847,23511
13.5,1,6.663,0,5.552,15642
13.5,0,8.882,3,7.62,52099
13.5,4,8.282,3,8.21,38448
13.5,1,8.884,3,7.727,20369
13.5,2,8.365,4,7.374,47411
13.5,3,8.836,4,6.049,65684
13.5,0,7.473,0,7.473,12088
13.5,0,8.077,3,7.978,47978
13.5,1,7.632,1,7.632,17272
13.5,1,8.361,2,7.706,15346
13.5,4,8.406,4,8.406,24137
13.5,0,7.386,0,7.386,12772
13.5,4,7.986,1,7.015,33077
13.5,3,7.047,3,7.047,27902
13.5,1,7.366,3,6.691,49343
13.5,0,7.796,3,6.853,7760
13.5,0,7.93,2,7.075,32702
13.5,1,7.65,1,7.65,10659
13.5,1,8.213,1,8.213,15656
13.5,4,7.896,0,7.624,8104
13.5,4,7.929,3,7.702,23885
13.5,0,9.103,1,8.817,7632
13.5,2,8.029,2,8.029,22111
13.5,0,9.709,0,9.709,43661
13.5,3,8.484,3,8.484,35043
13.5,1,9.6,2,8.654,9053
13.5,1,6.987,0,6.374,11097
13.5,0,8.417,4,8.287,44729
13.5,3,7.688,2,7.509,30237
13.5,3,8.479,3,8.479,36904
13.5,0,8.167,0,8.167,37918
13.5,2,7.394,4,6.516,43998
13.5,1,7.016,1,7.016,50399
13.5,2,9.194,0,5.657,96886
13.5,4,7.608,4,7.608,12248
13.5,1,9.126,3,7.749,18739
13.5,3,7.997,3,7.997,10693
13.5,1,8.646,1,8.646,20397
13.5,2,9.075,2,9.075,11320
13.5,1,8.69,1,8.69,23993
