n,$m_{i}$,$D_{m}$,$\mu_{m_{1}}$,$\mu_{m_{2}}$,$\sigma_{m_{1}}$,$\sigma_{m_{2}}$,$D_{x}$,$\mu_{x_{1}}$,$\mu_{x_{2}}$,$\sigma_{x_{1}}$,$\sigma_{x_{2}}$,$\delta_{\mu_{x}}$,$D_{h}$,$\mu_{h_{1}}$,$\mu_{h_{2}}$,$\sigma_{h_{1}}$,$\sigma_{h_{2}}$,$\delta_{\mu_{h}}$
3,50.0,G,50,50,0,0,G,10,10,1,1,0,G,10,10,1,1,0
