$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
8.5,2,8.786,3,6.617,73934
8.5,0,8.945,0,8.945,57656
8.5,1,8.899,1,8.899,20434
8.5,0,7.493,3,7.035,89914
8.5,1,7.661,1,7.661,31887
8.5,2,9.501,0,8.106,43022
8.5,1,7.836,1,7.836,116192
8.5,0,8.654,0,8.654,56714
8.5,0,8.89,1,8.615,27767
8.5,0,9.124,2,8.387,132651
8.5,0,8.801,1,6.788,41950
8.5,0,8.02,0,8.02,44436
8.5,3,7.613,4,7.386,102886
8.5,0,9.641,0,9.641,11492
8.5,3,9.46,2,7.685,46643
8.5,0,8.33,4,7.746,22029
8.5,1,8.55,4,6.627,74327
8.5,4,9.416,4,9.416,40764
8.5,4,8.216,4,8.216,45032
8.5,4,7.638,4,7.638,33232
8.5,2,8.176,2,8.176,22151
8.5,2,8.697,2,8.697,31685
8.5,3,7.952,1,6.634,29920
8.5,0,8.535,1,7.952,46708
8.5,2,8.263,2,8.263,42471
8.5,4,7.215,1,7.103,18526
8.5,4,8.353,4,8.353,35371
8.5,0,8.066,0,8.066,10165
8.5,4,6.727,3,6.471,118070
8.5,2,8.326,2,8.326,33643
8.5,1,8.064,1,8.064,13240
8.5,1,8.094,1,8.094,63702
8.5,4,6.797,4,6.797,5300
8.5,4,8.124,3,7.057,45161
8.5,2,9.22,2,9.22,6134
8.5,3,7.839,3,7.839,70667
8.5,0,8.08,0,8.08,1255
8.5,0,6.96,1,6.586,127386
8.5,2,8.503,0,7.829,30304
8.5,1,8.444,1,8.444,61269
8.5,3,8.006,1,7.889,34665
8.5,0,7.608,1,7.498,19776
8.5,1,8.546,3,8.008,84735
8.5,4,8.161,3,7.8,50253
8.5,3,7.798,3,7.798,21989
8.5,1,8.523,1,8.523,32483
8.5,3,8.583,3,8.583,9690
8.5,4,7.463,0,7.087,39466
8.5,4,6.925,0,6.819,64112
8.5,2,7.563,2,7.563,1186
8.5,3,8.671,3,8.671,36084
8.5,3,7.938,0,7.361,59014
8.5,1,8.634,1,8.634,71254
8.5,3,8.354,3,8.354,26227
8.5,1,9.183,0,7.323,56614
8.5,1,9.01,1,9.01,66507
8.5,2,8.557,3,6.956,66274
8.5,4,8.141,1,7.958,24296
8.5,2,9.129,2,9.129,12785
8.5,2,8.443,2,8.443,15888
8.5,2,7.228,2,7.228,91583
8.5,3,8.385,3,8.385,15046
8.5,2,8.758,2,8.758,33065
8.5,1,7.976,1,7.976,43191
8.5,0,9.723,4,7.559,37943
8.5,1,8.56,1,8.56,37145
8.5,2,7.588,2,7.588,14180
8.5,3,8.894,2,7.011,31529
8.5,2,8.57,2,8.57,20255
8.5,3,9.16,3,9.16,9340
8.5,1,9.128,1,9.128,7585
8.5,0,8.063,2,7.357,22193
8.5,0,8.507,0,8.507,23217
8.5,2,8.22,0,7.907,71790
8.5,0,8.599,0,8.599,53173
8.5,4,8.416,4,8.416,18402
8.5,2,7.754,2,7.754,6762
8.5,3,7.976,0,7.783,30987
8.5,2,9.146,2,9.146,20719
8.5,1,9.363,1,9.363,59969
8.5,1,9.893,1,9.893,11822
8.5,1,8.876,1,8.876,16822
8.5,3,7.667,3,7.667,7748
8.5,0,8.424,3,7.51,20710
8.5,4,7.688,4,7.688,46399
8.5,3,8.166,3,8.166,25030
8.5,1,7.475,3,7.446,96554
8.5,0,6.958,1,6.939,16815
8.5,3,8.289,1,7.696,83932
8.5,4,9.539,0,8.115,36345
8.5,4,8.787,4,8.787,18631
8.5,4,6.466,4,6.466,90144
8.5,0,8.284,0,8.284,66359
8.5,2,8.755,2,8.755,20508
8.5,2,8.416,2,8.416,18207
8.5,4,9.269,4,9.269,13365
8.5,4,8.512,4,8.512,6881
8.5,1,9.05,1,9.05,15561
8.5,0,9.078,1,7.903,52075
8.5,2,9.848,2,9.848,34553
