$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
6.6,4,11.185,0,7.586,30732
6.6,1,8.891,4,6.071,24480
6.6,3,8.997,1,8.545,36471
6.6,1,7.63,1,7.63,15543
6.6,4,7.589,2,7.494,74412
6.6,2,8.3,1,8.221,33799
6.6,2,8.337,3,6.974,26611
6.6,2,8.261,1,6.979,46803
6.6,0,7.818,3,7.3,21970
6.6,1,7.912,0,7.197,16364
6.6,1,8.585,4,8.002,24460
6.6,0,7.582,1,6.843,19638
6.6,0,7.785,0,7.785,14939
6.6,3,8.072,0,6.448,100956
6.6,4,8.715,3,7.284,24890
6.6,2,8.356,4,8.01,23342
6.6,3,7.95,2,6.783,35956
6.6,4,8.372,0,6.444,34857
6.6,2,8.873,2,8.873,21367
6.6,0,7.908,4,6.114,74401
6.6,3,7.197,0,6.608,26126
6.6,1,7.169,3,7.047,59162
6.6,2,9.11,0,8.147,55979
6.6,2,7.991,2,7.991,41792
6.6,4,8.38,4,8.38,11054
6.6,0,8.616,4,6.304,138501
6.6,3,8.066,1,7.827,48266
6.6,1,8.231,3,7.467,42222
6.6,4,8.144,2,6.765,32422
6.6,0,8.386,4,7.308,24358
6.6,1,9.642,3,7.184,20924
6.6,3,8.627,4,7.901,37433
6.6,2,8.411,3,8.205,23627
6.6,0,9.731,0,9.731,57683
6.6,1,8.207,1,8.207,27749
6.6,4,7.217,2,6.473,259657
6.6,0,9.27,4,7.086,61382
6.6,0,8.686,0,8.686,62466
6.6,3,8.522,3,8.522,22150
6.6,0,8.551,4,7.734,87549
6.6,3,9.289,3,9.289,56999
6.6,1,7.636,4,6.726,66048
6.6,3,8.117,0,6.461,26837
6.6,4,9.601,4,9.601,16243
6.6,1,7.902,1,7.902,13106
6.6,3,7.582,1,6.058,116592
6.6,1,8.196,4,5.907,81716
6.6,0,7.406,2,7.275,161787
6.6,2,10.485,1,6.425,48321
6.6,4,8.566,0,6.694,51121
6.6,0,8.058,0,8.058,9346
6.6,0,7.649,1,7.616,64045
6.6,4,8.78,3,5.566,39682
6.6,0,8.973,0,8.973,29271
6.6,0,7.216,4,6.882,42248
6.6,4,8.923,2,7.572,50506
6.6,3,8.511,2,7.999,21705
6.6,1,9.173,3,6.768,116410
6.6,4,7.265,3,7.207,31530
6.6,3,9.358,1,7.323,44326
6.6,2,9.625,2,9.625,47852
6.6,2,7.724,4,5.668,30426
6.6,3,8.334,1,6.96,67576
6.6,2,9.324,2,9.324,31479
6.6,3,8.077,1,7.864,50708
6.6,2,7.825,1,6.906,44752
6.6,3,9.266,4,6.749,27571
6.6,0,8.715,0,8.715,30387
6.6,4,8.301,4,8.301,17438
6.6,1,8.572,1,8.572,62116
6.6,3,8.221,3,8.221,31084
6.6,0,8.122,0,8.122,15371
6.6,0,7.69,4,6.865,31008
6.6,2,7.818,2,7.818,27025
6.6,2,7.555,4,7.388,55069
6.6,2,8.965,1,7.458,41928
6.6,2,8.526,1,7.706,77199
6.6,2,8.584,3,7.91,28682
6.6,4,9.151,3,7.891,107026
6.6,2,7.711,4,6.667,110600
6.6,4,8.2,2,8.043,67005
6.6,3,8.216,2,6.175,32445
6.6,2,7.473,2,7.473,33784
6.6,2,7.235,4,6.498,59037
6.6,2,9.275,4,5.265,75727
6.6,2,8.096,0,5.496,45457
6.6,3,8.182,4,6.974,45771
6.6,3,8.055,4,7.428,75069
6.6,1,8.641,1,8.641,82565
6.6,4,9.425,4,9.425,81161
6.6,2,8.799,3,7.164,106929
6.6,0,8.982,0,8.982,154154
6.6,2,9.025,4,7.322,27099
6.6,2,8.491,2,8.491,5459
6.6,0,8.655,0,8.655,43256
6.6,1,8.532,3,7.787,23812
6.6,3,8.033,0,6.965,40501
6.6,4,7.267,4,7.267,23066
6.6,3,7.107,1,6.773,28322
6.6,4,8.868,1,6.006,45595
