$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
7.3,9,9.62,4,9.215,130892
7.3,9,8.668,6,8.653,316057
7.3,7,8.646,2,7.387,340295
7.3,7,9.165,7,9.165,156992
7.3,4,7.898,2,7.44,327852
7.3,7,8.603,9,7.949,67003
7.3,2,8.829,1,7.85,185489
7.3,5,8.347,2,6.851,204054
7.3,9,8.358,9,8.358,153698
7.3,3,8.722,5,6.383,80959
7.3,7,8.952,2,6.691,159441
7.3,5,9.975,7,6.995,354707
7.3,9,8.48,8,6.673,182620
7.3,0,8.962,4,8.772,139575
7.3,8,8.265,7,6.851,254021
7.3,6,9.252,0,8.147,207613
7.3,4,8.345,9,7.977,195918
7.3,1,8.645,1,8.645,431156
7.3,8,8.041,7,6.743,166239
7.3,2,9.959,4,9.423,86003
7.3,5,8.182,6,6.893,192877
7.3,5,8.373,7,6.43,190617
7.3,0,8.802,9,7.535,40222
7.3,5,8.898,8,7.229,101123
7.3,0,7.635,6,7.153,284534
7.3,2,8.871,5,7.022,140651
7.3,3,8.705,3,8.705,198700
7.3,5,8.502,8,7.672,187790
7.3,8,8.161,1,6.907,218843
7.3,5,8.454,9,8.251,141618
7.3,4,8.549,3,7.673,315743
7.3,9,8.876,6,8.574,133856
7.3,5,9.57,2,6.919,182496
7.3,7,8.92,2,8.557,243700
7.3,7,8.493,3,8.163,105652
7.3,8,8.623,1,6.657,155028
7.3,1,8.725,1,8.725,320085
7.3,2,9.79,0,8.695,94158
7.3,5,9.275,5,9.275,311220
7.3,0,8.928,7,7.599,207200
7.3,4,8.022,3,7.694,170292
7.3,1,7.92,4,7.855,155378
7.3,3,9.535,6,8.739,357643
7.3,9,9.14,9,9.14,172059
7.3,2,9.606,8,7.327,644383
7.3,8,8.395,0,7.957,481624
7.3,2,9.033,3,8.668,58758
7.3,3,8.505,2,6.683,248591
7.3,1,9.009,7,7.645,415717
7.3,3,8.052,2,7.38,78332
7.3,2,7.247,2,7.247,298350
7.3,8,9.34,9,7.031,266546
7.3,6,8.746,5,6.33,335448
7.3,3,8.325,8,7.423,210348
7.3,8,8.029,9,6.962,146278
7.3,4,9.701,8,7.098,83609
7.3,5,9.112,4,7.718,111388
7.3,5,9.197,4,6.576,171607
7.3,7,9.252,9,7.873,138733
7.3,2,9.335,0,8.396,67453
7.3,0,9.029,4,7.017,262021
7.3,1,8.757,7,5.844,244963
7.3,6,8.239,1,7.554,193773
7.3,9,9.419,4,9.228,246026
7.3,8,8.593,1,8.553,83226
7.3,4,8.627,4,8.627,441804
7.3,4,10.312,1,7.767,182793
7.3,1,8.56,7,6.688,62772
7.3,3,8.674,6,7.647,362926
7.3,9,8.755,9,8.755,106799
7.3,4,9.624,1,8.567,195869
7.3,0,7.937,7,7.131,475055
7.3,2,8.358,0,7.129,321043
7.3,8,7.966,3,7.656,149095
7.3,8,8.522,8,8.522,200590
7.3,7,9.404,5,8.042,165516
7.3,2,7.969,7,7.173,437515
7.3,6,7.797,6,7.797,179196
7.3,8,8.419,9,7.043,135845
7.3,8,10.106,1,7.447,174577
7.3,3,8.619,7,7.606,79232
7.3,5,8.774,9,4.966,211091
7.3,1,9.179,4,7.319,125320
7.3,5,9.823,3,8.265,240198
7.3,6,9.301,6,9.301,353323
7.3,1,8.671,1,8.671,113835
7.3,0,8.692,0,8.692,98991
7.3,1,9.314,6,6.575,240878
7.3,5,8.502,4,7.974,163342
7.3,6,8.201,5,7.921,84624
7.3,2,8.931,0,8.28,190735
7.3,5,8.429,5,8.429,135618
7.3,4,8.667,5,7.482,120354
7.3,5,11.699,4,7.365,251041
7.3,3,10.002,2,6.45,199581
7.3,9,8.414,6,8.016,275729
7.3,6,8.779,7,6.961,324707
7.3,0,8.174,1,7.216,150063
7.3,4,8.282,6,8.165,124452
7.3,1,8.081,2,6.602,155381
