$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
3.1,1,6.98,1,6.98,4893
3.1,1,7.804,1,7.804,9535
3.1,1,6.473,1,6.473,2195
3.1,1,8.156,1,8.156,6241
3.1,0,7.188,1,7.06,3243
3.1,0,8.286,0,8.286,15718
3.1,0,7.441,0,7.441,8158
3.1,0,7.515,1,7.053,12720
3.1,1,7.967,1,7.967,4494
3.1,0,7.892,1,7.601,1820
3.1,0,8.721,0,8.721,2085
3.1,0,6.908,1,6.639,3752
3.1,1,6.58,1,6.58,2084
3.1,0,8.481,0,8.481,2123
3.1,0,7.261,0,7.261,1839
3.1,1,6.846,0,6.685,10039
3.1,1,7.499,1,7.499,1738
3.1,1,7.247,0,7.155,2986
3.1,1,6.909,1,6.909,2156
3.1,0,9.879,0,9.879,4141
3.1,0,8.157,1,5.682,1787
3.1,0,7.971,0,7.971,1806
3.1,0,8.559,1,5.693,2580
3.1,0,8.319,0,8.319,9143
3.1,0,8.389,1,7.058,5789
3.1,1,7.619,0,6.903,5084
3.1,1,6.601,0,5.515,6756
3.1,1,6.658,1,6.658,1866
3.1,0,7.557,1,6.549,6279
3.1,0,7.054,1,5.465,3104
3.1,1,7.978,1,7.978,3146
3.1,1,7.448,0,6.448,1709
3.1,1,7.674,0,7.569,6321
3.1,1,8.004,1,8.004,3054
3.1,0,9.799,1,8.302,2463
3.1,1,7.088,0,6.943,15018
3.1,1,7.149,0,5.828,1691
3.1,0,9.59,1,9.342,12597
3.1,1,7.347,1,7.347,3935
3.1,0,7.464,1,7.444,8464
3.1,1,8.266,0,7.82,12210
3.1,1,7.595,0,6.363,1741
3.1,0,6.065,1,5.983,3228
3.1,1,8.362,0,6.122,17726
3.1,1,8.423,0,6.632,3352
3.1,0,8.484,1,6.069,5089
3.1,0,9.274,0,9.274,1189
3.1,0,7.797,1,6.411,26111
3.1,0,6.807,0,6.807,7324
3.1,1,6.285,0,5.818,5180
3.1,1,7.809,0,6.651,2189
3.1,1,8.013,0,7.804,2515
3.1,1,7.809,1,7.809,1319
3.1,0,8.326,0,8.326,7407
3.1,1,7.03,1,7.03,4381
3.1,0,8.651,1,7.3,4700
3.1,0,8.695,0,8.695,4324
3.1,0,7.992,1,7.97,3278
3.1,0,7.942,1,7.942,2703
3.1,0,5.348,1,4.801,4767
3.1,1,7.132,1,7.132,3757
3.1,1,8.921,1,8.921,5707
3.1,1,7.205,1,7.205,5268
3.1,1,6.815,0,5.417,6497
3.1,0,7.434,1,5.281,10557
3.1,1,8.315,0,7.075,6283
3.1,0,7.041,0,7.041,4517
3.1,1,9.206,0,5.956,4293
3.1,1,7.159,1,7.159,11282
3.1,1,7.924,0,5.495,12479
3.1,0,6.532,1,5.933,5810
3.1,0,8.43,1,6.953,7427
3.1,0,6.964,1,5.785,2345
3.1,1,8.807,1,8.807,3220
3.1,1,7.647,0,5.75,1532
3.1,0,8.609,0,8.609,4770
3.1,0,7.325,1,6.557,4028
3.1,0,8.273,1,7.886,13279
3.1,0,7.059,0,7.059,19936
3.1,0,6.911,0,6.911,13904
3.1,0,6.804,1,6.426,7324
3.1,1,8.59,1,8.59,2978
3.1,0,7.153,0,7.153,3630
3.1,0,6.931,1,6.317,2342
3.1,1,7.296,0,6.869,10643
3.1,0,7.587,1,5.35,7751
3.1,1,6.507,1,6.507,2516
3.1,1,9.485,1,9.485,2481
3.1,1,7.449,1,7.449,5457
3.1,1,7.518,0,7.223,13076
3.1,0,6.815,1,6.124,6008
3.1,0,7.152,0,7.152,5497
3.1,0,6.557,0,6.557,5158
3.1,1,7.66,1,7.66,8566
3.1,0,6.358,1,4.558,11731
3.1,1,5.966,1,5.966,5171
3.1,1,6.934,1,6.934,2004
3.1,0,8.409,0,8.409,5961
3.1,0,8.268,0,8.268,4416
3.1,0,7.713,0,7.713,14017
