$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
8.1,3,8.763,3,8.763,16523
8.1,4,7.627,3,6.921,49751
8.1,0,8.031,1,6.7,58211
8.1,3,8.519,0,8.271,56033
8.1,3,9.527,3,9.527,87737
8.1,3,8.024,3,8.024,30583
8.1,1,8.471,1,8.471,48852
8.1,1,8.302,4,7.703,113608
8.1,0,8.065,0,8.065,36371
8.1,1,7.617,4,6.878,43185
8.1,0,8.888,0,8.888,2785
8.1,2,8.483,4,8.208,16151
8.1,0,7.869,1,6.774,79464
8.1,3,8.26,3,8.26,44721
8.1,0,8.814,0,8.814,26957
8.1,1,8.096,4,7.291,23092
8.1,1,7.206,1,7.206,14106
8.1,1,7.919,1,7.919,19493
8.1,4,8.624,1,7.421,72504
8.1,4,8.539,4,8.539,4982
8.1,3,8.663,4,8.192,80579
8.1,0,8.464,4,7.044,42966
8.1,4,8.163,4,8.163,29021
8.1,0,8.477,2,7.687,95587
8.1,2,7.668,4,6.619,31423
8.1,4,8.594,0,8.282,118372
8.1,4,8.0,1,7.594,119055
8.1,1,8.321,1,8.321,64869
8.1,1,8.99,3,7.926,66761
8.1,3,8.87,3,8.87,3742
8.1,0,8.001,4,6.459,38320
8.1,0,9.056,2,8.369,44343
8.1,2,8.131,4,7.908,52466
8.1,3,8.033,3,8.033,15019
8.1,0,9.06,2,7.548,16488
8.1,4,7.119,4,7.119,23715
8.1,4,6.639,0,6.471,32399
8.1,2,7.76,3,7.566,54118
8.1,4,9.07,4,9.07,9554
8.1,0,8.029,3,7.195,30287
8.1,0,8.127,0,8.127,31449
8.1,1,8.231,0,7.289,39178
8.1,1,8.436,3,7.802,16589
8.1,0,8.375,1,7.708,73113
8.1,4,8.329,1,7.776,58291
8.1,3,7.088,3,7.088,45640
8.1,0,7.628,0,7.628,43283
8.1,2,7.849,1,6.67,17372
8.1,3,7.519,3,7.519,11661
8.1,3,7.964,0,7.071,84760
8.1,4,7.865,4,7.865,36925
8.1,0,7.887,4,7.644,12465
8.1,2,8.027,2,8.027,48438
8.1,3,8.255,3,8.255,26016
8.1,0,7.941,0,7.941,16612
8.1,4,8.729,4,8.729,15748
8.1,4,6.871,2,6.825,70502
8.1,4,8.3,4,8.3,32308
8.1,3,6.759,0,6.572,22066
8.1,3,7.893,3,7.893,54633
8.1,1,9.352,2,8.364,92430
8.1,3,7.534,4,7.357,38311
8.1,4,9.36,4,9.36,86669
8.1,1,7.909,3,6.628,27208
8.1,0,8.666,0,8.666,10993
8.1,1,9.043,3,8.668,32986
8.1,1,6.825,1,6.825,42684
8.1,3,8.885,0,7.424,57484
8.1,3,8.002,3,8.002,20549
8.1,0,8.811,0,8.811,53312
8.1,3,8.628,3,8.628,61690
8.1,4,7.015,4,7.015,62863
8.1,0,8.609,0,8.609,53849
8.1,0,7.556,0,7.556,6594
8.1,1,6.886,2,6.171,10258
8.1,4,8.074,4,8.074,21276
8.1,2,7.549,2,7.549,21838
8.1,0,7.964,0,7.964,26889
8.1,2,8.22,1,7.78,37643
8.1,4,7.908,1,6.938,37072
8.1,3,7.85,3,7.85,73153
8.1,0,8.49,1,8.301,48477
8.1,2,8.567,1,7.575,40465
8.1,2,8.388,4,8.208,76825
8.1,0,8.043,3,6.409,94528
8.1,2,8.631,3,7.111,122644
8.1,0,7.679,3,6.651,16258
8.1,0,8.525,0,8.525,27845
8.1,0,9.008,0,9.008,36656
8.1,4,9.004,4,9.004,40257
8.1,1,8.324,1,8.324,34862
8.1,1,7.712,3,6.833,117125
8.1,1,7.943,1,7.943,56227
8.1,3,8.424,4,7.667,22905
8.1,3,7.972,4,7.481,17037
8.1,2,9.205,0,6.167,74596
8.1,1,8.226,3,7.855,56924
8.1,0,9.012,0,9.012,1548
8.1,3,8.416,1,8.324,62510
8.1,4,8.368,4,8.368,33781
