$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
4.8,1,7.115,0,6.298,9359
4.8,1,8.432,1,8.432,4057
4.8,1,6.566,0,5.315,5203
4.8,0,7.584,0,7.584,9684
4.8,1,7.981,0,5.858,4184
4.8,1,6.912,1,6.912,1615
4.8,1,8.655,1,8.655,3777
4.8,0,6.368,0,6.368,2404
4.8,1,7.322,0,5.316,6887
4.8,0,7.625,1,6.598,1740
4.8,1,7.929,1,7.929,5838
4.8,1,8.658,1,8.658,3300
4.8,0,7.685,0,7.685,2146
4.8,1,6.163,1,6.163,1560
4.8,1,7.185,0,4.85,9730
4.8,0,8.636,0,8.636,6267
4.8,1,7.429,0,6.826,4004
4.8,0,8.222,0,8.222,7313
4.8,1,8.28,1,8.28,21936
4.8,0,7.125,1,5.504,3267
4.8,1,8.15,1,8.15,1943
4.8,0,7.266,1,6.376,2425
4.8,1,7.451,1,7.451,15381
4.8,0,7.264,1,5.832,1719
4.8,0,7.582,1,7.574,2028
4.8,1,6.249,0,6.185,3366
4.8,1,7.214,0,6.504,1784
4.8,0,8.698,0,8.698,1152
4.8,1,7.787,0,7.442,1512
4.8,0,7.82,0,7.82,17225
4.8,0,5.82,0,5.82,8079
4.8,0,6.944,1,6.706,9859
4.8,0,7.406,1,7.223,8378
4.8,1,7.391,0,5.099,4980
4.8,1,6.705,0,6.204,2336
4.8,0,7.373,0,7.373,1017
4.8,1,8.009,0,5.809,8601
4.8,0,9.748,0,9.748,2561
4.8,0,7.434,1,6.972,2974
4.8,1,9.558,0,5.884,6249
4.8,0,7.743,0,7.743,5936
4.8,1,6.78,0,6.43,6053
4.8,0,7.846,1,7.424,20469
4.8,0,8.326,1,5.992,2834
4.8,0,7.136,1,6.699,3138
4.8,0,7.449,1,5.218,9983
4.8,1,7.633,0,6.624,6840
4.8,1,7.963,0,7.23,16898
4.8,1,6.348,0,4.927,8533
4.8,0,7.316,1,5.97,4460
4.8,1,7.944,0,7.023,4861
4.8,1,6.854,1,6.854,7461
4.8,0,7.041,1,6.803,3354
4.8,1,7.097,0,6.029,5326
4.8,0,7.996,1,6.0,5377
4.8,0,6.764,0,6.764,17875
4.8,0,7.477,0,7.477,3321
4.8,0,7.102,1,5.821,3159
4.8,0,7.688,1,6.047,9425
4.8,1,6.928,1,6.928,12559
4.8,1,7.32,0,6.6,6913
4.8,1,8.257,0,5.573,6373
4.8,0,7.454,0,7.454,12112
4.8,1,8.145,0,5.082,16012
4.8,0,7.095,1,6.824,3792
4.8,0,9.783,0,9.783,10602
4.8,1,9.29,1,9.29,1780
4.8,1,5.794,0,5.646,4235
4.8,0,7.742,1,5.881,13077
4.8,0,7.68,0,7.68,5988
4.8,0,7.072,1,6.778,19639
4.8,1,8.24,0,6.699,17073
4.8,1,8.329,1,8.329,11426
4.8,1,9.217,1,9.217,2677
4.8,0,7.413,0,7.413,4836
4.8,0,6.986,0,6.986,6102
4.8,0,6.077,0,6.077,2092
4.8,0,7.52,1,6.444,2285
4.8,1,8.209,0,7.521,2586
4.8,0,7.069,1,6.757,13673
4.8,0,7.215,0,7.215,6941
4.8,1,8.367,1,8.367,2382
4.8,0,8.003,1,3.988,5321
4.8,1,7.901,1,7.901,11524
4.8,0,8.629,1,7.154,4472
4.8,1,8.077,1,8.077,6525
4.8,0,7.972,0,7.972,2588
4.8,0,7.644,1,7.191,1710
4.8,0,7.038,1,6.713,3675
4.8,1,8.071,1,8.071,5523
4.8,1,8.584,1,8.584,1243
4.8,0,6.311,1,5.971,6897
4.8,0,8.521,1,7.725,2209
4.8,0,7.489,0,7.489,5535
4.8,0,7.265,0,7.265,3178
4.8,1,8.522,0,8.005,5751
4.8,1,7.622,1,7.622,4159
4.8,0,7.002,0,7.002,27472
4.8,1,9.499,0,8.035,8978
4.8,1,6.796,0,6.53,12260
