$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
6.3,2,8.011,2,8.011,12086
6.3,1,7.347,3,7.177,55302
6.3,0,8.919,2,7.704,31687
6.3,1,8.844,1,8.844,58592
6.3,3,7.968,0,7.132,47561
6.3,0,8.834,4,8.271,18954
6.3,1,9.963,3,8.542,27108
6.3,4,8.964,1,7.32,39637
6.3,2,8.912,3,7.676,20156
6.3,2,8.761,1,6.172,43056
6.3,1,7.952,1,7.952,10725
6.3,3,8.498,0,7.55,106206
6.3,4,8.922,3,6.743,40650
6.3,1,8.808,1,8.808,25356
6.3,4,8.354,4,8.354,76898
6.3,4,8.255,4,8.255,51178
6.3,0,9.17,3,8.17,41073
6.3,1,8.093,4,6.065,87465
6.3,2,7.283,0,6.212,52268
6.3,0,8.127,1,7.955,57626
6.3,2,8.573,4,5.858,65957
6.3,2,7.518,0,6.545,137554
6.3,1,8.132,3,7.883,116883
6.3,4,8.304,3,7.432,33352
6.3,1,8.001,3,7.814,142581
6.3,3,8.871,2,6.965,42134
6.3,4,7.051,1,6.63,54795
6.3,0,8.692,2,7.97,25099
6.3,0,7.77,0,7.77,17854
6.3,2,7.938,0,7.518,26173
6.3,3,7.247,0,6.536,23962
6.3,1,8.01,4,6.41,51537
6.3,4,8.819,1,8.181,66213
6.3,3,8.753,1,8.461,38803
6.3,1,9.1,4,7.501,47008
6.3,1,9.084,2,8.142,61019
6.3,1,8.065,1,8.065,38112
6.3,2,7.722,0,7.387,19478
6.3,2,8.115,3,7.25,22905
6.3,3,8.7,1,6.995,15958
6.3,3,8.42,2,6.723,40283
6.3,3,8.129,4,6.616,84607
6.3,3,7.42,3,7.42,31580
6.3,1,8.086,1,8.086,167324
6.3,2,7.597,1,5.892,107629
6.3,3,7.697,4,6.418,42716
6.3,1,9.167,3,6.94,16576
6.3,0,8.393,3,5.392,41432
6.3,3,8.285,2,7.953,65048
6.3,1,8.566,3,8.528,60621
6.3,1,8.813,0,7.538,45917
6.3,3,9.893,4,8.745,28863
6.3,0,7.671,3,6.858,22727
6.3,4,7.771,2,5.849,26327
6.3,3,7.912,3,7.912,44561
6.3,1,7.407,1,7.407,37945
6.3,1,8.135,3,7.565,17974
6.3,2,7.975,3,7.605,27278
6.3,4,8.959,2,7.978,11159
6.3,0,9.842,4,9.035,22155
6.3,2,8.478,3,7.09,24722
6.3,0,6.832,3,6.698,22692
6.3,4,8.806,0,7.667,14543
6.3,3,7.282,0,6.481,11637
6.3,2,7.94,4,6.29,30433
6.3,0,9.146,1,7.3,54016
6.3,4,7.6,2,6.574,37638
6.3,0,7.765,0,7.765,76453
6.3,3,7.905,4,6.776,46405
6.3,3,7.76,3,7.76,49900
6.3,0,7.612,2,6.602,55566
6.3,1,8.831,0,8.689,23030
6.3,1,7.468,0,7.283,30537
6.3,0,7.693,0,7.693,42171
6.3,4,9.531,4,9.531,21275
6.3,2,8.73,4,7.485,19106
6.3,0,6.985,4,6.452,50900
6.3,1,8.008,4,8.002,21930
6.3,0,9.005,4,8.452,68970
6.3,3,8.451,1,8.215,188918
6.3,1,8.527,1,8.527,120061
6.3,4,10.048,1,6.384,76680
6.3,3,8.327,1,7.671,28757
6.3,3,8.532,4,8.126,52310
6.3,4,9.011,4,9.011,44134
6.3,2,8.787,2,8.787,14651
6.3,0,9.423,0,9.423,42600
6.3,3,9.266,1,8.541,112601
6.3,3,8.176,3,8.176,26300
6.3,1,7.332,1,7.332,79467
6.3,0,8.551,2,6.701,79724
6.3,3,8.129,0,7.923,21763
6.3,3,8.683,0,7.378,25784
6.3,0,6.997,2,6.292,42109
6.3,4,9.062,3,7.627,28474
6.3,1,8.588,4,7.008,59053
6.3,4,9.759,4,9.759,17007
6.3,1,8.352,4,7.503,177780
6.3,4,8.68,3,7.999,54797
6.3,0,8.39,2,7.325,111916
