n,$\mu_{m_1}$,$\sigma_{m_1}$,$\mu_{h_{pred}}$,$\sigma_{h_{pred}}$,$\mu_{h_1}$,$\sigma_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,no:yes,after_replication_no:yes
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,8.029,1,8.029,10176,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,2,8.502,1,6.136,11215,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,8.242,0,7.653,12389,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.781,2,7.232,2432,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,8.507,1,8.507,2248,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.742,1,7.742,19272,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,6.922,2,6.469,4398,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.378,0,6.456,6540,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.386,2,7.216,5590,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,8.072,2,6.65,5388,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.038,2,6.725,9607,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.8,0,7.8,5664,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.014,1,7.014,5064,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,8.663,1,8.663,4682,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,8.49,0,8.49,5940,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,6.879,2,6.869,13632,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.91,0,7.91,12301,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,2,7.56,1,6.427,8364,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.581,0,6.277,11136,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,2,8.152,1,5.73,8126,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,4,9.398,0,7.57,8339,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,1,7.659,1,7.659,5187,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,4,7.882,2,6.702,26027,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,5,7.985,4,7.139,4388,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,1,7.151,0,6.138,24035,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,3,7.67,1,7.636,8887,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,2,7.881,3,6.526,12433,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,1,7.674,0,4.673,18969,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,3,8.06,2,5.981,10259,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,3,8.659,0,6.234,18354,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,4,8.368,1,8.098,6048,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,2,9.154,0,6.316,4012,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,1,8.955,3,5.932,18911,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,0,8.588,5,6.202,2920,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,2,8.693,1,7.244,9054,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,0,8.91,5,6.339,18062,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,2,8.597,1,6.049,9274,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,3,8.363,3,8.363,13728,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,2,8.049,1,7.479,8184,,
6,20,0,7.9634999999977545,0.6533781500460373,7.4279999999990025,0.6172545505663596,5,8.628,0,8.057,19304,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,3,7.844,3,7.844,7284,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.807,3,7.502,8233,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,8.33,1,4.983,17689,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,8.765,3,6.023,4087,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,8.261,3,5.676,4741,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,8.025,0,5.364,6466,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,7.301,0,7.04,7163,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,3,7.639,2,5.609,8924,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,7.644,0,5.115,14346,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.307,2,7.285,2725,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,7.522,0,6.269,6913,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.252,1,6.641,6760,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,3,9.085,3,9.085,3281,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,9.212,2,9.212,7796,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,6.968,1,5.814,10729,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,9.039,3,5.703,9665,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,3,8.341,3,8.341,4583,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,7.205,3,5.443,7480,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,7.627,2,7.627,5025,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,7.579,3,7.181,27487,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,6.893,0,5.02,19335,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,6.593,1,6.593,10138,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,7.05,0,6.997,13881,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,8.101,0,8.101,6571,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,6.386,0,6.386,10360,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,6.901,0,6.901,5653,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,7.757,0,7.555,5706,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,7.814,0,7.814,4293,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,7.202,0,7.202,3341,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,8.11,0,8.11,4350,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,8.122,0,7.039,13723,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,7.75,1,7.75,8722,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,8.035,0,8.035,4863,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,8.722,0,7.195,6882,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,8.43,0,7.445,25866,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,7.492,1,6.412,5774,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,9.041,1,9.041,20690,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,7.51,1,7.51,20187,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,1,7.373,1,7.373,3899,,
2,60,0,7.0,0.5961235994796777,7.4279999999990025,0.6172545505663596,0,8.278,0,8.278,9438,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.539,2,6.233,11736,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.804,3,8.804,6806,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,7.511,3,7.158,9142,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.724,0,7.602,6678,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.467,3,7.467,6619,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.229,3,4.958,15247,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,8.999,0,7.893,10339,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.744,0,6.773,13261,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,7.864,4,7.819,6999,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.597,2,7.234,6467,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,4,8.967,2,8.917,17876,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,7.568,1,6.253,2780,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,8.705,0,7.232,18691,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.975,4,7.237,4634,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.73,4,7.487,4932,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.968,1,6.657,13679,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,8.704,3,4.88,4954,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,8.001,2,8.001,4459,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.522,0,8.522,5618,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.838,2,5.703,10943,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.982,2,6.864,9054,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,7.924,2,7.508,7557,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,8.273,4,6.77,5621,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.426,1,7.279,15687,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.409,0,5.97,10719,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.014,3,8.014,7020,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.814,1,7.095,6994,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,9.052,1,6.824,4914,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.647,3,7.276,10760,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,7.095,1,6.438,22885,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,4,8.062,3,7.031,9459,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.232,0,6.657,8125,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.005,2,6.79,14883,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,8.215,4,5.468,4786,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,9.055,1,6.111,10453,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.382,1,7.349,5581,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.079,1,7.347,19684,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.637,2,7.017,7883,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,7.65,2,7.65,6637,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,7.568,2,4.568,20308,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,9.078,0,7.17,5828,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,8.994,4,6.182,54083,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,7.058,1,5.855,30011,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.066,4,7.478,3849,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.857,0,7.36,22844,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,8.134,4,5.06,36008,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.357,0,7.206,9178,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,7.593,0,7.133,5977,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,8.364,1,7.124,9770,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.15,0,6.028,3851,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.481,1,7.481,9078,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,8.91,2,8.91,17084,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.24,0,7.704,8555,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,8.107,1,8.107,17626,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,2,7.928,2,7.928,16984,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,4,7.634,2,7.21,4317,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,3,8.865,3,8.865,6660,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,10.371,1,10.371,2874,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,1,7.221,2,6.716,23689,,
5,24,0,7.838099999998047,0.6438764005203224,7.4279999999990025,0.6172545505663596,0,8.991,1,8.1,6679,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,7.489,1,7.489,9239,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,3,10.025,2,7.051,6546,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,7.901,2,7.901,8982,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.428,3,6.514,5440,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,7.883,1,6.412,10023,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.927,1,6.3,1928,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,7.533,0,7.074,12198,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,7.762,2,7.762,18822,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,3,8.604,3,8.604,4431,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,9.12,0,9.12,7308,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,8.656,3,5.054,12036,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,9.109,0,7.095,10650,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,8.462,1,8.462,14547,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.508,1,5.68,3063,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,2,9.344,0,7.659,7501,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.383,0,7.383,13592,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,3,7.132,0,5.544,15709,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,0,7.553,1,6.708,4401,,
4,30,0,7.671399999998435,0.6322471989593555,7.4279999999990025,0.6172545505663596,1,8.678,2,5.687,4286,,
