n,$D_{m}$,$\mu_{m_{1}}$,$\mu_{m_{2}}$,$\sigma_{m_{1}}$,$\sigma_{m_{2}}$,$D_{x}$,$\mu_{x_{1}}$,$\mu_{x_{2}}$,$\sigma_{x_{1}}$,$\sigma_{x_{2}}$,$D_{h}$,$\mu_{h_{1}}$,$\mu_{h_{2}}$,$\sigma_{h_{1}}$,$\sigma_{h_{2}}$,$\delta_{\mu_{h}}$
3,G,,,0,0,G,7.0,7.0,1.0,1.0,G,7.4279999999990025,7.4279999999990025,0.6172545505663596,0.6172545505663596,0
