n,$\mu_{m_1}$,$\sigma_{m_1}$,$\mu_{h_{pred}}$,$\sigma_{h_{pred}}$,$\mu_{h_1}$,$\sigma_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations,no:yes,after_replication_no:yes
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.349,1,6.379,13171,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.703,1,7.703,2480,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.635,1,7.314,3859,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,8.187,0,8.187,9830,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,8.835,1,8.835,11299,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,8.26,2,8.076,15281,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,6.9,1,6.9,12375,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.388,1,7.388,5718,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,7.656,2,5.589,30466,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,6.979,0,6.979,9464,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,8.242,2,8.016,5663,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,2,7.81,0,5.747,5607,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,1,8.244,0,5.826,12258,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.569,1,5.678,7107,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,7.273,0,7.273,14740,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,9.006,0,9.006,6597,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,0,8.25,1,8.013,7080,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,2,7.607,0,5.603,5773,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,2,8.546,0,6.483,7341,,
3,40,0,7.4279999999990025,0.6172545505663596,7.4279999999990025,0.6172545505663596,2,8.306,0,7.974,8619,,
