n,$D_{m}$,$\mu_{m_{1}}$,$\mu_{m_{2}}$,$\sigma_{m_{1}}$,$\sigma_{m_{2}}$,$D_{x}$,$\mu_{x_{1}}$,$\mu_{x_{2}}$,$\sigma_{x_{1}}$,$\sigma_{x_{2}}$,$D_{h}$,$\mu_{h_{1}}$,$\mu_{h_{2}}$,$\sigma_{h_{1}}$,$\sigma_{h_{2}}$,$\delta_{\mu_{h}}$
3,G,,,0,0,G,7.1,7.1,1.1,1.1,G,7.570799999998902,7.570799999998902,0.6789800056229955,0.6789800056229955,0
