$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate,Average p-value,Wrong_ranking_cost_without_no_proportion
0.0,0.0,0.0,0.0,0.988,0.025642936251977118,"[[0.    0.004 0.    0.008 0.    0.   ]
 [0.008 0.    0.004 0.    0.    0.   ]]"
0.0,0.0,0.1,0.1,0.994,0.024762570818116243,"[[0.    0.004 0.    0.002 0.    0.002]
 [0.002 0.    0.004 0.    0.002 0.   ]]"
0.0,0.0,0.2,0.2,0.986,0.03655951653342544,"[[0.    0.004 0.    0.01  0.    0.   ]
 [0.01  0.    0.004 0.    0.    0.   ]]"
0.0,0.0,0.3,0.3,0.992,0.026541237869561318,"[[0.    0.006 0.    0.002 0.    0.002]
 [0.002 0.    0.006 0.    0.002 0.   ]]"
0.0,0.0,0.4,0.4,0.992,0.024251351922270677,"[[0.    0.004 0.    0.004 0.    0.002]
 [0.004 0.    0.004 0.    0.002 0.   ]]"
0.0,0.0,0.5,0.5,0.98,0.03536084486393401,"[[0.    0.012 0.    0.008 0.    0.   ]
 [0.008 0.    0.012 0.    0.    0.   ]]"
0.0,0.0,0.6,0.6,0.984,0.019849260206382915,"[[0.    0.012 0.    0.004 0.    0.   ]
 [0.004 0.    0.012 0.    0.    0.   ]]"
0.0,0.0,0.7,0.7,0.98,0.039920959893703034,"[[0.    0.01  0.    0.01  0.    0.002]
 [0.01  0.    0.01  0.    0.002 0.   ]]"
0.0,0.0,0.8,0.8,0.986,0.03162310086749989,"[[0.    0.008 0.    0.006 0.    0.002]
 [0.006 0.    0.008 0.    0.002 0.   ]]"
0.0,0.0,0.9,0.9,0.982,0.03093126627570143,"[[0.    0.01  0.    0.008 0.    0.004]
 [0.008 0.    0.01  0.    0.004 0.   ]]"
0.0,0.0,1.0,1.0,0.982,0.037044302659577685,"[[0.    0.008 0.    0.01  0.    0.   ]
 [0.01  0.    0.008 0.    0.    0.   ]]"
0.0,0.0,1.1,1.1,0.99,0.025942467887786338,"[[0.    0.006 0.    0.004 0.    0.002]
 [0.004 0.    0.006 0.    0.002 0.   ]]"
0.0,0.0,1.2,1.2,0.98,0.046490514072351274,"[[0.   0.01 0.   0.01 0.   0.  ]
 [0.01 0.   0.01 0.   0.   0.  ]]"
0.0,0.0,1.3,1.3,0.98,0.04264178053103606,"[[0.    0.016 0.    0.002 0.    0.012]
 [0.002 0.    0.016 0.    0.012 0.   ]]"
0.0,0.0,1.4,1.4,0.982,0.041851701499164604,"[[0.    0.008 0.    0.008 0.    0.002]
 [0.008 0.    0.008 0.    0.002 0.   ]]"
0.0,0.0,1.5,1.5,0.986,0.03758972823062331,"[[0.    0.004 0.    0.008 0.    0.004]
 [0.008 0.    0.004 0.    0.004 0.   ]]"
0.0,0.0,1.6,1.6,0.978,0.06317393203973144,"[[0.    0.008 0.    0.01  0.    0.008]
 [0.01  0.    0.008 0.    0.008 0.   ]]"
0.0,0.0,1.7,1.7,0.972,0.07252017555537853,"[[0.    0.018 0.    0.008 0.    0.008]
 [0.008 0.    0.018 0.    0.008 0.   ]]"
0.0,0.0,1.8,1.8,0.984,0.05380793845050724,"[[0.    0.004 0.    0.01  0.    0.01 ]
 [0.01  0.    0.004 0.    0.01  0.   ]]"
0.0,0.0,1.9,1.9,0.966,0.07175509128739395,"[[0.    0.014 0.    0.01  0.    0.02 ]
 [0.01  0.    0.014 0.    0.02  0.   ]]"
0.0,0.0,2.0,2.0,0.964,0.07641916829097306,"[[0.    0.016 0.    0.01  0.    0.014]
 [0.01  0.    0.016 0.    0.014 0.   ]]"
0.0,0.0,2.1,2.1,0.962,0.08310586699734619,"[[0.    0.014 0.    0.012 0.    0.022]
 [0.012 0.    0.014 0.    0.022 0.   ]]"
0.0,0.0,2.2,2.2,0.938,0.0966458242160623,"[[0.    0.016 0.    0.02  0.    0.048]
 [0.02  0.    0.016 0.    0.048 0.   ]]"
0.0,0.0,2.3,2.3,0.954,0.0996786987630228,"[[0.    0.012 0.    0.016 0.    0.05 ]
 [0.016 0.    0.012 0.    0.05  0.   ]]"
0.0,0.0,2.4,2.4,0.92,0.1432441953896759,"[[0.   0.02 0.   0.02 0.   0.08]
 [0.02 0.   0.02 0.   0.08 0.  ]]"
0.0,0.0,2.5,2.5,0.936,0.15550374719634574,"[[0.    0.02  0.    0.012 0.    0.082]
 [0.012 0.    0.02  0.    0.082 0.   ]]"
0.0,0.0,2.6,2.6,0.934,0.14556188164334458,"[[0.    0.012 0.    0.01  0.    0.082]
 [0.01  0.    0.012 0.    0.082 0.   ]]"
0.0,0.0,2.7,2.7,0.916,0.18186361709149873,"[[0.    0.022 0.    0.014 0.    0.102]
 [0.014 0.    0.022 0.    0.102 0.   ]]"
0.0,0.0,2.8,2.8,0.904,0.21195963252492975,"[[0.    0.012 0.    0.016 0.    0.142]
 [0.016 0.    0.012 0.    0.142 0.   ]]"
0.0,0.0,2.9,2.9,0.876,0.2546202556835541,"[[0.    0.008 0.    0.032 0.    0.178]
 [0.032 0.    0.008 0.    0.178 0.   ]]"
0.0,0.0,3.0,3.0,0.894,0.2721477457670747,"[[0.    0.008 0.    0.014 0.    0.19 ]
 [0.014 0.    0.008 0.    0.19  0.   ]]"
0.0,0.0,3.1,3.1,0.854,0.29239460395127065,"[[0.    0.02  0.    0.012 0.    0.206]
 [0.012 0.    0.02  0.    0.206 0.   ]]"
0.0,0.0,3.2,3.2,0.844,0.31662472211560627,"[[0.    0.01  0.    0.016 0.    0.236]
 [0.016 0.    0.01  0.    0.236 0.   ]]"
0.0,0.0,3.3,3.3,0.848,0.357542032726117,"[[0.    0.018 0.    0.012 0.    0.278]
 [0.012 0.    0.018 0.    0.278 0.   ]]"
0.0,0.0,3.4,3.4,0.816,0.4171697955470863,"[[0.    0.008 0.    0.018 0.    0.346]
 [0.018 0.    0.008 0.    0.346 0.   ]]"
0.0,0.0,3.5,3.5,0.778,0.46322189560995053,"[[0.    0.01  0.    0.016 0.    0.378]
 [0.016 0.    0.01  0.    0.378 0.   ]]"
0.0,0.0,3.6,3.6,0.754,0.5185769050003426,"[[0.    0.01  0.    0.014 0.    0.44 ]
 [0.014 0.    0.01  0.    0.44  0.   ]]"
0.0,0.0,3.7,3.7,0.778,0.5031243063057471,"[[0.    0.008 0.    0.02  0.    0.424]
 [0.02  0.    0.008 0.    0.424 0.   ]]"
0.0,0.0,3.8,3.8,0.712,0.5632703309075243,"[[0.    0.02  0.    0.01  0.    0.488]
 [0.01  0.    0.02  0.    0.488 0.   ]]"
0.0,0.0,3.9,3.9,0.7,0.6245173107510835,"[[0.    0.014 0.    0.008 0.    0.564]
 [0.008 0.    0.014 0.    0.564 0.   ]]"
0.0,0.0,4.0,4.0,0.692,0.6566248745475728,"[[0.    0.002 0.    0.01  0.    0.588]
 [0.01  0.    0.002 0.    0.588 0.   ]]"
0.0,0.0,4.1,4.1,0.66,0.6942764793813084,"[[0.    0.006 0.    0.01  0.    0.636]
 [0.01  0.    0.006 0.    0.636 0.   ]]"
