muM1,n,muH1,muQ1,ARS,voter_ARS,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(7, 0)","(7, 1)","(7, 2)","(7, 3)","(7, 4)","(8, 0)","(8, 1)","(8, 2)","(8, 3)","(8, 4)","(9, 0)","(9, 1)","(9, 2)","(9, 3)","(9, 4)","(10, 0)","(10, 1)","(10, 2)","(10, 3)","(10, 4)","(11, 0)","(11, 1)","(11, 2)","(11, 3)","(11, 4)","(12, 0)","(12, 1)","(12, 2)","(12, 3)","(12, 4)","(13, 0)","(13, 1)","(13, 2)","(13, 3)","(13, 4)","(14, 0)","(14, 1)","(14, 2)","(14, 3)","(14, 4)","(15, 0)","(15, 1)","(15, 2)","(15, 3)","(15, 4)","(16, 0)","(16, 1)","(16, 2)","(16, 3)","(16, 4)","(17, 0)","(17, 1)","(17, 2)","(17, 3)","(17, 4)","(18, 0)","(18, 1)","(18, 2)","(18, 3)","(18, 4)","(19, 0)","(19, 1)","(19, 2)","(19, 3)","(19, 4)","(20, 0)","(20, 1)","(20, 2)","(20, 3)","(20, 4)","(21, 0)","(21, 1)","(21, 2)","(21, 3)","(21, 4)","(22, 0)","(22, 1)","(22, 2)","(22, 3)","(22, 4)","(23, 0)","(23, 1)","(23, 2)","(23, 3)","(23, 4)","(24, 0)","(24, 1)","(24, 2)","(24, 3)","(24, 4)","(25, 0)","(25, 1)","(25, 2)","(25, 3)","(25, 4)","(26, 0)","(26, 1)","(26, 2)","(26, 3)","(26, 4)","(27, 0)","(27, 1)","(27, 2)","(27, 3)","(27, 4)","(28, 0)","(28, 1)","(28, 2)","(28, 3)","(28, 4)","(29, 0)","(29, 1)","(29, 2)","(29, 3)","(29, 4)","(30, 0)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(31, 0)","(31, 1)","(31, 2)","(31, 3)","(31, 4)","(32, 0)","(32, 1)","(32, 2)","(32, 3)","(32, 4)","(33, 0)","(33, 1)","(33, 2)","(33, 3)","(33, 4)","(34, 0)","(34, 1)","(34, 2)","(34, 3)","(34, 4)","(35, 0)","(35, 1)","(35, 2)","(35, 3)","(35, 4)","(36, 0)","(36, 1)","(36, 2)","(36, 3)","(36, 4)","(37, 0)","(37, 1)","(37, 2)","(37, 3)","(37, 4)","(38, 0)","(38, 1)","(38, 2)","(38, 3)","(38, 4)","(39, 0)","(39, 1)","(39, 2)","(39, 3)","(39, 4)","(40, 0)","(40, 1)","(40, 2)","(40, 3)","(40, 4)","(41, 0)","(41, 1)","(41, 2)","(41, 3)","(41, 4)","(42, 0)","(42, 1)","(42, 2)","(42, 3)","(42, 4)","(43, 0)","(43, 1)","(43, 2)","(43, 3)","(43, 4)","(44, 0)","(44, 1)","(44, 2)","(44, 3)","(44, 4)","(45, 0)","(45, 1)","(45, 2)","(45, 3)","(45, 4)","(46, 0)","(46, 1)","(46, 2)","(46, 3)","(46, 4)","(47, 0)","(47, 1)","(47, 2)","(47, 3)","(47, 4)","(48, 0)","(48, 1)","(48, 2)","(48, 3)","(48, 4)","(49, 0)","(49, 1)","(49, 2)","(49, 3)","(49, 4)","(50, 0)","(50, 1)","(50, 2)","(50, 3)","(50, 4)","(51, 0)","(51, 1)","(51, 2)","(51, 3)","(51, 4)","(52, 0)","(52, 1)","(52, 2)","(52, 3)","(52, 4)","(53, 0)","(53, 1)","(53, 2)","(53, 3)","(53, 4)","(54, 0)","(54, 1)","(54, 2)","(54, 3)","(54, 4)","(55, 0)","(55, 1)","(55, 2)","(55, 3)","(55, 4)","(56, 0)","(56, 1)","(56, 2)","(56, 3)","(56, 4)","(57, 0)","(57, 1)","(57, 2)","(57, 3)","(57, 4)","(58, 0)","(58, 1)","(58, 2)","(58, 3)","(58, 4)","(59, 0)","(59, 1)","(59, 2)","(59, 3)","(59, 4)","(60, 0)","(60, 1)","(60, 2)","(60, 3)","(60, 4)","(61, 0)","(61, 1)","(61, 2)","(61, 3)","(61, 4)","(62, 0)","(62, 1)","(62, 2)","(62, 3)","(62, 4)","(63, 0)","(63, 1)","(63, 2)","(63, 3)","(63, 4)","(64, 0)","(64, 1)","(64, 2)","(64, 3)","(64, 4)","(65, 0)","(65, 1)","(65, 2)","(65, 3)","(65, 4)","(66, 0)","(66, 1)","(66, 2)","(66, 3)","(66, 4)","(67, 0)","(67, 1)","(67, 2)","(67, 3)","(67, 4)","(68, 0)","(68, 1)","(68, 2)","(68, 3)","(68, 4)","(69, 0)","(69, 1)","(69, 2)","(69, 3)","(69, 4)","(70, 0)","(70, 1)","(70, 2)","(70, 3)","(70, 4)","(71, 0)","(71, 1)","(71, 2)","(71, 3)","(71, 4)","(72, 0)","(72, 1)","(72, 2)","(72, 3)","(72, 4)","(73, 0)","(73, 1)","(73, 2)","(73, 3)","(73, 4)","(74, 0)","(74, 1)","(74, 2)","(74, 3)","(74, 4)","(75, 0)","(75, 1)","(75, 2)","(75, 3)","(75, 4)","(76, 0)","(76, 1)","(76, 2)","(76, 3)","(76, 4)","(77, 0)","(77, 1)","(77, 2)","(77, 3)","(77, 4)","(78, 0)","(78, 1)","(78, 2)","(78, 3)","(78, 4)","(79, 0)","(79, 1)","(79, 2)","(79, 3)","(79, 4)","(80, 0)","(80, 1)","(80, 2)","(80, 3)","(80, 4)","(81, 0)","(81, 1)","(81, 2)","(81, 3)","(81, 4)","(82, 0)","(82, 1)","(82, 2)","(82, 3)","(82, 4)","(83, 0)","(83, 1)","(83, 2)","(83, 3)","(83, 4)","(84, 0)","(84, 1)","(84, 2)","(84, 3)","(84, 4)","(85, 0)","(85, 1)","(85, 2)","(85, 3)","(85, 4)","(86, 0)","(86, 1)","(86, 2)","(86, 3)","(86, 4)","(87, 0)","(87, 1)","(87, 2)","(87, 3)","(87, 4)","(88, 0)","(88, 1)","(88, 2)","(88, 3)","(88, 4)","(89, 0)","(89, 1)","(89, 2)","(89, 3)","(89, 4)","(90, 0)","(90, 1)","(90, 2)","(90, 3)","(90, 4)","(91, 0)","(91, 1)","(91, 2)","(91, 3)","(91, 4)","(92, 0)","(92, 1)","(92, 2)","(92, 3)","(92, 4)","(93, 0)","(93, 1)","(93, 2)","(93, 3)","(93, 4)","(94, 0)","(94, 1)","(94, 2)","(94, 3)","(94, 4)","(95, 0)","(95, 1)","(95, 2)","(95, 3)","(95, 4)","(96, 0)","(96, 1)","(96, 2)","(96, 3)","(96, 4)","(97, 0)","(97, 1)","(97, 2)","(97, 3)","(97, 4)","(98, 0)","(98, 1)","(98, 2)","(98, 3)","(98, 4)","(99, 0)","(99, 1)","(99, 2)","(99, 3)","(99, 4)","(100, 0)","(100, 1)","(100, 2)","(100, 3)","(100, 4)","(101, 0)","(101, 1)","(101, 2)","(101, 3)","(101, 4)","(102, 0)","(102, 1)","(102, 2)","(102, 3)","(102, 4)","(103, 0)","(103, 1)","(103, 2)","(103, 3)","(103, 4)","(104, 0)","(104, 1)","(104, 2)","(104, 3)","(104, 4)","(105, 0)","(105, 1)","(105, 2)","(105, 3)","(105, 4)","(106, 0)","(106, 1)","(106, 2)","(106, 3)","(106, 4)","(107, 0)","(107, 1)","(107, 2)","(107, 3)","(107, 4)","(108, 0)","(108, 1)","(108, 2)","(108, 3)","(108, 4)","(109, 0)","(109, 1)","(109, 2)","(109, 3)","(109, 4)","(110, 0)","(110, 1)","(110, 2)","(110, 3)","(110, 4)","(111, 0)","(111, 1)","(111, 2)","(111, 3)","(111, 4)","(112, 0)","(112, 1)","(112, 2)","(112, 3)","(112, 4)","(113, 0)","(113, 1)","(113, 2)","(113, 3)","(113, 4)","(114, 0)","(114, 1)","(114, 2)","(114, 3)","(114, 4)","(115, 0)","(115, 1)","(115, 2)","(115, 3)","(115, 4)","(116, 0)","(116, 1)","(116, 2)","(116, 3)","(116, 4)","(117, 0)","(117, 1)","(117, 2)","(117, 3)","(117, 4)","(118, 0)","(118, 1)","(118, 2)","(118, 3)","(118, 4)","(119, 0)","(119, 1)","(119, 2)","(119, 3)","(119, 4)","(120, 0)","(120, 1)","(120, 2)","(120, 3)","(120, 4)","(121, 0)","(121, 1)","(121, 2)","(121, 3)","(121, 4)","(122, 0)","(122, 1)","(122, 2)","(122, 3)","(122, 4)","(123, 0)","(123, 1)","(123, 2)","(123, 3)","(123, 4)","(124, 0)","(124, 1)","(124, 2)","(124, 3)","(124, 4)","(125, 0)","(125, 1)","(125, 2)","(125, 3)","(125, 4)","(126, 0)","(126, 1)","(126, 2)","(126, 3)","(126, 4)","(127, 0)","(127, 1)","(127, 2)","(127, 3)","(127, 4)","(128, 0)","(128, 1)","(128, 2)","(128, 3)","(128, 4)","(129, 0)","(129, 1)","(129, 2)","(129, 3)","(129, 4)","(130, 0)","(130, 1)","(130, 2)","(130, 3)","(130, 4)","(131, 0)","(131, 1)","(131, 2)","(131, 3)","(131, 4)","(132, 0)","(132, 1)","(132, 2)","(132, 3)","(132, 4)","(133, 0)","(133, 1)","(133, 2)","(133, 3)","(133, 4)","(134, 0)","(134, 1)","(134, 2)","(134, 3)","(134, 4)","(135, 0)","(135, 1)","(135, 2)","(135, 3)","(135, 4)","(136, 0)","(136, 1)","(136, 2)","(136, 3)","(136, 4)","(137, 0)","(137, 1)","(137, 2)","(137, 3)","(137, 4)","(138, 0)","(138, 1)","(138, 2)","(138, 3)","(138, 4)","(139, 0)","(139, 1)","(139, 2)","(139, 3)","(139, 4)","(140, 0)","(140, 1)","(140, 2)","(140, 3)","(140, 4)","(141, 0)","(141, 1)","(141, 2)","(141, 3)","(141, 4)","(142, 0)","(142, 1)","(142, 2)","(142, 3)","(142, 4)","(143, 0)","(143, 1)","(143, 2)","(143, 3)","(143, 4)","(144, 0)","(144, 1)","(144, 2)","(144, 3)","(144, 4)","(145, 0)","(145, 1)","(145, 2)","(145, 3)","(145, 4)","(146, 0)","(146, 1)","(146, 2)","(146, 3)","(146, 4)","(147, 0)","(147, 1)","(147, 2)","(147, 3)","(147, 4)","(148, 0)","(148, 1)","(148, 2)","(148, 3)","(148, 4)","(149, 0)","(149, 1)","(149, 2)","(149, 3)","(149, 4)","(150, 0)","(150, 1)","(150, 2)","(150, 3)","(150, 4)","(151, 0)","(151, 1)","(151, 2)","(151, 3)","(151, 4)","(152, 0)","(152, 1)","(152, 2)","(152, 3)","(152, 4)","(153, 0)","(153, 1)","(153, 2)","(153, 3)","(153, 4)","(154, 0)","(154, 1)","(154, 2)","(154, 3)","(154, 4)","(155, 0)","(155, 1)","(155, 2)","(155, 3)","(155, 4)","(156, 0)","(156, 1)","(156, 2)","(156, 3)","(156, 4)","(157, 0)","(157, 1)","(157, 2)","(157, 3)","(157, 4)","(158, 0)","(158, 1)","(158, 2)","(158, 3)","(158, 4)","(159, 0)","(159, 1)","(159, 2)","(159, 3)","(159, 4)","(160, 0)","(160, 1)","(160, 2)","(160, 3)","(160, 4)","(161, 0)","(161, 1)","(161, 2)","(161, 3)","(161, 4)","(162, 0)","(162, 1)","(162, 2)","(162, 3)","(162, 4)","(163, 0)","(163, 1)","(163, 2)","(163, 3)","(163, 4)","(164, 0)","(164, 1)","(164, 2)","(164, 3)","(164, 4)","(165, 0)","(165, 1)","(165, 2)","(165, 3)","(165, 4)","(166, 0)","(166, 1)","(166, 2)","(166, 3)","(166, 4)","(167, 0)","(167, 1)","(167, 2)","(167, 3)","(167, 4)","(168, 0)","(168, 1)","(168, 2)","(168, 3)","(168, 4)","(169, 0)","(169, 1)","(169, 2)","(169, 3)","(169, 4)","(170, 0)","(170, 1)","(170, 2)","(170, 3)","(170, 4)","(171, 0)","(171, 1)","(171, 2)","(171, 3)","(171, 4)","(172, 0)","(172, 1)","(172, 2)","(172, 3)","(172, 4)","(173, 0)","(173, 1)","(173, 2)","(173, 3)","(173, 4)","(174, 0)","(174, 1)","(174, 2)","(174, 3)","(174, 4)","(175, 0)","(175, 1)","(175, 2)","(175, 3)","(175, 4)","(176, 0)","(176, 1)","(176, 2)","(176, 3)","(176, 4)","(177, 0)","(177, 1)","(177, 2)","(177, 3)","(177, 4)","(178, 0)","(178, 1)","(178, 2)","(178, 3)","(178, 4)","(179, 0)","(179, 1)","(179, 2)","(179, 3)","(179, 4)","(180, 0)","(180, 1)","(180, 2)","(180, 3)","(180, 4)","(181, 0)","(181, 1)","(181, 2)","(181, 3)","(181, 4)","(182, 0)","(182, 1)","(182, 2)","(182, 3)","(182, 4)","(183, 0)","(183, 1)","(183, 2)","(183, 3)","(183, 4)","(184, 0)","(184, 1)","(184, 2)","(184, 3)","(184, 4)","(185, 0)","(185, 1)","(185, 2)","(185, 3)","(185, 4)","(186, 0)","(186, 1)","(186, 2)","(186, 3)","(186, 4)","(187, 0)","(187, 1)","(187, 2)","(187, 3)","(187, 4)","(188, 0)","(188, 1)","(188, 2)","(188, 3)","(188, 4)","(189, 0)","(189, 1)","(189, 2)","(189, 3)","(189, 4)","(190, 0)","(190, 1)","(190, 2)","(190, 3)","(190, 4)","(191, 0)","(191, 1)","(191, 2)","(191, 3)","(191, 4)","(192, 0)","(192, 1)","(192, 2)","(192, 3)","(192, 4)","(193, 0)","(193, 1)","(193, 2)","(193, 3)","(193, 4)","(194, 0)","(194, 1)","(194, 2)","(194, 3)","(194, 4)","(195, 0)","(195, 1)","(195, 2)","(195, 3)","(195, 4)","(196, 0)","(196, 1)","(196, 2)","(196, 3)","(196, 4)","(197, 0)","(197, 1)","(197, 2)","(197, 3)","(197, 4)","(198, 0)","(198, 1)","(198, 2)","(198, 3)","(198, 4)","(199, 0)","(199, 1)","(199, 2)","(199, 3)","(199, 4)"
50,5,0.0,7,0.215,0.175,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
