$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
3.1,2,7.639,1,6.395,24250
3.1,3,8.859,2,8.351,24072
3.1,3,7.665,3,7.665,23823
3.1,2,8.213,1,7.726,52672
3.1,3,9.168,3,9.168,21467
3.1,3,7.482,1,7.411,13635
3.1,1,6.249,1,6.249,15325
3.1,1,8.616,3,7.396,22074
3.1,0,8.393,2,6.208,16560
3.1,0,8.221,0,8.221,19768
3.1,3,8.274,3,8.274,16693
3.1,4,8.006,4,8.006,25368
3.1,3,7.723,3,7.723,12924
3.1,0,8.365,0,8.365,22274
3.1,0,8.716,0,8.716,12069
3.1,1,8.293,1,8.293,31160
3.1,4,8.37,4,8.37,27702
3.1,0,7.969,4,7.663,20068
3.1,1,7.655,1,7.655,20292
3.1,2,9.139,2,9.139,15095
3.1,2,7.951,0,6.645,29852
3.1,4,8.791,0,7.322,22635
3.1,1,7.756,3,7.605,40915
3.1,0,7.436,3,6.084,25084
3.1,0,8.164,1,7.828,12114
3.1,1,8.092,3,7.799,61380
3.1,2,8.903,4,8.796,85245
3.1,2,7.227,2,7.227,35512
3.1,4,7.028,1,6.592,18202
3.1,3,9.095,3,9.095,8723
3.1,1,7.817,1,7.817,15222
3.1,0,8.29,0,8.29,26997
3.1,4,7.908,4,7.908,15569
3.1,0,8.074,3,7.687,14226
3.1,3,8.527,4,7.74,23704
3.1,0,8.659,2,5.88,23061
3.1,0,8.997,1,8.796,52923
3.1,2,9.261,3,8.224,15229
3.1,1,7.367,1,7.367,7715
3.1,1,9.847,4,7.929,24653
3.1,2,7.675,3,7.477,45154
3.1,3,7.601,2,7.07,40988
3.1,4,8.522,0,7.388,22735
3.1,1,7.623,2,7.378,22696
3.1,2,9.543,1,7.038,31774
3.1,0,7.68,0,7.68,12418
3.1,0,7.487,4,7.325,10589
3.1,1,7.489,1,7.489,40599
3.1,3,8.679,3,8.679,52369
3.1,2,9.23,3,7.518,37141
3.1,2,7.875,4,7.796,21031
3.1,3,7.917,2,7.679,33839
3.1,3,7.734,4,7.355,24788
3.1,2,7.426,3,7.229,27076
3.1,4,7.538,1,6.671,14720
3.1,4,8.408,1,8.152,48763
3.1,3,7.632,3,7.632,20378
3.1,1,7.651,3,6.664,11489
3.1,1,8.323,1,8.323,14779
3.1,2,7.741,1,7.132,10660
3.1,1,7.855,0,6.896,24925
3.1,3,7.849,3,7.849,25772
3.1,4,8.324,4,8.324,12848
3.1,0,8.793,0,8.793,49278
3.1,3,8.226,2,7.688,17592
3.1,2,7.358,2,7.358,34238
3.1,2,7.771,2,7.771,9631
3.1,1,8.562,3,7.748,21308
3.1,3,7.498,1,6.868,98769
3.1,0,9.434,1,7.436,40946
3.1,4,7.541,2,7.512,27720
3.1,1,8.004,2,6.909,16515
3.1,4,7.875,4,7.875,34052
3.1,1,7.964,1,7.964,6383
3.1,4,8.379,4,8.379,41355
3.1,1,8.316,3,8.176,28689
3.1,2,7.904,3,7.22,42130
3.1,3,9.349,0,7.8,49237
3.1,2,8.383,4,7.897,7661
3.1,0,8.769,0,8.769,16716
3.1,1,8.606,3,7.964,13978
3.1,3,8.393,3,8.393,48705
3.1,0,7.072,3,6.377,9117
3.1,2,8.122,0,7.67,24852
3.1,4,8.048,2,7.372,11417
3.1,1,7.269,0,5.215,15920
3.1,0,8.921,4,7.865,50864
3.1,0,8.804,2,8.361,20328
3.1,4,7.356,1,7.303,13559
3.1,3,8.535,3,8.535,6988
3.1,0,7.337,4,6.833,29883
3.1,3,8.682,0,8.378,48934
3.1,2,7.445,4,7.325,11301
3.1,2,7.018,4,6.52,23765
3.1,2,7.518,3,7.154,29069
3.1,0,8.768,0,8.768,35257
3.1,0,8.141,0,8.141,14537
3.1,1,8.934,1,8.934,48331
3.1,3,9.695,1,7.905,38662
3.1,4,8.043,4,8.043,14575
