$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
8.8,3,8.465,3,8.465,10596
8.8,4,7.685,4,7.685,17806
8.8,1,7.184,4,5.673,43345
8.8,3,8.393,2,7.263,44784
8.8,1,7.593,3,6.801,54462
8.8,1,8.989,0,5.611,85334
8.8,2,9.237,0,6.823,4897
8.8,3,7.756,4,7.25,18267
8.8,2,8.708,3,7.936,20048
8.8,4,7.441,3,6.289,29717
8.8,4,10.169,2,8.957,35169
8.8,0,8.27,0,8.27,4840
8.8,3,7.084,3,7.084,20231
8.8,4,7.985,3,5.657,14360
8.8,2,7.009,0,6.812,28214
8.8,2,8.977,4,6.546,14098
8.8,2,8.247,4,6.095,61542
8.8,2,7.778,3,7.133,19723
8.8,2,9.809,3,7.746,31189
8.8,4,7.534,4,7.534,46237
8.8,4,7.695,4,7.695,47122
8.8,4,8.464,4,8.464,10581
8.8,0,7.603,4,7.279,26354
8.8,1,8.607,3,5.679,35135
8.8,2,7.682,4,7.078,25451
8.8,3,9.141,2,7.303,7803
8.8,4,7.641,1,7.008,51659
8.8,4,8.91,4,8.91,36624
8.8,0,7.257,1,6.737,80525
8.8,3,8.627,3,8.627,10565
8.8,2,8.753,0,7.792,13178
8.8,0,8.317,1,6.485,22074
8.8,3,7.448,3,7.448,13832
8.8,3,8.323,1,7.609,38805
8.8,0,7.897,0,7.897,17723
8.8,3,8.265,3,8.265,52984
8.8,4,7.817,3,7.222,13899
8.8,0,7.489,0,7.489,18871
8.8,0,7.152,0,7.152,7899
8.8,4,7.683,1,6.171,12186
8.8,1,7.468,1,7.468,12762
8.8,2,6.966,1,6.42,37747
8.8,2,8.012,0,7.095,4599
8.8,0,8.314,2,7.923,16298
8.8,1,7.679,1,7.679,8216
8.8,2,7.511,2,7.511,27393
8.8,2,7.033,2,7.033,18552
8.8,3,8.947,0,8.189,9264
8.8,3,8.122,1,7.878,22583
8.8,3,7.18,3,7.18,53577
8.8,2,8.215,0,6.115,47304
8.8,0,8.572,4,7.491,42923
8.8,1,7.407,4,6.773,24510
8.8,3,7.629,0,7.45,17074
8.8,4,8.46,4,8.46,17806
8.8,0,8.975,4,8.359,10766
8.8,4,7.877,3,7.666,49581
8.8,1,7.508,1,7.508,25298
8.8,1,7.695,1,7.695,71742
8.8,0,8.106,0,8.106,61269
8.8,3,7.468,2,6.729,36383
8.8,2,7.101,2,7.101,13146
8.8,0,8.622,3,7.179,5080
8.8,3,7.657,0,5.781,39280
8.8,3,8.389,1,6.743,34701
8.8,3,7.515,1,6.552,29626
8.8,4,8.414,4,8.414,13254
8.8,2,10.136,2,10.136,83954
8.8,3,9.136,3,9.136,21039
8.8,0,8.607,0,8.607,10962
8.8,2,8.523,4,8.515,20964
8.8,3,8.265,4,7.43,25242
8.8,0,8.669,0,8.669,33219
8.8,2,7.763,3,7.566,16778
8.8,4,7.585,0,7.376,10488
8.8,0,8.675,0,8.675,30241
8.8,4,7.827,4,7.827,50404
8.8,2,7.547,1,7.2,22982
8.8,0,6.974,3,6.256,106567
8.8,1,8.916,1,8.916,15800
8.8,2,8.736,4,6.651,22633
8.8,0,9.208,3,8.375,51089
8.8,2,8.949,2,8.949,74096
8.8,2,9.586,1,8.059,16897
8.8,0,8.006,0,8.006,7478
8.8,4,8.085,4,8.085,30130
8.8,2,6.724,1,6.709,32043
8.8,4,7.603,1,7.257,71323
8.8,4,7.776,3,7.604,46179
8.8,2,7.082,2,7.082,40888
8.8,0,8.348,1,7.836,5852
8.8,3,8.095,0,7.616,15031
8.8,2,7.854,2,7.854,8696
8.8,0,9.205,2,5.594,71196
8.8,3,8.589,3,8.589,6549
8.8,1,8.137,2,6.348,35834
8.8,0,8.369,0,8.369,77878
8.8,1,7.197,1,7.197,15141
8.8,4,8.305,4,8.305,16833
8.8,1,7.765,4,7.365,32553
