$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
5.0,2,8.626,3,8.05,16066
5.0,4,7.053,1,6.954,32872
5.0,2,6.678,3,6.267,13220
5.0,0,8.428,1,8.284,26023
5.0,0,8.771,0,8.771,19254
5.0,3,9.314,3,9.314,79696
5.0,4,7.735,0,6.156,18528
5.0,1,7.771,2,5.801,17699
5.0,0,8.661,2,8.638,8695
5.0,3,7.826,1,5.351,85245
5.0,2,7.164,4,7.07,10792
5.0,3,8.539,3,8.539,20468
5.0,3,7.892,3,7.892,18453
5.0,0,8.189,0,8.189,11127
5.0,1,7.469,1,7.469,50261
5.0,3,8.226,0,7.275,16554
5.0,0,7.012,2,5.383,31888
5.0,2,9.024,4,7.34,61854
5.0,3,8.642,3,8.642,21834
5.0,3,7.718,0,7.405,5541
5.0,1,7.37,4,6.872,31871
5.0,1,7.025,1,7.025,21689
5.0,3,7.37,3,7.37,42361
5.0,4,7.942,4,7.942,23399
5.0,3,7.809,3,7.809,7187
5.0,0,8.015,2,6.01,23890
5.0,3,7.587,1,6.951,21475
5.0,0,8.244,0,8.244,17005
5.0,1,7.634,1,7.634,95783
5.0,0,8.525,3,7.333,23815
5.0,4,7.081,1,6.953,28904
5.0,0,8.324,3,5.806,27417
5.0,4,7.659,2,6.726,38717
5.0,0,8.091,1,7.34,48931
5.0,1,9.145,1,9.145,23718
5.0,2,7.743,2,7.743,24924
5.0,1,8.433,4,7.33,7386
5.0,3,9.131,3,9.131,28581
5.0,4,7.775,0,7.457,19233
5.0,4,8.135,2,7.2,16876
5.0,0,8.393,1,7.769,17695
5.0,0,8.386,2,7.201,34213
5.0,4,8.822,4,8.822,55890
5.0,1,7.749,0,5.597,54904
5.0,2,8.357,1,7.296,44242
5.0,0,7.106,4,7.026,5632
5.0,1,7.964,4,7.429,20099
5.0,1,8.782,4,7.566,19635
5.0,0,9.447,0,9.447,22161
5.0,3,7.53,1,7.029,41096
5.0,3,8.193,1,7.01,35166
5.0,2,8.791,1,7.279,26713
5.0,0,7.738,3,7.377,29173
5.0,4,7.367,0,6.942,43472
5.0,0,8.625,0,8.625,67402
5.0,2,6.882,3,6.621,44466
5.0,2,7.919,2,7.919,35562
5.0,1,8.194,1,8.194,13963
5.0,1,8.754,0,6.69,42047
5.0,2,8.583,0,8.139,12337
5.0,3,7.378,2,7.238,18314
5.0,1,8.441,0,7.258,28272
5.0,1,8.065,1,8.065,38235
5.0,2,9.178,2,9.178,39442
5.0,2,7.594,2,7.594,19365
5.0,1,7.986,1,7.986,19072
5.0,2,8.792,0,7.311,25955
5.0,0,8.03,3,7.75,30291
5.0,0,8.339,4,8.28,48571
5.0,0,7.927,2,6.666,24003
5.0,2,8.966,4,7.047,18469
5.0,3,7.809,0,7.026,37244
5.0,2,7.835,2,7.835,20605
5.0,0,7.94,3,5.414,23879
5.0,0,8.452,0,8.452,34189
5.0,1,7.707,0,7.27,17737
5.0,4,7.515,4,7.515,18469
5.0,2,8.22,2,8.22,32652
5.0,2,9.003,2,9.003,24270
5.0,2,8.041,2,8.041,36475
5.0,3,7.224,1,6.902,9911
5.0,4,9.163,1,7.218,22843
5.0,1,8.719,1,8.719,12655
5.0,4,7.638,4,7.638,23868
5.0,4,8.678,3,6.96,15404
5.0,0,7.508,0,7.508,15967
5.0,3,8.205,4,7.532,24419
5.0,3,8.292,3,8.292,11981
5.0,1,8.782,4,6.146,10812
5.0,4,8.654,4,8.654,12435
5.0,4,9.354,2,7.433,35165
5.0,0,9.079,0,9.079,9322
5.0,3,8.492,1,7.473,19934
5.0,2,7.396,2,7.396,64341
5.0,2,7.831,4,7.679,55263
5.0,0,9.096,0,9.096,20606
5.0,4,8.689,1,8.62,42492
5.0,2,8.415,2,8.415,11755
5.0,2,7.947,4,7.693,46362
5.0,0,9.205,0,9.205,24770
