$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
13.5,4,8.0,4,8.0,30760
13.5,0,8.074,1,7.255,27571
13.5,0,8.492,0,8.492,16659
13.5,2,8.538,1,6.297,60271
13.5,3,8.473,4,6.563,16266
13.5,3,7.984,3,7.984,15717
13.5,0,7.73,0,7.73,20210
13.5,1,7.646,1,7.646,17764
13.5,2,9.108,0,8.272,24111
13.5,4,8.56,0,8.273,45053
13.5,4,8.045,2,6.832,56250
13.5,1,7.577,0,6.185,67888
13.5,0,8.319,3,5.683,31278
13.5,2,7.776,1,7.25,15921
13.5,2,8.18,2,8.18,12310
13.5,3,6.824,4,5.539,38252
13.5,1,7.66,4,6.482,78498
13.5,1,8.347,1,8.347,35459
13.5,4,7.499,3,7.48,26090
13.5,3,8.873,3,8.873,7869
13.5,3,8.71,2,6.261,23167
13.5,4,8.397,4,8.397,18985
13.5,4,7.823,2,6.848,17312
13.5,1,9.686,1,9.686,37769
13.5,0,7.861,0,7.861,14966
13.5,4,7.634,4,7.634,21121
13.5,0,7.453,4,6.987,40247
13.5,0,7.553,2,7.116,20521
13.5,0,7.734,4,6.719,20703
13.5,4,8.605,0,6.772,41744
13.5,1,7.842,4,7.813,4916
13.5,0,8.437,4,6.197,29287
13.5,3,8.992,3,8.992,7895
13.5,0,7.889,4,7.722,31163
13.5,1,7.577,0,7.139,16241
13.5,0,7.463,0,7.463,6019
13.5,3,7.152,1,7.02,43882
13.5,4,7.181,4,7.181,25900
13.5,0,7.722,4,7.408,28291
13.5,0,6.17,0,6.17,110046
13.5,4,8.837,4,8.837,23167
13.5,4,8.436,2,6.4,61383
13.5,3,8.662,1,8.535,20268
13.5,0,7.448,4,6.73,42114
13.5,0,8.879,4,7.046,16823
13.5,3,7.858,3,7.858,12990
13.5,2,8.912,0,7.744,42934
13.5,3,7.672,2,6.925,50570
13.5,0,7.775,0,7.775,84037
13.5,4,7.519,2,6.954,39750
13.5,1,7.731,2,7.562,45030
13.5,2,8.362,1,8.042,57841
13.5,0,8.438,3,7.298,12312
13.5,4,9.464,1,8.474,7285
13.5,2,8.583,1,8.08,21793
13.5,4,7.574,0,6.147,31606
13.5,0,8.794,4,8.177,26543
13.5,0,8.91,0,8.91,13567
13.5,1,7.328,1,7.328,6551
13.5,1,9.648,0,8.278,21974
13.5,2,7.84,2,7.84,9593
13.5,0,9.036,0,9.036,51445
13.5,3,8.578,3,8.578,15916
13.5,0,7.333,4,7.019,34914
13.5,3,8.256,4,7.567,31777
13.5,3,9.276,3,9.276,30627
13.5,2,8.359,2,8.359,21423
13.5,4,8.129,0,7.311,37413
13.5,1,8.526,4,7.367,29675
13.5,4,8.544,4,8.544,11768
13.5,1,7.659,0,7.015,35142
13.5,3,9.366,2,8.174,21385
13.5,0,8.623,1,8.136,19703
13.5,0,9.371,2,7.366,13484
13.5,1,8.287,1,8.287,16478
13.5,4,8.166,2,7.775,10536
13.5,0,7.637,0,7.637,36888
13.5,0,8.323,4,7.782,15404
13.5,1,8.467,3,7.449,14107
13.5,0,8.375,0,8.375,16074
13.5,3,8.592,3,8.592,27285
13.5,1,8.734,1,8.734,21029
13.5,1,7.406,1,7.406,14569
13.5,0,7.504,0,7.504,21685
13.5,2,7.376,2,7.376,38534
13.5,3,7.618,4,6.042,29503
13.5,1,9.56,0,6.632,49734
13.5,1,7.778,4,7.182,22567
13.5,4,9.061,4,9.061,77435
13.5,4,7.771,2,7.505,9333
13.5,0,7.448,3,6.286,17347
13.5,3,7.747,1,7.078,25764
13.5,4,7.459,3,7.065,21395
13.5,1,8.88,1,8.88,7144
13.5,3,8.662,3,8.662,26617
13.5,0,8.699,2,8.01,16234
13.5,2,8.404,1,7.45,16260
13.5,2,7.098,3,7.083,18622
13.5,2,7.006,3,6.571,12310
13.5,3,7.815,3,7.815,23927
