$\mu_{h_1}$,$x_{max}$ opt No.,$x_{max}$,$CDM$ opt No.,$CDM$,Iterations
14.5,3,7.125,3,7.125,11222
14.5,4,7.955,3,7.758,17689
14.5,1,9.116,1,9.116,17957
14.5,0,7.635,2,6.19,40394
14.5,1,8.337,1,8.337,53052
14.5,2,7.58,0,7.375,49365
14.5,2,7.835,0,5.933,23659
14.5,1,8.405,2,7.853,89992
14.5,0,8.724,2,5.608,54524
14.5,1,8.902,1,8.902,16109
14.5,3,7.179,1,6.652,10962
14.5,3,8.049,2,7.261,20941
14.5,4,8.335,0,7.53,21749
14.5,3,7.99,4,7.545,20635
14.5,2,8.489,0,8.153,7994
14.5,3,8.844,3,8.844,23117
14.5,4,8.361,4,8.361,12062
14.5,1,8.192,1,8.192,55853
14.5,1,8.156,2,7.971,12358
14.5,0,8.852,0,8.852,18887
14.5,4,8.045,0,7.367,12741
14.5,3,7.182,2,6.941,9267
14.5,0,7.846,4,6.313,19469
14.5,4,9.333,1,7.227,34494
14.5,0,8.078,3,7.483,20984
14.5,4,8.064,0,8.026,22873
14.5,2,7.677,3,6.003,11122
14.5,3,7.017,3,7.017,26866
14.5,3,8.477,0,8.433,12260
14.5,2,8.508,2,8.508,11711
14.5,0,8.152,3,7.834,20792
14.5,4,8.187,4,8.187,24424
14.5,1,8.06,0,8.015,14236
14.5,4,8.714,4,8.714,27637
14.5,4,9.216,1,7.508,57096
14.5,1,7.738,0,7.703,7412
14.5,1,7.536,0,7.33,22841
14.5,2,7.53,3,7.215,43188
14.5,1,9.095,1,9.095,56043
14.5,4,7.672,3,6.533,35709
14.5,1,9.108,1,9.108,13891
14.5,3,9.095,3,9.095,59447
14.5,3,8.412,1,7.948,26460
14.5,3,8.136,3,8.136,11211
14.5,4,8.152,2,7.374,15276
14.5,3,8.671,1,8.399,16002
14.5,0,7.476,2,6.44,55010
14.5,2,7.566,1,7.208,23795
14.5,2,7.369,1,7.217,18295
14.5,4,7.807,4,7.807,55397
14.5,4,8.795,3,8.348,9683
14.5,0,7.243,3,6.743,29919
14.5,3,8.636,2,6.835,39840
14.5,4,8.588,4,8.588,4523
14.5,2,8.524,1,7.429,9873
14.5,1,7.128,0,7.055,23524
14.5,1,8.158,1,8.158,32366
14.5,2,7.446,2,7.446,33684
14.5,0,7.173,0,7.173,26409
14.5,4,7.469,4,7.469,21115
14.5,4,8.148,4,8.148,40793
14.5,1,8.775,3,6.301,35364
14.5,4,8.189,3,7.656,15354
14.5,2,7.999,4,7.142,12781
14.5,1,7.527,1,7.527,55872
14.5,0,8.817,0,8.817,54482
14.5,1,8.684,1,8.684,34391
14.5,0,7.997,1,7.367,27641
14.5,1,7.189,4,7.186,12433
14.5,1,7.827,0,7.765,32101
14.5,3,8.042,3,8.042,90332
14.5,2,7.497,2,7.497,33532
14.5,3,7.522,1,6.617,18612
14.5,4,8.261,4,8.261,10823
14.5,0,8.178,0,8.178,11042
14.5,3,7.448,3,7.448,17213
14.5,1,8.5,1,8.5,31197
14.5,2,7.655,2,7.655,55593
14.5,3,7.351,3,7.351,3452
14.5,0,8.62,4,7.581,20808
14.5,1,8.163,0,7.545,45599
14.5,0,7.7,1,7.373,50252
14.5,3,7.811,2,7.748,38499
14.5,2,8.136,3,6.893,28445
14.5,0,7.537,0,7.537,15439
14.5,4,7.762,0,7.545,12405
14.5,2,8.15,2,8.15,26185
14.5,2,7.179,4,6.965,8990
14.5,3,7.973,1,7.135,14608
14.5,1,8.06,1,8.06,23153
14.5,0,9.275,0,9.275,31294
14.5,3,9.473,4,7.617,12392
14.5,1,8.43,3,7.192,38182
14.5,1,7.896,1,7.896,14771
14.5,0,8.343,4,7.736,44064
14.5,1,7.798,4,7.369,21743
14.5,3,8.794,3,8.794,22634
14.5,3,9.211,2,8.267,30932
14.5,4,8.975,3,8.424,15472
14.5,1,7.731,1,7.731,17475
